,2011-06-30,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccruedLiabilities,3400.000,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,3200.000,10600.000,5517.000,5617.000,14217.000,8117.000,7117.000,4627.000,17367.000,8166.000,8166.000,7867.000,15167.000,6516.000,6317.000,3517.000,7537.000,19266.000,24451.000,30979.000
AdditionalPaidInCapital,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,367407.000,368982.000,368982.000,368982.000,368982.000,368982.000,368982.000,368982.000,368982.000,368982.000,368982.000
Assets,162193.000,149138.000,137249.000,108470.000,98304.000,87358.000,65916.000,55287.000,43777.000,34169.000,16353.000,7707.000,1742.000,15796.000,21390.000,6579.000,31159.000,12743.000,14696.000,12196.000,9610.000
Cash,4165.000,939.000,135400.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,4165.000,939.000,135400.000,108101.000,97801.000,87272.000,65413.000,54784.000,43274.000,33659.000,16167.000,7272.000,1307.000,8169.000,11263.000,1452.000,17352.000,12258.000,4610.000,4610.000,4610.000
CertificatesOfDepositAtCarryingValue,7422.000,0.000,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000
CommonStockSharesOutstanding,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1808150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000,1983150.000
CommonStockValue,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1983.000,1983.000,1983.000,1983.000,1983.000,1983.000,1983.000,1983.000,1983.000,1983.000
DeferredTaxAssetsGross,,,,,,56217.000,,,,66865.000,,,,75188.000,,,,88249.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,54642.000,,,,65548.000,,,,75405.000,,,,87270.000,,,
DeferredTaxAssetsOther,,,,,,1540.000,,,,1384.000,,,,1227.000,,,,1071.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,51.000,,,,30.000,,,,,,,,,,,
