,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccretionExpense,,,196210.000,,,,317013.000,,,,194884.000,,,,,,
AcquisitionCosts,,370621.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,161606.000,,,,225870.000,,,,218357.000,,,,,,
AssetRetirementObligationAccretionExpense,,,,,,,-317013.000,,,,-194884.000,,,,,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,39855.000,,,,37017.000,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,840226.000,,,,357856.000,,,,21266.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,-549158.000,,,,-795802.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,-1550000.000,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,-48286.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,1669747.000,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,-5733619.000,,,,,,,,,,
ConversionOfStockSharesConverted1,,,,,,,,,,,,,,,53833538.000,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,715969.000,-27025.000,,6250.000,6250.000,5789.000
DeferredIncomeTaxExpenseBenefit,,,44018200.000,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,1621546.000,1887794.000,3629341.000,3290420.000,2539531.000,2072273.000,1506366.000,1370777.000,869787.000,847163.000,113817.000,,,,,,
DerivativeGainLossOnDerivativeNet,1536056.000,1681756.000,4792869.000,5311266.000,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,-675809.000,-25655.000,,,,,,2017061.000,60327228.000,605008.000,84022.000,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,,,,2017061.000,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,-709719.000,33275.000,,,0.000,0.000
DividendsPreferredStock,,,,,,,1076318.000,,,,600443.000,553405.000,-649897.000,,551737.000,590806.000,1732083.000
DividendsPreferredStockCash,664.000,792.000,1241365.000,651.000,689.000,-1239948.000,633.000,568.000,634.000,737.000,568.000,490.000,505.000,397.000,469.000,438.000,1732083.000
DividendsPreferredStockPaidinkind,1336250.000,1377880.000,,619625.000,903912.000,,1075685.000,1367488.000,1277889.000,1574076.000,599875.000,552915.000,649937.000,503739.000,551268.000,590368.000,
EarningsPerShareBasic,-0.020,0.020,-1.370,-1.370,-0.890,-0.250,-0.180,1.000,-0.030,-0.100,-0.010,1.420,-0.050,-0.040,-0.050,-0.060,-0.090
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,-0.050,,,,-0.090
EarningsPerShareDiluted,-0.020,0.020,-1.370,-1.370,-0.890,-0.250,-0.180,0.510,-0.030,0.120,-0.010,1.420,-0.050,-0.040,-0.050,-0.060,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,,507.000,,,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,-0.001,0.000,0.007,-0.005,0.007,0.012,-0.010,0.002,0.008,-0.009,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,-0.375,-0.369,-0.862,1.233,-0.402,-0.376,0.075,0.333,-0.314,-0.287,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,,,,,,,0.011,,,,,
