,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNetCurrent,,,,,,,441.000,649.000,850.000,3204.000
AccruedLiabilitiesCurrent,1993.000,3832.000,66512.000,67419.000,68227.000,69112.000,42461.000,28363.000,26941.000,17883.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1000.000,1500.000,2000.000,2500.000,3000.000,3500.000,4000.000,4500.000,5000.000,5500.000
AdditionalPaidInCapital,53349.000,53349.000,53349.000,53349.000,53349.000,53349.000,59849.000,59849.000,59849.000,59849.000
Assets,111551.000,83511.000,80275.000,75629.000,77560.000,80036.000,97538.000,99270.000,104634.000,104210.000
AssetsCurrent,37551.000,10011.000,7275.000,3129.000,5560.000,8536.000,26538.000,28770.000,34635.000,34710.000
BuildingsAndImprovementsGross,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000
Cash,33965.000,9150.000,7275.000,3029.000,5560.000,8398.000,8675.000,4684.000,6701.000,7582.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000,92000000.000
CommonStockSharesIssued,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000
CommonStockSharesOutstanding,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000
CommonStockValue,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000
CustomerDepositsNoncurrent,,,,,,4500.000,,,,
DeferredRentAssetNetCurrent,,,,,,,17422.000,23337.000,26984.000,23824.000
DeferredTaxAssetsCapitalLossCarryforwards,,,124592.000,,,,104278.000,88448.000,81662.000,73028.000
DeferredTaxAssetsGrossNoncurrent,,,42361.000,,,,35454.000,30072.000,27765.000,24830.000
DeferredTaxAssetsNet,,,,,,,,,27765.000,24830.000
DeferredTaxAssetsValuationAllowance,,,36986.000,,,,10025.000,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,-42361.000,,,,-35454.000,-30072.000,-27765.000,-24830.000
InterestReceivable,,,,,,,3409.000,,,
LandAndLandImprovements,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000
Liabilities,86993.000,88832.000,151512.000,152419.000,163227.000,168612.000,141961.000,127863.000,126441.000,117383.000
LiabilitiesAndStockholdersEquity,111551.000,83511.000,80275.000,75629.000,77560.000,80036.000,97538.000,99270.000,104634.000,104210.000
LiabilitiesCurrent,1993.000,3832.000,151512.000,152419.000,153227.000,154112.000,127461.000,113363.000,121941.000,112883.000
LiabilitiesNoncurrent,,85000.000,,,10000.000,14500.000,14500.000,14500.000,4500.000,4500.000
LongTermNotesPayable,,,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000,85000.000
NotesPayable,85000.000,85000.000,,,,,10000.000,10000.000,,
NotesPayableRelatedPartiesNoncurrent,,,,,10000.000,10000.000,,,10000.000,10000.000
NotesReceivableNet,3586.000,,,,,,,,,
OtherAssetsCurrent,,,,,,138.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,100.000,,,,100.000,100.000,100.000
PropertyPlantAndEquipmentNet,74000.000,73500.000,73000.000,72500.000,72000.000,71500.000,71000.000,70500.000,70000.000,69500.000
RetainedEarningsAccumulatedDeficit,-28797.000,-58676.000,-124592.000,-130145.000,-139022.000,-141931.000,-104278.000,-88448.000,-81662.000,-73028.000
StockholdersEquity,24558.000,-5321.000,-71237.000,-76790.000,-85667.000,-88576.000,-44423.000,-28593.000,-21807.000,-13173.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,24558.000,-5321.000,-71237.000,-76790.000,-85667.000,-88576.000,-44423.000,-28593.000,-21807.000,-13173.000
