,2011-09-30,2011-12-31,2012-09-30,2012-12-31
AdditionsToNoncurrentAssets,,,8129.000,80981.000
AmortizationOfIntangibleAssets,,,161285.000,162204.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,0.000
ComprehensiveIncomeNetOfTax,38143481.000,10551345.000,3219851.000,5533960.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,32865.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,38110616.000,10551345.000,3219851.000,5533960.000
CostOfRevenue,20089282.000,52541130.000,15508773.000,35899464.000
CostOfServices,,,0.000,775046.000
CurrentIncomeTaxExpenseBenefit,,,527214.000,887801.000
DeconsolidationGainOrLossAmount,30407821.000,0.000,0.000,0.000
DeferredIncomeTaxExpenseBenefit,,,87812.000,0.000
Depreciation,,,38786.000,22288.000
DividendsPreferredStockStock,,,0.000,0.000
EarningsPerShareBasic,1.150,0.300,0.100,0.120
EarningsPerShareDiluted,1.000,0.270,0.100,0.120
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,612837.000,722803.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,9090403.000,8831926.000
ForeignCurrencyTransactionGainLossBeforeTax,-501031.000,-325132.000,-166546.000,-757970.000
GeneralAndAdministrativeExpense,702697.000,818927.000,606052.000,429732.000
GrossProfit,8861013.000,12412313.000,4913303.000,6978455.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37324612.000,10421651.000,3633646.000,5169086.000
IncomeLossFromEquityMethodInvestments,-91541.000,691934.000,219185.000,258560.000
IncomeTaxExpenseBenefit,895133.000,1311368.000,615026.000,887801.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,-436496.000,-468081.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,1271776.000,1809180.000
IncomeTaxReconciliationNondeductibleExpense,,,154354.000,193992.000
IncomeTaxReconciliationTaxHolidays,,,462683.000,668366.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,0.000,0.000
InterestExpense,219810.000,113094.000,445840.000,175720.000
InvestmentIncomeInterest,13854.000,16950.000,287924.000,8761.000
NetIncomeLoss,36464070.000,9802217.000,3501240.000,4539845.000
NetIncomeLossAttributableToNoncontrollingInterest,-126132.000,0.000,0.000,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,36112429.000,9456472.000,3501240.000,4539845.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,3501240.000,4539845.000
NonoperatingIncomeExpense,29751693.000,-420822.000,-324462.000,-716171.000
OperatingExpenses,1288094.000,1569840.000,955195.000,1093198.000
OperatingIncomeLoss,7572919.000,10842473.000,3958108.000,5885257.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,1679411.000,749128.000,-281389.000,994115.000
OtherNonoperatingIncome,50859.000,454.000,0.000,348.000
ProfitLoss,36337938.000,9802217.000,3501240.000,4539845.000
ResearchAndDevelopmentExpense,114125.000,111076.000,101600.000,102232.000
Revenues,28950295.000,64953443.000,20422076.000,42877919.000
SalesRevenueNet,28950295.000,64953443.000,20422076.000,42877919.000
SalesRevenueServicesNet,2108796.000,1261546.000,12387.000,1022498.000
SellingExpense,471272.000,639837.000,247543.000,561234.000
ShippingHandlingAndTransportationCosts,,,13189.000,55245.000
TemporaryEquityDividendsAdjustment,0.000,0.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,36444850.000,36444850.000
WeightedAverageNumberOfDilutedSharesOutstanding,36444850.000,36444850.000,36444850.000,36444850.000
WeightedAverageNumberOfSharesOutstandingBasic,31463425.000,31546651.000,36444850.000,36444850.000
