,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-3558.000,,,,-13.000,,,,,,,,25746.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-20554.000,,-23225.000,-265373.000,-27675.000
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,,,,,,,,,,,,-3332.000,,
DividendsSharebasedCompensationStock,,,,,4863.000,6250.000,6250.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.010,-0.000
EffectOfExchangeRateOnCash,,,,,,,,,,,,,1012.000,,
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,4863.000,,,,,,,,,,
ExplorationExpense,,1975.000,,,,,,,,,,,,,
ExplorationExpenseMining,,,,,0.000,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,-143.000,,,4491.000,-5649.000
GainsLossesOnExtinguishmentOfDebt,,,,,3949.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,13352.000,,,,-320.000,,,,7647.000,,,,24338.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,2703.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,-825.000,,,,,,,,-5.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,-461.000,,
InsuranceRecoveries,,,,,,,,,,,,,,-2550.000,-1.000
InterestExpense,,,,,,,,,,,,,,,13.000
NetCashProvidedByUsedInFinancingActivities,,,,,3949.000,,,,7930.000,,,,110000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,3949.000,,,,7930.000,,,,110000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,-88827.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,-88827.000,,
NetCashProvidedByUsedInOperatingActivities,-3558.000,,,,-3962.000,,,,-7930.000,,,,4561.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3558.000,,,,-3962.000,,,,-7930.000,,,,4561.000,,
NetIncomeLoss,-16910.000,-19349.000,-17601.000,19999.000,-3731.000,-17655.000,-10018.000,-36194.000,-21827.000,-21887.000,-20561.000,-23583.000,-23401.000,-264975.000,-31052.000
NonoperatingIncomeExpense,,,,,3949.000,,,,,,-143.000,,-3332.000,-240413.000,-5662.000
OperatingExpenses,16910.000,19349.000,17601.000,3522.000,7680.000,17655.000,10018.000,11210.000,21827.000,21887.000,20418.000,24413.000,20069.000,24562.000,25390.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,,,,,,,7.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,,,,-176.000,398.000,-3377.000
OtherCostOfOperatingRevenue,,,,,,,,,,,,,,,12321.000
OtherGeneralAndAdministrativeExpense,58.000,331.000,6.000,6.000,83.000,78.000,,,,350.000,-454.000,,3797.000,3595.000,4561.000
PaymentsToAcquireSoftware,,,,,,,,,,,,,88827.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,110000.000,,
ProceedsFromRelatedPartyDebt,,,,,3949.000,,,,7930.000,,,,,,
ProfessionalFees,16852.000,17043.000,17595.000,3516.000,2734.000,11327.000,3768.000,4636.000,15577.000,15287.000,14622.000,11836.000,14885.000,18417.000,8507.000
ShareBasedCompensation,,,,,0.000,,,,6250.000,6250.000,6250.000,6250.000,1387.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6850000.000,6850000.000,6850000.000,-13700000.000,6850000.000,6850000.000,6850000.000,-13700000.000,7100000.000,7100000.000,7100000.000,7100000.000,28400000.000,28965217.000,29400000.000
