,2012-12-29,2013-12-28,2014-12-27
AdvertisingExpense,640000000.000,747000000.000,652000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,300000.000,2000000.000
CapitalLeaseObligationsIncurred,,70000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,1255000000.000,431000000.000,-393000000.000
CommonStockDividendsPerShareDeclared,0.500,2.050,2.150
ComprehensiveIncomeNetOfTax,1544000000.000,2676000000.000,980000000.000
ConcentrationRiskPercentage1,,0.260,0.260
CostOfGoodsSold,12499000000.000,11395000000.000,13360000000.000
CurrentFederalTaxExpenseBenefit,209000000.000,591000000.000,678000000.000
CurrentForeignTaxExpenseBenefit,78000000.000,42000000.000,80000000.000
CurrentStateAndLocalTaxExpenseBenefit,54000000.000,34000000.000,-34000000.000
DeferredFederalIncomeTaxExpenseBenefit,424000000.000,566000000.000,-336000000.000
DeferredForeignIncomeTaxExpenseBenefit,3000000.000,81000000.000,1000000.000
DeferredIncomeTaxExpenseBenefit,470000000.000,708000000.000,-361000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,43000000.000,61000000.000,-26000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,374000000.000,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,5000000.000,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,453000000.000,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,6000000.000,,
DefinedContributionPlanCostRecognized,12000000.000,61000000.000,70000000.000
Depreciation,428000000.000,393000000.000,384000000.000
DepreciationDepletionAndAmortization,428000000.000,393000000.000,385000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,69000000.000,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,-199000000.000,,
Dividends,296000000.000,1228000000.000,1279000000.000
EarningsPerShareBasic,2.770,4.550,1.750
EarningsPerShareDiluted,2.750,4.510,1.740
EffectOfExchangeRateOnCashAndCashEquivalents,,-15000000.000,-12000000.000
EffectiveIncomeTaxRateContinuingOperations,0.331,0.336,0.258
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,-0.027,-0.012,-0.046
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.011,-0.018,-0.022
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.002,0.000,-0.017
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.028,0.017,0.002
EffectiveIncomeTaxRateReconciliationTaxSettlements,-0.013,-0.001,
FederalIncomeTaxExpenseBenefitContinuingOperations,633000000.000,1157000000.000,342000000.000
FinitelivedIntangibleAssetsAcquired1,,1000000.000,
ForeignIncomeTaxExpenseBenefitContinuingOperations,81000000.000,123000000.000,81000000.000
GainLossOnSaleOfPropertyPlantEquipment,,-36000000.000,
GoodwillAcquiredDuringPeriod,,0.000,
GoodwillTranslationAdjustments,30000000.000,-94000000.000,-101000000.000
GrossProfit,5840000000.000,6823000000.000,4845000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2156000000.000,3596000000.000,1117000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2453000000.000,4090000000.000,1406000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,297000000.000,494000000.000,289000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,1642000000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,2.770,,
IncomeLossFromContinuingOperationsPerDilutedShare,2.750,,
IncomeTaxExpenseBenefit,811000000.000,1375000000.000,363000000.000
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,64000000.000
IncomeTaxesPaid,236000000.000,799000000.000,745000000.000
IncreaseDecreaseInAccountsPayable,-241000000.000,45000000.000,45000000.000
IncreaseDecreaseInInventories,-21000000.000,-235000000.000,53000000.000
IncreaseDecreaseInOtherCurrentAssets,61000000.000,9000000.000,41000000.000
IncreaseDecreaseInOtherCurrentLiabilities,205000000.000,-217000000.000,-164000000.000
IncreaseDecreaseInReceivables,-220000000.000,-35000000.000,22000000.000
IndefiniteLivedIntangibleAssetsTranslationAdjustments,1000000.000,0.000,
InterestAndDebtExpense,258000000.000,501000000.000,484000000.000
InterestExpense,238000000.000,479000000.000,
InterestPaid,152000000.000,481000000.000,487000000.000
LeaseAndRentalExpense,150000000.000,176000000.000,148000000.000
NetCashProvidedByUsedInFinancingActivities,-1358000000.000,-1171000000.000,-1866000000.000
