,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,454.000,2364.000,2197.000,0.000,23107.000,26607.000,35461.000,41591.000,,,,,,,,,,4904.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,478.000,,,7785.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,45056.000,48306.000,59556.000,201760.000,209716.000,217011.000,213261.000,213261.000,213261.000,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,213261.000
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,,213261.000
AccruedLiabilitiesCurrent,,,,4445.000,9445.000,8958.000,7920.000,7070.000,7070.000,7070.000,7070.000,7070.000,7070.000,7070.000,7070.000,7070.000,7070.000,
AdditionalPaidInCapital,6596.000,6596.000,6596.000,6596.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000,8796.000
Assets,,,,,0.000,0.000,0.000,,,0.000,,6000.000,6000.000,19470.000,11477.000,8843.000,8843.000,9658.000
AssetsCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,6000.000,6000.000,19470.000,11477.000,8843.000,8843.000,9658.000
Cash,,,,,0.000,0.000,0.000,,,0.000,,6000.000,6000.000,19470.000,11477.000,8843.000,8843.000,9658.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6000.000,6000.000,19470.000,11477.000,8843.000,8843.000,9658.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000
CommonStockSharesIssued,,,,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,,20998275.000,20998275.000,998275.000,998275.000,998275.000,998275.000
CommonStockSharesOutstanding,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,,998275.000,,998275.000,998275.000,998275.000,998275.000
CommonStockValue,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000
CommonStockValueOutstanding,,,,,,,,,,,,,,20998275.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,14581.000,16945.000,17260.000,11869.000,-41476.000,-44489.000,-52305.000,-57585.000,-61050.000,,-75550.000,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,45056.000,,,,,,,,,
DueToAffiliateCurrent,7403.000,7857.000,8339.000,0.000,0.000,0.000,0.000,,,,59556.000,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,0.000,,,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,0.000,0.000,0.000,,0.000,,,,,,,,,
InterestPayableCurrent,,,,,,,,,,,,63.000,176.000,358.000,883.000,1164.000,1502.000,1896.000
LiabilitiesAndStockholdersEquity,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6000.000,6000.000,19470.000,11477.000,8843.000,8843.000,9658.000
LiabilitiesCurrent,7857.000,10221.000,10536.000,5145.000,32552.000,35565.000,43381.000,48661.000,52126.000,55376.000,66626.000,223893.000,231962.000,259917.000,256214.000,,7785.000,4904.000
LiabilitiesNoncurrent,,,,,,,,,,,,,,,,266495.000,274617.000,282131.000
LoansPayable,,,,,,,,,,,,15000.000,15000.000,35000.000,35000.000,45000.000,45000.000,55000.000
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,7070.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
PreferredStockSharesOutstanding,,,,0.000,,,,,,,,,,,,,,
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,-64300.000,,-226817.000,-234885.000,-249371.000,-253661.000,-266576.000,-274698.000,-281397.000
SharesOutstanding,,,,,-32552.000,,,,-52126.000,,,,,,,,,
StockholdersEquity,-7857.000,-10221.000,-10536.000,-5145.000,-32552.000,-35565.000,-43381.000,-48661.000,-52126.000,-55376.000,-66626.000,-217893.000,-225961.000,-240447.000,-244737.000,-257652.000,-265774.000,-272473.000
