,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,-400000.000,,,,-800000.000,,,,-3400000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1128000.000,,,,3000000.000,,,,5400000.000,,,,6100000.000
AllocatedShareBasedCompensationExpense,,,,,,,6400000.000,,5400000.000,5600000.000,5200000.000,5300000.000,6100000.000
AmortizationOfFinancingCosts,,,,,,,,,200000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,1700000.000
AmortizationOfIntangibleAssets,10711000.000,10826000.000,10633000.000,,10000000.000,9900000.000,11100000.000,,5600000.000,5600000.000,5600000.000,,3000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,386824.000,1750303.000,1807022.000,-2456653.000,2524261.000,3381700.000,3979018.000,-6527659.000,4940416.000,5855448.000,5227427.000,-10943268.000,4024573.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-54209000.000,,,,-16600000.000,,,,-19100000.000,,,,-2900000.000
ComprehensiveIncomeNetOfTax,5878000.000,-88002000.000,-48851000.000,-38325000.000,-67800000.000,-7700000.000,-33300000.000,-197900000.000,-13900000.000,-30500000.000,19500000.000,-23300000.000,13500000.000
CostOfGoodsSold,190327000.000,230831000.000,243943000.000,,185400000.000,183800000.000,205400000.000,,117300000.000,117200000.000,148200000.000,,121800000.000
DebtInstrumentConvertibleConversionRatio1,,,,,,,,,,,,,54.274
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,300000.000,,,,-2100000.000
DepreciationDepletionAndAmortization,33379000.000,,,,32500000.000,,,,21700000.000,,,,15300000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,-0.190,-0.200,-0.320,0.010,0.010
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,-0.190,-0.200,-0.320,0.030,0.010
EarningsPerShareBasic,0.090,-0.930,-0.170,-0.010,-0.190,-0.190,-0.170,-2.140,-0.330,-0.280,-0.080,0.210,-0.040
EarningsPerShareDiluted,0.090,-0.930,-0.170,-0.010,-0.190,-0.190,-0.170,-2.140,-0.330,-0.280,-0.080,0.220,-0.040
EffectOfExchangeRateOnCashAndCashEquivalents,-261000.000,,,,-500000.000,,,,0.000,,,,400000.000
EffectiveIncomeTaxRateContinuingOperations,0.246,-0.723,-0.095,1.151,0.285,0.019,0.186,-0.551,-0.238,-0.259,0.000,0.877,0.041
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,-700000.000,,,,-100000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,11500000.000
GoodwillTranslationAdjustments,2429000.000,,,,-34700000.000,,,,7900000.000,,,,
GrossProfit,83057000.000,33785000.000,52193000.000,63665000.000,53800000.000,56600000.000,88700000.000,43400000.000,66800000.000,72900000.000,94900000.000,94000000.000,67600000.000
IncomeLossFromContinuingOperations,,,,,,,,,-12500000.000,-6800000.000,20900000.000,17500000.000,-4700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10143000.000,-45806000.000,-16136000.000,-3301000.000,-12300000.000,-15800000.000,-18300000.000,-202500000.000,-10100000.000,-5400000.000,20900000.000,25400000.000,-4900000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,-0.140,-0.080,0.240,0.200,-0.050
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,-0.140,-0.080,0.240,0.190,-0.050
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,-16900000.000,-17800000.000,-28500000.000,1800000.000,1500000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,-0.190,-0.200,-0.320,0.030,0.010
IncomeTaxExpenseBenefit,2500000.000,33097000.000,-1527000.000,-2170000.000,3500000.000,300000.000,-3400000.000,-15500000.000,2400000.000,1400000.000,0.000,7900000.000,-200000.000
IncreaseDecreaseInAccountsPayable,-9755000.000,,,,-9400000.000,,,,-14800000.000,,,,-2800000.000
IncreaseDecreaseInAccountsReceivable,-34527000.000,,,,-25200000.000,,,,-50100000.000,,,,-14900000.000
IncreaseDecreaseInAccruedLiabilities,-1836000.000,,,,-4100000.000,,,,1000000.000,,,,5800000.000
IncreaseDecreaseInDeferredIncomeTaxes,10066000.000,,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,-14394000.000,,,,-10000000.000,,,,-8100000.000,,,,-11200000.000
IncreaseDecreaseInInventories,6039000.000,,,,10100000.000,,,,4300000.000,,,,8100000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,72000.000,,,,1400000.000,,,,100000.000,,,,-200000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-2392000.000,,,,700000.000,,,,-1600000.000,,,,-1200000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,3216000.000,,,,200000.000,,,,3500000.000,,,,1000000.000
InterestExpenseBorrowings,683000.000,1832000.000,2022000.000,2163000.000,2400000.000,,,,,,,,
InterestIncomeOperating,11000.000,12000.000,7000.000,70000.000,,,,,,,,,
InterestRevenueExpenseNet,-672000.000,-1820000.000,-2015000.000,-2093000.000,-2400000.000,-3100000.000,-3700000.000,-3500000.000,-3700000.000,-5800000.000,-5600000.000,-5300000.000,-5200000.000
LossContingencyAccrualCarryingValuePayments,,,,,,,,,6000000.000,,,,
NetCashProvidedByUsedInFinancingActivities,-68755000.000,,,,-4600000.000,,,,-29800000.000,,,,-1000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-68755000.000,,,,-4600000.000,,,,-29800000.000,,,,-1000000.000
NetCashProvidedByUsedInInvestingActivities,-28346000.000,,,,-18300000.000,,,,-9100000.000,,,,-20200000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-28346000.000,,,,-18300000.000,,,,-9100000.000,,,,-20200000.000
NetCashProvidedByUsedInOperatingActivities,43153000.000,,,,6800000.000,,,,19800000.000,,,,17900000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,43153000.000,,,,6800000.000,,,,19800000.000,,,,17900000.000
NetIncomeLoss,7643000.000,-78903000.000,-14609000.000,-1131000.000,-15800000.000,-16100000.000,-14900000.000,-187000000.000,-29400000.000,-24600000.000,-7600000.000,19300000.000,-3200000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,4253000.000,,,,7800000.000,,,,3800000.000,,,,2200000.000
OperatingExpenses,71895000.000,77972000.000,68599000.000,67334000.000,65600000.000,69500000.000,101100000.000,241400000.000,72700000.000,74700000.000,68400000.000,65700000.000,65000000.000
OperatingIncomeLoss,11162000.000,-44187000.000,-16406000.000,-3669000.000,-11800000.000,-12900000.000,-12400000.000,-198000000.000,-5900000.000,-1800000.000,26500000.000,28300000.000,2600000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,,,,,-200000.000,-100000.000,0.000,100000.000,0.000,0.000,0.000,5000000.000,0.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,-100000.000,-100000.000,0.000,0.000,0.000,0.000,0.000,5100000.000,0.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-115000.000,0.000,0.000,-4385000.000,0.000,0.000,0.000,-600000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,,,,-100000.000,0.000,0.000,100000.000,0.000,0.000,0.000,-100000.000,0.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToParent,,,,,-1100000.000,,-1000000.000,,1600000.000,-2000000.000,-100000.000,-1700000.000,2200000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,-700000.000,,-1400000.000,,1600000.000,-1900000.000,-100000.000,-1200000.000,2000000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,,,,-400000.000,,400000.000,,0.000,-100000.000,0.000,-500000.000,200000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,-51400000.000,8300000.000,-17000000.000,-11600000.000,13900000.000,-4000000.000,27200000.000,-36300000.000,14700000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,-51400000.000,8300000.000,-17000000.000,-11600000.000,13900000.000,-4000000.000,27200000.000,-36300000.000,14700000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,-1827000.000,-9024000.000,-34142000.000,-38307000.000,-52300000.000,8400000.000,-18000000.000,-11000000.000,15500000.000,-6000000.000,27100000.000,-43000000.000,16900000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,0.000,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,0.000,0.000,0.000,,-700000.000,0.000,-1400000.000,,1600000.000,-1900000.000,-100000.000,,2000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,0.000,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,-9239000.000,-34541000.000,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-1650000.000,-9239000.000,-34541000.000,,-51400000.000,,,,,,27200000.000,,14700000.000
OtherComprehensiveIncomeLossNetOfTax,-1765000.000,,,,-52000000.000,,,,15500000.000,,,,16700000.000
