,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,1986920.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,1991000.000,1972000.000,1972000.000,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,,,,
AccountsPayableCurrent,1582913.000,1584907.000,1600905.000,1597913.000,1596886.000,1634348.000,1592682.000,1592419.000,81667.000,121728.000,100017.000,132620.000
AccruedLiabilitiesCurrent,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,390034.000,,,,
AdditionalPaidInCapital,4086612.000,4086612.000,4129945.000,4129945.000,4129945.000,4129945.000,4129945.000,4129945.000,4129945.000,4138745.000,4368722.000,4368722.000
Assets,4442.000,15057.000,14653.000,20334.000,23377.000,22571.000,23296.000,5518.000,9373.000,24131.000,5305.000,4483.000
Cash,,2641.000,2260.000,9413.000,13377.000,22571.000,23296.000,5518.000,9373.000,24131.000,5305.000,4483.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,50046320.000,50046320.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,120712987.000,120942987.000,120957933.000
CommonStockSharesOutstanding,50046320.000,50046320.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,116712987.000,120712987.000,120942987.000,120957933.000
CommonStockValue,5005.000,5005.000,11672.000,11672.000,11672.000,11672.000,11672.000,11672.000,11672.000,12072.000,12095.000,12095.000
ConvertibleDebtCurrent,,16383.000,26383.000,66383.000,90000.000,150000.000,210000.000,210000.000,230000.000,20000.000,40000.000,40000.000
ConvertibleNotesPayable,50000.000,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,26383.000,66383.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,1195895.000,,,,1224814.000,,,,536945.000,,,
DeferredTaxAssetsValuationAllowance,-1195895.000,,,,-1224814.000,,,,536945.000,,,
Liabilities,2264841.000,2283218.000,2309216.000,2346224.000,2368814.000,2441841.000,2460175.000,2459912.000,331667.000,161728.000,160017.000,192620.000
LiabilitiesAndStockholdersEquity,4442.000,15057.000,14653.000,20334.000,23377.000,22571.000,23296.000,5518.000,9373.000,24131.000,5305.000,4483.000
LiabilitiesCurrent,1972947.000,1974941.000,1990939.000,1987947.000,1986920.000,2024382.000,1982716.000,1982453.000,81667.000,121728.000,100017.000,132620.000
LiabilitiesNoncurrent,291894.000,308277.000,318277.000,358277.000,381894.000,417459.000,477459.000,477459.000,250000.000,40000.000,60000.000,60000.000
NotesPayable,271894.000,271894.000,271894.000,271894.000,271894.000,247459.000,247459.000,247459.000,,,,
OperatingLossCarryforwards,,,,,3517000.000,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.000,0.000,,,0.000,0.000,,
PreferredStockSharesAuthorized,,,,,200000000.000,20000000.000,,,20000000.000,20000000.000,,
PreferredStockSharesIssued,,,,,0.000,0.000,,,0.000,0.000,,
PreferredStockSharesOutstanding,,,,,0.000,0.000,,,0.000,0.000,,
PrepaidExpenseCurrent,3333.000,12005.000,12337.000,10921.000,10000.000,,,,,,,
RegulatoryLiabilities,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000,-20000.000
RetainedEarningsAccumulatedDeficit,-6382016.000,-6389778.000,-6416180.000,-6447507.000,-6467054.000,-6540887.000,-6558496.000,-6576011.000,-4443911.000,-4498414.000,-4515529.000,-4548954.000
SelfInsuranceReserve,,,,,,250000.000,250000.000,,,,,
StockholdersEquity,-2260399.000,-2268161.000,-2294563.000,-2325890.000,-2345437.000,-2419270.000,-2436879.000,-2454394.000,-322294.000,-137597.000,-154712.000,-188137.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2260399.000,-2268161.000,-2294563.000,-2325890.000,-2345437.000,-2419270.000,-2436879.000,-2454394.000,-322294.000,-137597.000,-154712.000,-188137.000
