,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,118400000.000,168700000.000,192100000.000,200600000.000,179100000.000,163200000.000,181100000.000,168600000.000,166500000.000,173100000.000,179700000.000
AccountsReceivableGrossCurrent,,,227700000.000,201400000.000,205700000.000,226300000.000,207900000.000,196800000.000,190500000.000,191600000.000,182800000.000
AccountsReceivableNetCurrent,192200000.000,233900000.000,226500000.000,200100000.000,204400000.000,224700000.000,206300000.000,195200000.000,189100000.000,190100000.000,181200000.000
AccruedIncomeTaxesNoncurrent,4900000.000,1600000.000,1600000.000,1600000.000,1200000.000,1300000.000,1300000.000,3000000.000,3000000.000,3400000.000,3400000.000
AccruedLiabilitiesCurrent,148600000.000,183400000.000,145000000.000,123400000.000,147700000.000,152000000.000,128200000.000,136300000.000,144200000.000,151300000.000,130300000.000
AccruedSalariesCurrent,38800000.000,46400000.000,27400000.000,25300000.000,32500000.000,34500000.000,32200000.000,43800000.000,49100000.000,57100000.000,33600000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,340200000.000,290900000.000,299400000.000,308100000.000,315500000.000,320400000.000,331000000.000,337900000.000,346100000.000,351900000.000,364300000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-21100000.000,-19100000.000,-25600000.000,-28900000.000,-42800000.000,-43200000.000,-36600000.000,-38100000.000,-38300000.000,-50100000.000,-39400000.000
AdditionalPaidInCapital,,1502500000.000,1507900000.000,1514300000.000,1517900000.000,1518000000.000,1521700000.000,1527300000.000,1530400000.000,1533200000.000,1538100000.000
AllowanceForDoubtfulAccountsReceivable,,,1200000.000,1300000.000,1300000.000,,1600000.000,1600000.000,1400000.000,,1600000.000
Assets,2449400000.000,2527600000.000,2536400000.000,2485500000.000,2006300000.000,2000200000.000,2019700000.000,2112000000.000,2095000000.000,2071800000.000,2086400000.000
AssetsCurrent,596100000.000,684900000.000,703100000.000,653100000.000,666000000.000,676000000.000,706600000.000,609700000.000,605600000.000,593500000.000,614400000.000
CashAndCashEquivalentsAtCarryingValue,58400000.000,149000000.000,166200000.000,114300000.000,112500000.000,129500000.000,165100000.000,79200000.000,86700000.000,113700000.000,143100000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,,46535951.000,46535951.000,46605790.000,46613982.000,,,,,,
CommonStockSharesOutstanding,,46535951.000,46535951.000,46605790.000,46613982.000,46614947.000,,46670129.000,46674183.000,46681798.000,46695242.000
CommonStockValue,,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000,500000.000
DebtCurrent,10900000.000,3900000.000,3900000.000,0.000,0.000,0.000,,,,,
DebtInstrumentUnamortizedDiscount,,4000000.000,,,,,,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,,,,624000000.000,589400000.000,579000000.000,579400000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,15100000.000,15800000.000
DeferredIncomeTaxLiabilities,,46100000.000,,,,59700000.000,,,,72100000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,35800000.000,36200000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,13800000.000,,,,15300000.000,,,,0.000,
DeferredTaxAssetsGross,,33200000.000,,,,51300000.000,,,,51900000.000,
DeferredTaxAssetsInventory,,0.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,2100000.000,,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,14900000.000,11300000.000,12000000.000,12200000.000,,
DeferredTaxAssetsNet,,32400000.000,,,,50800000.000,,,,51400000.000,
DeferredTaxAssetsOther,,2700000.000,,,,5900000.000,,,,8400000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,4800000.000,,,,8700000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,16700000.000,,,,25300000.000,,,,34800000.000,
DeferredTaxAssetsValuationAllowance,,800000.000,,,,500000.000,,,,500000.000,
DeferredTaxLiabilities,,13700000.000,,,,8900000.000,,,,20700000.000,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,17400000.000,,,,19800000.000,,,,13400000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,0.000,,,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,,,17700000.000,
DeferredTaxLiabilitiesNoncurrent,87600000.000,27900000.000,27800000.000,29200000.000,28600000.000,23800000.000,23900000.000,63400000.000,63400000.000,,
DeferredTaxLiabilitiesOther,,1200000.000,,,,500000.000,,,,1000000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,27500000.000,,,,39400000.000,,,,40000000.000,
DepositLiabilityCurrent,,7800000.000,0.000,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,,2600000.000,0.000,0.000,0.000,0.000,,,,,
DueToRelatedPartiesCurrent,,0.000,,,,,,,,,
EquityMethodInvestments,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,214900000.000,222400000.000,228900000.000,235300000.000,241700000.000,248200000.000,253500000.000,259200000.000,265000000.000,268700000.000,274400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,23100000.000,23100000.000,23100000.000,26800000.000,21600000.000,21600000.000,96200000.000,96200000.000,85000000.000,85000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,25400000.000,,,,20900000.000,,,,21200000.000,
