,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableCurrent,1198000.000,1679000.000,1794000.000,2363000.000,2018000.000,2446000.000,2378000.000,1541000.000,1028000.000,1958000.000,2957000.000,1739000.000,2458000.000,1827000.000,2592000.000,3391000.000,2383000.000,1769000.000,2209000.000
AccountsReceivableGrossCurrent,,,,,,,,,,,2480000.000,2626000.000,3352000.000,,3572000.000,3580000.000,3502000.000,4467000.000,4446000.000
AccountsReceivableNetCurrent,322000.000,471000.000,861000.000,875000.000,527000.000,1027000.000,1818000.000,1182000.000,1991000.000,2821000.000,2393000.000,2553000.000,3304000.000,4292000.000,3383000.000,3392000.000,3314000.000,4266000.000,4248000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,16258000.000,16754000.000,17089000.000,17461000.000,17799000.000,18147000.000,18644000.000,18705000.000,18835000.000,18624000.000,16229000.000,16343000.000,16579000.000,16636000.000,16966000.000
AdditionalPaidInCapitalCommonStock,357356000.000,358433000.000,359493000.000,360122000.000,388179000.000,388868000.000,389267000.000,395539000.000,424074000.000,424962000.000,426480000.000,427428000.000,428239000.000,447167000.000,448685000.000,459337000.000,461185000.000,466958000.000,467443000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,100000.000,,,,200000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,87000.000,73000.000,48000.000,,189000.000,188000.000,188000.000,201000.000,198000.000
Assets,65767000.000,58106000.000,50337000.000,43612000.000,54287000.000,47457000.000,40499000.000,48246000.000,66852000.000,59351000.000,52426000.000,42682000.000,33890000.000,42447000.000,35763000.000,45735000.000,37119000.000,40630000.000,39785000.000
AssetsCurrent,57369000.000,50032000.000,42707000.000,36807000.000,48616000.000,41776000.000,34676000.000,42060000.000,60558000.000,52988000.000,45743000.000,35450000.000,26254000.000,35112000.000,28680000.000,38624000.000,26726000.000,29837000.000,29067000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,200000.000,200000.000,200000.000,200000.000,200000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,100000.000,100000.000,,,,100000.000,100000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,200000.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,54535000.000,46902000.000,39273000.000,31763000.000,41916000.000,33139000.000,24315000.000,31963000.000,49264000.000,41467000.000,32996000.000,21797000.000,12507000.000,21053000.000,14224000.000,20862000.000,12339000.000,15107000.000,13400000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,23900000.000,16300000.000,,18400000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,164925.000,,164925.000,136019.000,136019.000,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,164925.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,44123506.000,44123506.000,44070437.000,44040437.000,56090437.000,56090437.000,56090437.000,57962606.000,75625106.000,76222606.000,76919106.000,76895106.000,76895106.000,117295106.000,5863193.000,7383652.000,8233652.000,11570248.000,12270248.000
CommonStockSharesOutstanding,44123506.000,44123506.000,44070437.000,44040437.000,56090437.000,56090437.000,56090437.000,57962606.000,75625106.000,76222606.000,76919106.000,76895106.000,76895106.000,117295106.000,5863193.000,7383652.000,8233652.000,11570248.000,12270248.000
CommonStockValue,441000.000,441000.000,441000.000,440000.000,561000.000,561000.000,561000.000,580000.000,756000.000,762000.000,769000.000,769000.000,769000.000,1173000.000,59000.000,74000.000,82000.000,116000.000,123000.000
ConstructionInProgressGross,,,,,,,,,,,,,,,,,2984000.000,,3803000.000
DebtInstrumentCollateralAmount,,,,,,,,,,,,,,10000000.000,,,,,
DebtInstrumentFairValue,,,,,,,,,,,,,,,8700000.000,16500000.000,15600000.000,14700000.000,18500000.000
DebtInstrumentFeeAmount,,,,,,,,,,,,,,100000.000,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,0.099,,0.209,0.209,0.220,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,0.092,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,1145000.000,,,,184000.000,,,,155000.000,,,,136000.000,
DeferredTaxAssetsGross,,,,,,115233000.000,,,,131113000.000,,,,141303000.000,,,,153153000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNet,,,,,,177000.000,,,,461000.000,,,,682000.000,,,,1058000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,100836000.000,,,,112880000.000,,,,123906000.000,,,,133742000.000,
DeferredTaxAssetsOther,,,,,,405000.000,,,,722000.000,,,,297000.000,,,,426000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,10276000.000,,,,14522000.000,,,,14152000.000,,,,15796000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,2571000.000,,,,2805000.000,,,,2793000.000,,,,3053000.000,
DeferredTaxAssetsValuationAllowance,,,,,,115056000.000,,,,130652000.000,,,,140621000.000,,,,152095000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,177000.000,,,,461000.000,,,,682000.000,,,,1058000.000,
