,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30
AccountsPayableCurrent,484424.000,1279358.000,1264213.000,1413761.000,1463257.000
AccruedLiabilitiesCurrent,386151.000,19950.000,23450.000,23450.000,23450.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-559652.000,208569.000,-867406.000,-1096825.000,-1281818.000
AdditionalPaidInCapital,4354770.000,4422032.000,4751982.000,4751981.000,4751981.000
Assets,1569002.000,2263040.000,1042084.000,799291.000,602652.000
AssetsCurrent,248500.000,174317.000,29336.000,15962.000,4316.000
CashAndCashEquivalentsAtCarryingValue,30448.000,88337.000,826.000,397.000,566.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,-100000.000,,,
CommonStockSharesAuthorized,75000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,60031000.000,61331000.000,89381000.000,89381000.000,89381000.000
CommonStockSharesOutstanding,60031000.000,61331000.000,893810000.000,89381000.000,89381000.000
CommonStockSharesSubscriptions,69106.000,255500.000,,,
CommonStockValue,60031.000,61331.000,89381.000,89381.000,89381.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,4497374.000,4582209.000
DueToRelatedPartiesCurrent,,,49598.000,114917.000,138610.000
InvestmentsFairValueDisclosure,1320502.000,2088723.000,1012748.000,783329.000,598336.000
Liabilities,870575.000,1299308.000,1337261.000,1552128.000,1625317.000
LiabilitiesAndStockholdersEquity,1569002.000,2263040.000,1042084.000,799291.000,602652.000
PrepaidExpenseAndOtherAssetsCurrent,37635.000,48480.000,,,
PrepaidExpenseCurrent,180417.000,37500.000,28510.000,15565.000,3750.000
RetainedEarningsAccumulatedDeficit,-3225828.000,-4083700.000,-4269134.000,-4497374.000,-4582209.000
StockholdersEquity,698427.000,963732.000,-295177.000,-752837.000,-1022665.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,698427.000,963732.000,-295177.000,-752837.000,-1022665.000
