,2011-06-30,2011-09-30,2012-03-12,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,20468000.000,,,,22911000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,528000.000,2906000.000,,2873000.000,3934000.000,5620000.000,4683000.000,3878000.000,-4025000.000,-2831000.000,-5215000.000
Assets,1677288000.000,1678814000.000,,1696596000.000,1663880000.000,1680126000.000,1687677000.000,1668354000.000,1617493000.000,1648154000.000,1683988000.000
AvailableForSaleSecurities,186743000.000,278361000.000,,322784000.000,322677000.000,353881000.000,372968000.000,394328000.000,386111000.000,400276000.000,432542000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,316617000.000,345227000.000,365755000.000,388353000.000,392296000.000,404623000.000,440557000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,31413000.000,20553000.000,72133000.000,99728000.000,270541000.000,250876000.000,303022000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,24885000.000,8050000.000,59705000.000,94866000.000,265862000.000,222222000.000,246904000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,6528000.000,12503000.000,12428000.000,4862000.000,4679000.000,28654000.000,56118000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,17129000.000,26662000.000,60818000.000,95627000.000,80535000.000,83607000.000,80002000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,17802000.000,27614000.000,61977000.000,97315000.000,78981000.000,82337000.000,78254000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,216223000.000,56508000.000,228275000.000,231624000.000,241327000.000,233541000.000,241061000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,219243000.000,57221000.000,232530000.000,234514000.000,237481000.000,230633000.000,235756000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,31518000.000,32112000.000,24603000.000,31232000.000,35034000.000,38899000.000,59043000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,33271000.000,33903000.000,25853000.000,31854000.000,33664000.000,37951000.000,57193000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,316617000.000,345227000.000,365755000.000,388353000.000,392296000.000,404623000.000,440557000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,22464000.000,12135000.000,3452000.000,5443000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,22624000.000,12185000.000,3447000.000,5528000.000,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,322677000.000,,372968000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,824000.000,567000.000,1023000.000,1223000.000,8975000.000,7990000.000,10943000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,490000.000,517000.000,590000.000,167000.000,339000.000,1588000.000,4088000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,824000.000,567000.000,1023000.000,1223000.000,8975000.000,7990000.000,10943000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,334000.000,50000.000,433000.000,1056000.000,8636000.000,6402000.000,6855000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,6884000.000,9221000.000,8236000.000,7198000.000,2790000.000,3643000.000,2928000.000
BankOwnedLifeInsurance,17362000.000,17447000.000,,17573000.000,17628000.000,17671000.000,17704000.000,17742000.000,17779000.000,17817000.000,17836000.000
Capital,,,,,,,210545000.000,,,,218470000.000
CapitalRequiredForCapitalAdequacy,,,,,,,86856000.000,,,,88435000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,,,0.080,,,,0.080
CapitalToRiskWeightedAssets,,,,,,,0.194,,,,0.198
