,2012-05-31,2013-05-31,2014-05-31,2015-05-31,2016-05-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-390.000,,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,0.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,30000.000,
CapitalizedComputerSoftwareAdditions,,276000.000,57000.000,,
CapitalizedComputerSoftwareAmortization,,,,98000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-991.000,693.000,,-899000.000,-135000.000
CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets,,53.000,,,
CashPeriodIncreaseDecrease,,,-79000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,
ComprehensiveIncomeNetOfTax,422.000,392.000,-806000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,360.000,,-1120000.000,-668000.000
CostOfGoodsSold,75.000,141.000,1138000.000,151000.000,67000.000
CostOfRevenue,1410.000,1375.000,1567000.000,1690000.000,1522000.000
CostOfServices,1335.000,1234.000,3861000.000,1539000.000,1455000.000
CurrentFederalTaxExpenseBenefit,,0.000,0.000,0.000,
CurrentForeignTaxExpenseBenefit,,13.000,0.000,0.000,
CurrentIncomeTaxExpenseBenefit,,15.000,,2000.000,
CurrentStateAndLocalTaxExpenseBenefit,,2.000,2000.000,2000.000,
DebtInstrumentDecreaseForgiveness,0.000,,,,
DebtIssuanceCosts,,-255.000,,,
DeferredFederalIncomeTaxExpenseBenefit,,148.000,,85000.000,
DeferredFinanceCostAmortizationExpense,,225000.000,,,
DeferredIncomeTaxExpenseBenefit,,0.000,,0.000,
DepreciationAndAmortization,,,,40000.000,
DepreciationDepletionAndAmortization,156.000,333.000,294000.000,279000.000,74000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,0.000,,,,
EarningsPerShareBasicAndDiluted,0.450,0.350,-0.850,-1.480,-0.750
EffectOfExchangeRateOnCash,,,,85000.000,2000.000
EffectOfExchangeRateOnCashAndCashEquivalents,-9.000,19.000,-64000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.010,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.340,,-0.340,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.010,,0.000,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.000,,0.000,
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.000,,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,376000.000,
FairValueOptionChangesInFairValueGainLoss1,,,,85000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,32.000,,199000.000,5000.000
ForeignCurrencyTransactionLossBeforeTax,,,,,4000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,19.000,,-342000.000,
GainLossOnDispositionOfAssets,,,-649000.000,,
GainLossOnSaleOfBusiness,,,,0.000,
GainLossOnSaleOfPropertyPlantEquipment,,,-649000.000,,
GrossProfit,5025.000,4983.000,3442000.000,2252000.000,2654000.000
IncomeLossFromContinuingOperations,444.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-746000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,375.000,,-1317000.000,-671000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,447.000,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,444.000,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.450,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,,,
IncomeTaxExpenseBenefit,3.000,15.000,,2000.000,2000.000
IncomeTaxExpenseBenefitContinuingOperations,,15.000,,,
IncomeTaxReconciliationTaxSettlementsDomestic,,,-562000.000,,
IncomeTaxReconciliationTaxSettlementsForeign,,,-184000.000,,
IncomeTaxesPaid,,,14000.000,2000.000,2000.000
IncomeTaxesPaidNet,10.000,2.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-664.000,,,,
IncreaseDecreaseInAccountsReceivable,150.000,-138.000,229000.000,86000.000,110000.000
IncreaseDecreaseInDeferredRevenue,-107.000,-47.000,-78000.000,270000.000,-201000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,52.000,351000.000,-663000.000,65000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,67.000,-55.000,,,
IncreaseDecreaseInPrepaidExpense,,,,-111000.000,108000.000
IncreaseDecreaseInPrepaidExpensesOther,,,95000.000,,
InterestExpense,320.000,342.000,251000.000,165000.000,96000.000
InterestPaid,228.000,157.000,,,
InterestPaidNet,,,240000.000,122000.000,88000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,51000.000,0.000,
NetCashProvidedByUsedInContinuingOperations,,,,1300000.000,
NetCashProvidedByUsedInFinancingActivities,-887.000,458.000,-1830000.000,544000.000,486000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-887.000,458.000,-1830000.000,544000.000,486000.000
NetCashProvidedByUsedInInvestingActivities,-149.000,-297.000,2331000.000,-241000.000,-264000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-149.000,-297.000,2331000.000,-241000.000,-264000.000
