,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,191000.000,524000.000,1101000.000,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,237000.000,
AmortizationOfDebtDiscountPremium,218000.000,114000.000,20000.000,29000.000,50000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2130.000,10950.000,1000.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,0.000,35000.000,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,60000.000,0.000,2000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,583000.000,422000.000,240000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,60000.000,35000.000,2000.000
CommonStockDividendsPerShareCashPaid,0.485,0.515,0.610,0.710,0.880
ComprehensiveIncomeNetOfTax,3009000.000,2830000.000,2741000.000,3207000.000,3326000.000
CurrentIncomeTaxExpenseBenefit,,1378000.000,1522000.000,1443000.000,1596000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,0.250,0.250,0.250,0.250
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,0.023,0.021,0.022,0.022
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,,0.000,0.000,0.000,0.000
DeferredCompensationArrangementWithIndividualSharesIssued,,2455.000,6572.000,5848.000,7290.000
DeferredIncomeTaxExpenseBenefit,33000.000,-201000.000,-251000.000,-12000.000,-144000.000
DefinedContributionPlanAdministrativeExpenses,,21000.000,22000.000,23000.000,24000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,108000.000,106000.000,103000.000,106000.000
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,,0.500,0.500,0.500,0.500
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.060,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.060,0.060,0.060
Depreciation,649000.000,658000.000,597000.000,580000.000,587000.000
DividendsCommonStockCash,-562000.000,601000.000,718000.000,843000.000,1060000.000
DividendsStock,,,,50000.000,0.000
EarningsPerShareBasic,2.400,2.520,2.600,2.780,2.860
EarningsPerShareDiluted,2.380,2.490,2.570,2.730,2.800
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,,,,,740000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,74000000.000
FederalDepositInsuranceCorporationPremiumExpense,291000.000,256000.000,273000.000,228000.000,246000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,1271000.000,1431000.000,1452000.000
FeesAndCommissions,1546000.000,1486000.000,1453000.000,1477000.000,1399000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,66000.000,111000.000,76000.000,81000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,602000.000,340000.000,602000.000,534000.000
GainLossOnDispositionOfAssets,,,,,17000.000
GainLossOnSaleOfOtherAssets,,,-33000.000,,
GainLossOnSaleOfSecuritiesNet,0.000,,,,
GainsLossesOnSalesOfAssets,83000.000,-12000.000,-33000.000,-33000.000,-33000.000
GainsLossesOnSalesOfOtherAssets,,-15000.000,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,10082000.000,10231000.000,7606000.000,5536000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,435000.000,235000.000,328000.000,271000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,5377000.000,6245000.000,3610000.000,3800000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,320000.000,150000.000,158000.000,192000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,4705000.000,3986000.000,3996000.000,1736000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,,115000.000,85000.000,170000.000,79000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3808000.000,4115000.000,4326000.000,4727000.000,4877000.000
IncomeTaxExpenseBenefit,1029000.000,1177000.000,1271000.000,1431000.000,1452000.000
