,2011-12-31,2012-03-31,2012-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,2193.000,,,2193.000,,2067.000,2067.000,,,2067.000,,
AdjustmentOfWarrantsGrantedForServices,,,40800.000,,,22292.000,,8745.000,,,,17148.000,,
AmortizationOfFinancingCosts,,,,,,,,333710.000,,,,403462.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,6460946.000,,5993823.000,,,,6633848.000,6650996.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1345320.000,,,4423760.000,,-1987490.000,,,,-2249258.000,,
DebtConversionConvertedInstrumentAmount1,,,,,,1645606.000,,0.000,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,1960785.000,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,0.000,0.000,0.000,0.000,,,,,,,,
Depreciation,,,52719.000,,,51332.000,,161606.000,163880.000,163511.000,162278.000,163286.000,162433.000,163611.000
DerivativeGainLossOnDerivativeNet,-74610.000,14131.000,-246273.000,310816.000,3752933.000,1914318.000,3054154.000,1487982.000,-85467.000,-2318453.000,1457860.000,13291.000,1407771.000,255031.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,-696103.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EarningsPerShareBasic,,,,,,,-0.000,-0.020,-0.050,-0.090,-0.030,-0.050,-0.030,-0.050
EarningsPerShareBasicAndDiluted,-0.009,-0.013,-0.010,-0.030,-0.010,-0.004,,,,,,,,
EarningsPerShareDiluted,,,,,,,-0.020,-0.020,-0.050,-0.090,-0.030,-0.050,-0.030,-0.050
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,,34264.000,23804.000,597694.000
FairValueAdjustmentOfWarrants,,,,,7762196.000,,,,,,,,9997.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,-332524.000
GeneralAndAdministrativeExpense,325598.000,494080.000,381167.000,620934.000,607628.000,876026.000,576173.000,942979.000,937800.000,980731.000,969021.000,988312.000,1036618.000,1056512.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1391319.000,-2031853.000,-1803955.000,-1692382.000,-294410.000,-239070.000,-251018.000,-1306954.000,-2775292.000,-4991671.000,-1650712.000,-3061444.000,-1546400.000,-3138677.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,-0.000,-0.020,-0.050,-0.090,-0.030,-0.050,-0.030,-0.050
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,-0.020,-0.020,-0.050,-0.090,-0.030,-0.050,-0.030,-0.050
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,0.000,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,75430.000,,,-427228.000,,422091.000,,,,-109015.000,,
IncreaseDecreaseInAccountsPayableTrade,,,146008.000,,,-220468.000,,-30975.000,,,,172864.000,,
IncreaseDecreaseInDeferredCharges,,,0.000,,,,,41667.000,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,-41668.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,1379.000,,,173625.000,,-8920.000,,,,47.000,,
IncreaseDecreaseInOtherCurrentAssets,,,0.000,,,-150000.000,,0.000,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,-19449.000,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,-8678.000,,
IncreaseDecreaseInPrepaidExpense,,,124167.000,,,-48990.000,,-50932.000,,,,-11895.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,2666667.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
InterestExpense,,,,125514.000,2725716.000,245000.000,1920268.000,245000.000,245000.000,301115.000,251355.000,245000.000,245000.000,165767.000
InterestPaid,,,0.000,,,0.000,,286667.000,,,,286667.000,,
InvestmentIncomeInterest,20355.000,30801.000,33303.000,14501.000,54789.000,39323.000,35009.000,8825.000,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,41550.000,,,,38250.000,,
LitigationSettlementExpense,,,,,,150000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,6682297.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,6682297.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,-562512.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,-562512.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1345320.000,,,-1696025.000,,-1653826.000,,,,-2224823.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1345320.000,,,-1696025.000,,-1653826.000,,,,-2224823.000,,
