,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,14788000.000,13511000.000,12716000.000,12911000.000,12596000.000,14855000.000,14160000.000,16284000.000,12195000.000,11486000.000,15418000.000,19137000.000,14839000.000,13207000.000,11152000.000
AccountsReceivableGrossCurrent,,,,69553000.000,,,,76717000.000,,,,82409000.000,,,
AccountsReceivableNetCurrent,60329000.000,61508000.000,63413000.000,69469000.000,66365000.000,70954000.000,71134000.000,76348000.000,71003000.000,77692000.000,76297000.000,81962000.000,77558000.000,85097000.000,78755000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,50867000.000,56046000.000,61090000.000,65027000.000,68025000.000,72792000.000,78079000.000,80652000.000,83720000.000,87706000.000,,96651000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,414000.000,,236000.000,121500.000,2600000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-891000.000,85000.000,1091000.000,-1382000.000,-3605000.000,-898000.000,-747000.000,-4083000.000,-4466000.000,-4264000.000,-2974000.000,-4088000.000,-2800000.000,-2995000.000,-3085000.000
AdditionalPaidInCapital,410492000.000,419013000.000,425101000.000,430490000.000,439022000.000,445374000.000,454269000.000,494276000.000,500291000.000,505017000.000,512112000.000,420234000.000,432918000.000,437098000.000,443329000.000
AllowanceForDoubtfulAccountsReceivable,,,,84000.000,,,,369000.000,,,,447000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,84000.000,,,,369000.000,,,,447000.000,,,
Assets,432764000.000,452500000.000,456535000.000,496724000.000,501989000.000,524221000.000,538971000.000,902344000.000,895139000.000,909526000.000,927700000.000,831919000.000,835356000.000,880553000.000,865056000.000
AssetsCurrent,318053000.000,322131000.000,325954000.000,350057000.000,322590000.000,360413000.000,382109000.000,622527000.000,563703000.000,604867000.000,576708000.000,509254000.000,517016000.000,388390000.000,362435000.000
AssetsFairValueDisclosure,,250728000.000,241333000.000,250354000.000,251704000.000,255577000.000,259134000.000,519441000.000,509089000.000,503968000.000,490017000.000,376898000.000,368671000.000,242329000.000,224955000.000
AvailableForSaleSecurities,,,,,,,,,,107979000.000,78662000.000,62498000.000,41305000.000,77621000.000,
