,2011-06-30,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,,281.000,7687.000,3975.000,2510.000,4626.000,1330.000,27222.000,17305.000,5371.000,5182.000,12372.000,6644.000,7343.000,16446.000,18171.000,18843.000,40828.000,42760.000
AccountsReceivableNetCurrent,,3750.000,5175.000,5175.000,1575.000,0.000,0.000,0.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,312.000,444.000,577.000,710.000,842.000,935.000,1144.000,1120.000
AdditionalPaidInCapital,,,,,,,,,,,,1159609.000,1159609.000,1159609.000,1159609.000,-721984.000,-719031.000,-634186.000,220635.000
AdditionalPaidInCapitalCommonStock,,64062.000,64062.000,64062.000,64062.000,64062.000,64062.000,18451.000,567351.000,567351.000,567351.000,587731.000,597121.000,597121.000,597121.000,597121.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,0.000,,,,0.000,,,,,,,,,,,
Assets,,14480.000,17505.000,8468.000,3877.000,1156.000,0.000,27.000,516265.000,441962.000,367870.000,295200.000,190732.000,86570.000,13996.000,16293.000,6892.000,1785.000,1791.000
AssetsCurrent,,14480.000,17505.000,8468.000,3877.000,1156.000,0.000,27.000,514264.000,306705.000,257692.000,210099.000,130763.000,51734.000,4293.000,15056.000,5748.000,734.000,832.000
CashAndCashEquivalentsAtCarryingValue,,10730.000,12330.000,3293.000,2302.000,1156.000,0.000,27.000,364264.000,305175.000,256162.000,210099.000,130763.000,51734.000,4293.000,15056.000,5748.000,734.000,832.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,1100000.000,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,,,,16323848.000,,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,1700000000.000,1700000000.000,1700000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000,850000000.000
CommonStockSharesIssued,,3437500.000,3437500.000,3437500.000,3437500.000,3437500.000,3437500.000,,59537500.000,59537500.000,59537500.000,29768750.000,29768750.000,29768750.000,29768750.000,29768750.000,30432600.000,31099267.000,31099267.000
CommonStockSharesOutstanding,,3437500.000,3437500.000,3437500.000,3437500.000,3437500.000,3437500.000,,59537500.000,59537500.000,59537500.000,29768750.000,29768750.000,29768750.000,29768750.000,29768750.000,30432600.000,31099267.000,31099267.000
CommonStockValue,,3438.000,3438.000,3438.000,3438.000,3438.000,3438.000,58438.000,59538.000,59538.000,59538.000,29769.000,29769.000,29769.000,29769.000,29769.000,30433.000,31099.000,31099.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,,60500.000,60500.000,50500.000,50500.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,0.100,,,
DeferredTaxAssetsNet,,,,,24900.000,25890.000,24090.000,22000.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,73970.000,68830.000,104724.000,,,,911471.000,,,,580000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,2800.000,3837.000,2038.000,12900.000,,,,282300.000,,,,,,,
DeferredTaxLiabilities,,,,,,,,,,,,319000.000,,,,,,,
DepositsAssetsCurrent,,,,,,,,,150000.000,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,,1881593.000,,,854821.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,1768464.000,1574882.000,1315730.000,91041.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,57997.000,63007.000,71133.000,73970.000,68830.000,104734.000,140274.000,190898.000,264804.000,911471.000,1005890.000,1110751.000,1192431.000,1147259.000,,,
