,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
ComprehensiveIncomeNetOfTax,,,,,,,,-1363160.000,-2009171.000,,-8845377.000,1653507.000,-1986595.000,-1969012.000,-902507.000,-1231383.000,-1367963.000
CostsAndExpenses,110429.000,79213.000,84958.000,101868.000,63020.000,106740.000,95448.000,104472.000,75475.000,57206.000,86232.000,75389.000,65453.000,66412.000,85690.000,67769.000,48956.000
DeferredIncomeTaxExpenseBenefit,,,4711065.000,,,,-481664.000,,,,7811020.000,,,,1258.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,,,0.350,,,,0.350,,
EquityMethodInvestmentRealizedGainLossOnDisposal,799289.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,13414.000,15368.000,13336.000,13182.000,13129.000,13790.000,13504.000,13602.000,13410.000,13475.000,13321.000,14096.000,13363.000,13236.000,16861.000,10544.000,13308.000
IncomeLossAttributableToParent,,280156.000,-5361593.000,985063.000,20749.000,14263749.000,-1059800.000,-1422585.000,-1958694.000,-2908865.000,-8812966.000,1677921.000,-1985945.000,-1964088.000,-900170.000,-1231030.000,-1368103.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-164062.000,-896056.000,-650528.000,-143448.000,-1389268.000,22260111.000,-1545395.000,-55182.000,-1471590.000,-4684721.000,-1001946.000,1691267.000,-1985595.000,-1961437.000,-898912.000,-1230840.000,-1368178.000
IncomeLossFromEquityMethodInvestments,-853817.000,-819653.000,-567598.000,-43618.000,-1328171.000,-3899690.000,-1452480.000,46657.000,-1398709.000,-4629871.000,-918018.000,1764430.000,-1922238.000,-1896430.000,-813315.000,-1164248.000,-1320614.000
IncomeTaxExpenseBenefit,-636190.000,-1176212.000,4711065.000,-1128511.000,-1410017.000,7996362.000,-485595.000,1367403.000,487104.000,-1775856.000,7811020.000,13346.000,350.000,2651.000,1258.000,190.000,-75.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,55727.000,,,,60368.000,,,,63996.000,,,,75764.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,-3931.000,,,,,,,,,,
InterestExpenseRelatedParty,10234.000,10484.000,10617.000,10757.000,11018.000,11286.000,11097.000,11367.000,11643.000,3830.000,,,,,,,
InvestmentIncomeInterest,895.000,2810.000,2028.000,2038.000,1923.000,11585.000,2533.000,2633.000,2594.000,2356.000,2304.000,2226.000,2096.000,1405.000,93.000,1177.000,1392.000
NetCashProvidedByUsedInContinuingOperations,,,-27203.000,,,,-32547.000,,,,-19932.000,,,,-9833.000,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-27203.000,,,,-32547.000,,,,-19932.000,,,,-9833.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-27203.000,,,,-32547.000,,,,-19932.000,,,,-9833.000,,
ProfessionalFees,86781.000,53361.000,61005.000,77929.000,38873.000,81664.000,70847.000,79503.000,50422.000,39901.000,72911.000,61293.000,52090.000,53176.000,68829.000,57225.000,35648.000
ProfitLoss,472128.000,,,,,,,,,,,,,,,,
Revenues,-53633.000,-816843.000,-565570.000,-41580.000,-1326248.000,22366851.000,-1449947.000,49290.000,-1396115.000,-4627515.000,-915714.000,1766656.000,-1920142.000,-1895025.000,-813222.000,-1163071.000,-1319222.000
SalesRevenueNet,-53633.000,-816843.000,-565570.000,-41580.000,-1326248.000,22366851.000,-1449947.000,49290.000,-1396115.000,-4627515.000,-915714.000,1766656.000,-1920142.000,-1895025.000,-813222.000,-1163071.000,-1319222.000
SubsidiaryOrEquityMethodInvesteeCumulativePercentageOwnershipAfterAllTransactions,,,,,,,1.000,,,,,,,,,,
