,2011-09-30,2011-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,9059759.000,4719049.000
AccountsReceivableNetCurrent,1405561.000,4743351.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2051814.000,2270661.000
AdditionalPaidInCapital,7203946.000,7203946.000
Assets,55247440.000,56717277.000
AssetsCurrent,22788617.000,24502409.000
CashAndCashEquivalentsAtCarryingValue,847527.000,325552.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,11057450.000,11057450.000
CommonStockSharesOutstanding,11057450.000,11057450.000
CommonStockValue,11057.000,11057.000
CustomerAdvancesCurrent,,1361853.000
DepositsAssetsNoncurrent,187447.000,188540.000
DueToRelatedPartiesCurrent,729316.000,447939.000
InventoryNet,19542470.000,18574010.000
LeaseholdImprovementsGross,14235353.000,
Liabilities,22040390.000,17339942.000
LiabilitiesAndStockholdersEquity,55247440.000,56717277.000
LiabilitiesCurrent,17920197.000,13188088.000
LongTermDebtNoncurrent,3545878.000,3566547.000
OtherIndefiniteLivedIntangibleAssets,196245.000,196261.000
OtherLiabilitiesCurrent,729.000,1009.000
OtherLiabilitiesNoncurrent,215721.000,216454.000
OtherPrepaidExpenseCurrent,,781793.000
PropertyPlantAndEquipmentNet,17839778.000,17909776.000
RestrictedCashAndCashEquivalentsAtCarryingValue,124017.000,77703.000
RetainedEarningsAccumulatedDeficit,23235944.000,29187382.000
ShortTermBankLoansAndNotesPayable,6935549.000,6190394.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,33207050.000,39377335.000
TaxesPayableCurrent,312710.000,467844.000
