,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,1085000.000,2479000.000,725000.000,1869000.000,600000.000,846000.000,4125000.000,4560000.000,5760000.000,5194000.000,1004000.000,564000.000
AccountsReceivableNetCurrent,16562000.000,16774000.000,23504000.000,19836000.000,18839000.000,18899000.000,29841000.000,21573000.000,21987000.000,20495000.000,28862000.000,18826000.000
AccruedLiabilitiesCurrent,10912000.000,9328000.000,13463000.000,16743000.000,15745000.000,15879000.000,12133000.000,15541000.000,9601000.000,7121000.000,8900000.000,8519000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,11368000.000,,,,16292000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,467000.000,-93000.000,-607000.000,-302000.000,-856000.000,-688000.000,-426000.000,-675000.000,-555000.000,-320000.000,-159000.000,-250000.000
AdditionalPaidInCapital,192040000.000,197338000.000,200273000.000,204290000.000,207798000.000,211413000.000,215226000.000,218935000.000,221968000.000,224951000.000,227699000.000,231773000.000
AllowanceForDoubtfulAccountsReceivableCurrent,197000.000,310000.000,244000.000,326000.000,277000.000,237000.000,236000.000,292000.000,283000.000,280000.000,234000.000,206000.000
Assets,208171000.000,199477000.000,195743000.000,283902000.000,279253000.000,279262000.000,292814000.000,289113000.000,282147000.000,276204000.000,281380000.000,272919000.000
AssetsCurrent,136599000.000,125818000.000,133731000.000,48831000.000,49787000.000,52806000.000,67021000.000,66760000.000,62424000.000,59710000.000,68601000.000,64079000.000
AvailableForSaleSecurities,,,,,,,,,17809000.000,12059000.000,0.000,
AvailableForSaleSecuritiesAmortizedCost,,,,,5038000.000,5408000.000,14594000.000,17065000.000,17809000.000,12059000.000,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,10036000.000,5207000.000,9895000.000,3218000.000,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,5059000.000,5438000.000,14596000.000,17067000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,21000.000,30000.000,2000.000,2000.000,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,89649000.000,89801000.000,89801000.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,,,,,669000.000,669000.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,176926000.000,177078000.000,177078000.000,,,,,
