,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdministrativeServicesRevenue,,,,,,,,,,55253000.000,55052000.000,,54727000.000,52738000.000,52244000.000,53427000.000,53017000.000,51605000.000,53275000.000,53561000.000,53473000.000,53131000.000,53577000.000,51465000.000,46701000.000,45601000.000
AmortizationOfDeferredSalesCommissions,2782000.000,1880000.000,1338000.000,1378000.000,1625000.000,,,,2113000.000,,,,2639000.000,,,,4018000.000,,,,2904000.000,,,,2608000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,300000.000,400000.000,,300000.000,300000.000,300000.000,-700000.000,100000.000,50000.000,50000.000,-150000.000,27000.000,27000.000,27000.000,-54000.000,,,,,,,,,,
AvailableForSaleEquitySecuritiesGrossUnrealizedGain,,,,,,,,,,,,,2216000.000,,,,,,,,,,,,,
AvailableForSaleEquitySecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,-453000.000,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,-900000.000,,,,1000000.000,,,,48000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,0.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-21931000.000,,,,2252000.000,,,,-11158000.000,,,,-32868000.000,,,,-23434000.000,,,,-24866000.000,,,,-10210000.000,
CommonStockDividendsPerShareCashPaid,0.240,0.240,0.240,0.240,0.240,0.240,0.240,1.750,0.240,0.240,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,,,0.250,0.250,,0.250,0.250
CommunicationsAndInformationTechnology,5579000.000,5727000.000,5825000.000,5840000.000,6310000.000,6773000.000,6532000.000,6101000.000,6623000.000,6087000.000,6464000.000,6627000.000,6404000.000,6225000.000,6392000.000,6773000.000,6870000.000,6979000.000,6684000.000,7096000.000,7865000.000,7767000.000,7763000.000,7876000.000,8225000.000,8041000.000
ComprehensiveIncomeNetOfTax,,,,,46757000.000,38374000.000,58294000.000,50338000.000,45495000.000,38501000.000,38045000.000,41865000.000,35614000.000,37779000.000,36113000.000,39276000.000,36823000.000,41722000.000,41769000.000,46546000.000,46685000.000,53835000.000,56388000.000,56097000.000,50251000.000,53440000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,2068000.000,2640000.000,2365000.000,2399000.000,1656000.000,1202000.000,-202000.000,464000.000,-30000.000,132000.000,-106000.000,-19000.000,196000.000,802000.000,910000.000,1534000.000,2501000.000,2834000.000,2618000.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,37178000.000,,,,48863000.000,40734000.000,60741000.000,52750000.000,47154000.000,39953000.000,37971000.000,48777000.000,36065000.000,38224000.000,35812000.000,39267000.000,36934000.000,42226000.000,41774000.000,48105000.000,50207000.000,57541000.000,60355000.000,57484000.000,51637000.000,54648000.000
CostsAndExpenses,182382000.000,153694000.000,147037000.000,154546000.000,159934000.000,163112000.000,148435000.000,161632000.000,159773000.000,157778000.000,154108000.000,154963000.000,154851000.000,154139000.000,156087000.000,156224000.000,161484000.000,158848000.000,160077000.000,166754000.000,197554000.000,,,,,
DeferredIncomeTaxExpenseBenefit,4071000.000,,,,10716000.000,,,,10132000.000,,,,7655000.000,,,,8415000.000,,,,9270000.000,,,,5780000.000,
DepreciationAndAmortization,4603000.000,,,,2767000.000,,,,2492000.000,,,,2744000.000,,,,2507000.000,,,,2351000.000,,,,2584000.000,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,,,25990000.000,,,,25466000.000,
