,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,17656.000,17588.000,13551.000,18260.000,15966.000,3895.000,1940.000,5126.000,5631.000,1726.000,1900.000,3875.000
AdditionalPaidInCapitalCommonStock,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000,36100.000
Assets,2.000,2.000,2.000,,,,,0.000,0.000,0.000,,0.000
AssetsCurrent,,,,,,,,0.000,0.000,0.000,,0.000
Cash,,,,,,,,0.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,0.000,0.000,0.000,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000
CommonStockSharesOutstanding,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000,7425000.000
CommonStockValue,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000,7425.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,-48810.000,,,,54037.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,131807.000,135917.000,138327.000,143814.000,146628.000,150522.000,153723.000,158849.000,161830.000,165151.000,169096.000,175533.000
DueToRelatedPartiesCurrent,70628.000,74806.000,81253.000,82029.000,87137.000,103102.000,108258.000,110198.000,112674.000,119900.000,123671.000,128133.000
LiabilitiesAndStockholdersEquity,2.000,2.000,2.000,,,,,0.000,0.000,0.000,,0.000
LiabilitiesCurrent,88284.000,92394.000,94804.000,100289.000,103103.000,106997.000,110198.000,115324.000,118305.000,121626.000,125571.000,132008.000
NontradeReceivablesCurrent,2.000,2.000,2.000,,,,,,,,,
OperatingLossCarryforwards,,,,,,,143559.000,,,,158932.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,48810.000,,,,-54037.000,
StockholdersEquity,-88282.000,-92392.000,-94802.000,-100289.000,-103103.000,-106997.000,-110198.000,-115324.000,-118305.000,-121626.000,-125571.000,-132008.000
