,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AllocatedShareBasedCompensationExpense,,,,,,759913.000,,,,478488.000,,,
AmortizationOfIntangibleAssets,,,,,,435305.000,,,,546266.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,24904475.000,,,,24554475.000,,,
CapitalizedComputerSoftwareAmortization,,,,,,26061.000,,,,85831.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-334443.000,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,-66778.000,,,,150352.000,,,
ContractsRevenue,,,,,,,,,,86133.000,89774.000,89775.000,89772.000
CostOfRevenue,,22491.000,85243.000,88052.000,49475.000,25629.000,47350.000,36774.000,29879.000,26385.000,30051.000,20951.000,18954.000
Depreciation,,,,,,6662.000,,,,5482.000,,,
DepreciationAndAmortization,,188999.000,302121.000,292000.000,175047.000,468028.000,482066.000,490359.000,718226.000,637579.000,612337.000,506215.000,839898.000
DepreciationDepletionAndAmortization,,188999.000,,,,468028.000,,,,637579.000,,,
DepreciationNonproduction,1121.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.230,-0.040,-0.040,0.080,-0.030,-0.010,-0.020,-0.250,-0.020,-0.030,-0.020,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,12369.000,,,,-35.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,-2200.000,-10262.000,,11089.000,-15759.000,5836.000,21153.000,70.000,-70.000,,
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,,,-65033.000,,
ForeignCurrencyTransactionGainLossUnrealized,,,-2200.000,,,11089.000,,,,70.000,,,
GainLossRelatedToLitigationSettlement,,,88801.000,,,,,,,,,,
GeneralAndAdministrativeExpense,582230.000,,,,,,,,,,,,
GrossProfit,,52389.000,128857.000,9855.000,344789.000,132350.000,1042130.000,247282.000,282550.000,303551.000,267960.000,276076.000,-526060.000
IncomeTaxesPaid,,0.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,76293.000,,,,-35368.000,,,,238638.000,,,
IncreaseDecreaseInAccountsReceivable,,58940.000,,,,-799.000,,,,-6183.000,,,
