,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,58240.000,27240.000,27240.000,27240.000,27240.000,2240.000,2240.000,2240.000
AccruedPayrollTaxesCurrent,132.000,133.000,133.000,133.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-665349.000,-708651.000,-771954.000,-825256.000,-878559.000,-932189.000,,-1039448.000
AdditionalPaidInCapital,5995520.000,5995520.000,5995520.000,5995520.000,5995520.000,5995520.000,5995520.000,5995520.000
Assets,2838948.000,2805219.000,2565188.000,2502465.000,3046828.000,2980087.000,2962006.000,2898430.000
AssetsCurrent,191513.000,211086.000,24358.000,14937.000,612603.000,597124.000,635040.000,595093.000
AssetsNoncurrent,2647435.000,2594133.000,2540830.000,2487528.000,2434225.000,2380595.000,2380595.000,2303337.000
CashAndCashEquivalentsAtCarryingValue,191513.000,211086.000,24358.000,14937.000,162603.000,44492.000,80040.000,40093.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000
CommonStockSharesOutstanding,97980000.000,97980000.000,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000,204980000.000
CommonStockValue,204980.000,204980.000,204980.000,204980.000,204980.000,204980.000,204980.000,204980.000
DeferredTaxAssetsOperatingLossCarryforwards,3065331.000,3053061.000,4243684.000,-4292520.000,-4346411.000,,,
DeferredTaxAssetsValuationAllowance,-3065331.000,-3053061.000,-4243684.000,-4292520.000,-4346411.000,,,
DepositAssets,,,,,,555000.000,555000.000,555000.000
Liabilities,558372.000,512373.000,608373.000,594373.000,1192740.000,1169740.000,1220740.000,1218740.000
LiabilitiesAndStockholdersEquity,2838948.000,2805219.000,1956816.000,1908092.000,3046828.000,2980087.000,1741267.000,2898430.000
LiabilitiesCurrent,558372.000,512373.000,608373.000,594373.000,1192740.000,1169740.000,1218500.000,1218740.000
LoansPayable,500000.000,485000.000,581000.000,567000.000,1165500.000,1167500.000,1218500.000,1216500.000
OperatingLeasesFutureMinimumPaymentsDue,3600.000,2700.000,1800.000,900.000,0.000,0.000,0.000,0.000
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,3600.000,2700.000,1800.000,900.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,3095184.000,3095184.000,3095184.000,3095184.000,3095184.000,3095184.000,,3095184.000
PropertyPlantAndEquipmentNet,2429835.000,2376533.000,2323230.000,2269928.000,2216625.000,2162995.000,2109366.000,2055737.000
RetainedEarningsAccumulatedDeficit,-3919924.000,-3907654.000,-4243684.000,-4292408.000,-4346411.000,-4390153.000,-4459233.000,-4520810.000
StockholdersEquity,2280576.000,2292846.000,1956816.000,1908092.000,1854089.000,1810347.000,1741987.000,1679690.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2280576.000,2292846.000,1348443.000,1313719.000,1854088.000,1810347.000,520527.000,1679690.000
