,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,66396.000,23263.000,257243.000
AccumulatedDistributionsInExcessOfNetIncome,,,20662.000,57361.000,130563.000
AdditionalPaidInCapitalCommonStock,199800.000,199800.000,2973081.000,6226141.000,12471831.000
Assets,200000.000,200000.000,3608581.000,6409169.000,28656356.000
Cash,200000.000,199910.000,3139957.000,5977241.000,6605689.000
CashAndCashEquivalentsAtCarryingValue,,,3139957.000,5977241.000,
DebtInstrumentCarryingAmount,,,,,16362500.000
DeferredFinanceCostsNet,,,,,177512.000
DividendsPayableAmountPerShare,,,,0.035,
DueFromRelatedParties,,90.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,384867.000,240651.000,399939.000
FiniteLivedIntangibleAssetsNet,,,,,1283846.000
Liabilities,,,763763.000,576414.000,16895759.000
LiabilitiesAndStockholdersEquity,,,3608581.000,6409169.000,28656356.000
LongTermDebt,,,,,16184988.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,15744693.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,209033.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,194131.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,185296.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,29347.000
NotesPayable,,,312500.000,312500.000,312500.000
OtherLiabilities,,,,,53589.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,,,85624.000,48928.000,40879.000
RealEstateInvestmentPropertyNet,,,,,20695646.000
RestrictedCashAndCashEquivalents,,,383000.000,383000.000,30296.000
RetainedEarningsAccumulatedDeficit,,,-110588.000,-342447.000,-593567.000
SecuredDebt,,,,,16050000.000
StockholdersEquity,200000.000,200000.000,2844818.000,5832755.000,11760597.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,2844818.000,5832755.000,11760597.000
