,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentForAmortization,-440000.000,,212000.000,,,,53000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2000.000,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,547000.000,,1313000.000,132000.000,1143000.000
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,-683000.000,300000.000,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,659000.000,1827000.000,623000.000,1049000.000,426000.000,2731000.000,624000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,47538.000,,,,41138.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-181000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,-343000.000,,,,,,98000.000,518000.000,0.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,98000.000,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,-343000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,0.000,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,-98000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,40666000.000,,3192000.000,,,,-316000.000,,
ComprehensiveIncomeNetOfTax,4969000.000,,8357000.000,10502000.000,257000.000,4942000.000,1193000.000,8385000.000,6001000.000
Depreciation,482000.000,,522000.000,,,,352000.000,,
DividendsCommonStockCash,,,,,,,4721000.000,,
EarningsPerShareBasic,0.630,0.050,1.060,1.400,0.230,0.820,0.250,0.790,0.580
EarningsPerShareDiluted,0.630,0.050,1.060,1.400,0.230,0.820,0.250,0.790,0.580
EquityMethodInvestmentOtherThanTemporaryImpairment,,200000.000,,,,,,,
FederalDepositInsuranceCorporationPremiumExpense,387000.000,400000.000,586000.000,664000.000,589000.000,546000.000,308000.000,351000.000,128000.000
FeesAndCommissions,1410000.000,1202000.000,1474000.000,1357000.000,1279000.000,1004000.000,880000.000,752000.000,751000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,8716000.000,,94000.000,,
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,8849000.000,,94000.000,,
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,,133000.000,,,,
GainLossOnSalesOfLoansNet,11271000.000,8565000.000,16106000.000,19281000.000,11232000.000,15523000.000,6552000.000,7644000.000,9886000.000
GainLossOnSalesOfMortgageBackedSecuritiesMBS,,,,,,,,72000.000,
GeneralAndAdministrativeExpense,14137000.000,14771000.000,18155000.000,17540000.000,18384000.000,16028000.000,15120000.000,14945000.000,14930000.000
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,,257000.000,,,,-10000.000,
HeldToMaturitySecuritiesTransferredToAvailableForSaleSecuritiesUnrealizedGainLoss,,,,,,,79000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,13523000.000,17916000.000,2886000.000,10596000.000,3070000.000,9509000.000,7059000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8031000.000,615000.000,,,,,,,
IncomeLossFromEquityMethodInvestments,-13000.000,,-90000.000,,,,35000.000,,
IncomeTaxExpenseBenefit,3092000.000,240000.000,5206000.000,6898000.000,1111000.000,4079000.000,1071000.000,3328000.000,2471000.000
IncomeTaxesPaidNet,0.000,,2093000.000,,,,449000.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,-288000.000,,-233000.000,,,,93000.000,,
IncreaseDecreaseInDeposits,72895000.000,,-17496000.000,,,,-12502000.000,,
IncreaseDecreaseInRestrictedCash,5297000.000,,,,,,,,
InterestAndDividendIncomeOperating,17362000.000,15235000.000,13593000.000,12913000.000,12091000.000,11972000.000,12434000.000,12219000.000,12682000.000
InterestAndDividendIncomeSecurities,968000.000,498000.000,963000.000,1085000.000,1107000.000,1105000.000,1421000.000,1571000.000,1640000.000
InterestAndFeeIncomeLoansAndLeases,15893000.000,14270000.000,12334000.000,11740000.000,10880000.000,10727000.000,10600000.000,10250000.000,10665000.000
InterestExpense,3243000.000,3138000.000,2412000.000,2022000.000,1818000.000,1624000.000,1545000.000,1530000.000,1572000.000
InterestExpenseDeposits,2479000.000,2435000.000,1749000.000,1360000.000,1179000.000,1059000.000,945000.000,939000.000,961000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,635000.000,566000.000,531000.000,532000.000,510000.000,434000.000,470000.000,466000.000,488000.000
InterestExpenseOther,,,3000.000,5000.000,5000.000,5000.000,5000.000,6000.000,5000.000
InterestExpenseSubordinatedNotesAndDebentures,129000.000,137000.000,129000.000,125000.000,124000.000,126000.000,125000.000,119000.000,118000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,11619000.000,7097000.000,15181000.000,16491000.000,10273000.000,10348000.000,10889000.000,15689000.000,11110000.000
InterestIncomeExpenseNet,14119000.000,12097000.000,11181000.000,10891000.000,10273000.000,10348000.000,10889000.000,10689000.000,11110000.000
InterestIncomeSecuritiesMortgageBacked,499000.000,463000.000,294000.000,87000.000,103000.000,121000.000,411000.000,394000.000,374000.000
InterestPaid,3332000.000,,2378000.000,,,,1437000.000,,
LaborAndRelatedExpense,5348000.000,5473000.000,6356000.000,6502000.000,6954000.000,6184000.000,6143000.000,6423000.000,6132000.000
MarketingAndAdvertisingExpense,1011000.000,1370000.000,1163000.000,1396000.000,1930000.000,1839000.000,1801000.000,2038000.000,1746000.000
MortgageLoanRelatedToPropertySales1,42000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-54402000.000,,1495000.000,,,,38350000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-54402000.000,,1495000.000,,,,38350000.000,,
NetCashProvidedByUsedInInvestingActivities,84119000.000,,-6692000.000,,,,-42426000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,84119000.000,,-6692000.000,,,,-42426000.000,,
NetCashProvidedByUsedInOperatingActivities,10949000.000,,8389000.000,,,,3760000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,10949000.000,,8389000.000,,,,3760000.000,,
NetIncomeLoss,4939000.000,375000.000,8317000.000,11018000.000,1775000.000,6517000.000,1999000.000,6181000.000,4588000.000
NoninterestIncome,10549000.000,8289000.000,16497000.000,18965000.000,10997000.000,16276000.000,7301000.000,8765000.000,10879000.000
NoninterestIncomeOtherOperatingIncome,-482000.000,773000.000,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,-30000.000,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,19000.000,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,40000.000,-516000.000,-1518000.000,-1575000.000,-806000.000,2204000.000,1413000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,25000.000,-323000.000,950000.000,-2886000.000,-504000.000,1380000.000,761000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,64000.000,337000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,34000.000,181000.000,0.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-211000.000,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,132000.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,40000.000,-516000.000,-1518000.000,-1575000.000,-742000.000,2541000.000,1413000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,-113000.000,,25000.000,-323000.000,950000.000,-2886000.000,-470000.000,1561000.000,761000.000
OtherGeneralAndAdministrativeExpense,2499000.000,2626000.000,2915000.000,2632000.000,2915000.000,2678000.000,2364000.000,2282000.000,2254000.000
OtherInterestAndDividendIncome,2000.000,4000.000,2000.000,1000.000,1000.000,19000.000,2000.000,4000.000,3000.000
OtherOperatingIncomeExpenseNet,,,-534000.000,-1714000.000,-1402000.000,-234000.000,-138000.000,-123000.000,228000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,,,,,,,,0.000
PaymentsForFederalHomeLoanBankAdvances,,,2000000.000,,,,55000000.000,,
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,413503000.000,,542797000.000,,,,290579000.000,,
PaymentsForProceedsFromFederalHomeLoanBankStock,-5246000.000,,1024000.000,,,,2200000.000,,
PaymentsForProceedsFromOtherInvestingActivities,380000.000,,319000.000,,,,481000.000,,
PaymentsToAcquireAvailableForSaleSecurities,5468000.000,,52525000.000,,,,61427000.000,,
PaymentsToAcquireEquityMethodInvestments,3000.000,,5000.000,,,,8000.000,,
PaymentsToAcquireLoansAndLeasesHeldForInvestment,378000.000,,647000.000,,,,270000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,889000.000,,499000.000,,,,356000.000,,
ProceedsFromFederalHomeLoanBankAdvances,,,25000000.000,,,,110000000.000,,
ProceedsFromIssuanceOfTrustPreferredSecurities,,,25000000.000,,,,25000000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,25103000.000,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,,,,,702000.000,,
ProceedsFromOtherDebt,,,422000.000,,,,,,
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,54486000.000,,68138000.000,,,,46925000.000,,
ProceedsFromSaleOfAvailableForSaleSecurities,19678000.000,,,,,,40426000.000,,
ProceedsFromSaleOfHeldToMaturitySecurities,,,0.000,,,,,,
ProceedsFromSaleOfLoansHeldForSale,424076000.000,,558103000.000,,,,299903000.000,,
ProceedsFromSaleOfMortgageBackedSecuritiesMBSCategorizedAsAvailableForSale,,,0.000,,,,0.000,,
ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans,2506000.000,,2772000.000,,,,1191000.000,,
ProfitLossFromRealEstateOperations,-1354000.000,-2069000.000,,,,,,,
ProvisionForLoanAndLeaseLosses,2500000.000,5000000.000,-4000000.000,-5600000.000,,,,-5000000.000,
ProvisionForLoanLeaseAndOtherLosses,,,,-5600000.000,,,,,
ProvisionForOtherLosses,,,,,,,115000.000,40000.000,
RealEstateOwnedValuationAllowanceProvision,,,-575000.000,-242000.000,-139000.000,1952000.000,,,-11000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,,,,,,,98000.000,518000.000,0.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,64000.000,337000.000,0.000
RepaymentsOfFederalHomeLoanBankBorrowings,122000000.000,,,,,,,,
SalesCommissionsAndFees,,,,,,,,,3258000.000
ServicingFeesNet,47000.000,18000.000,26000.000,26000.000,27000.000,23000.000,24000.000,24000.000,25000.000
ShareBasedCompensation,2000.000,,,,,,,,
TransferOfOtherRealEstate,6483000.000,,1826000.000,,,,755000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,7867614.000,7867614.000,7867614.000,-15735228.000,7867614.000,7867614.000,7867614.000
WeightedAverageNumberOfSharesOutstandingBasic,7867614.000,7867614.000,7867614.000,7867614.000,7867614.000,-15735228.000,7867614.000,7867614.000,7867614.000
