,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,93330.000,107709.000,29746.000,29617.000,22294.000,31220.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,,,,,,123298.000,435332.000,424025.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,479124.000,604558.000,613837.000,702880.000,954708.000,1047169.000,1072430.000,1552647.000,1970245.000,1584258.000,1607224.000
AccountsReceivableNet,429.000,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,80569.000,160958.000,161938.000,474843.000,2631939.000,2669437.000,2763728.000,3345175.000,3904459.000,4206452.000,4673497.000,4948815.000,4986313.000,5650007.000,5690560.000,5690560.000,5690560.000,5785560.000,5790060.000,6194826.000
AssetRetirementObligation,,,,,,,,,,48923.000,48923.000,,,,51559.000,,,,51559.000,
AssetRetirementObligationCurrent,,,,,,,,31407.000,48923.000,17517.000,48923.000,48923.000,48923.000,49979.000,198279.000,199859.000,201455.000,215452.000,217212.000,218952.000
Assets,203151.000,284377.000,291828.000,175111.000,1617233.000,1419470.000,1497352.000,1924775.000,2324194.000,2159624.000,2430155.000,2389765.000,2498238.000,4298890.000,4642715.000,4748579.000,5981142.000,6476965.000,6717228.000,6710512.000
AssetsCurrent,25426.000,77909.000,146620.000,28180.000,1408640.000,486866.000,407948.000,489779.000,459554.000,136688.000,312274.000,97641.000,106373.000,329459.000,200648.000,72828.000,136178.000,82777.000,234252.000,116635.000
AssetsNet,,,,,,,,,,33599.000,,,,,,,,,,
BankOverdrafts,987.000,,,,,,,,,,,,,,,,,9701.000,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,87000.000,87000.000,87000.000,,,,,,
