,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,1600000.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,66638.000,259111.000,1325572.000,1203395.000,1403610.000,920657.000,1150853.000,1254497.000,8373985.000,7549000.000,13838000.000
AccumulatedDistributionsInExcessOfNetIncome,,,,,,9756797.000,12929449.000,15948125.000,25883036.000,31222000.000,45862000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-1597634.000,-679147.000,-109641.000,-1391764.000,235350.000,-676861.000,-297840.000,-2755000.000,-2337000.000
AdditionalPaidInCapitalCommonStock,9777.000,,17245385.000,41137558.000,58178707.000,91576720.000,117562095.000,149198840.000,183920321.000,224134000.000,273090000.000
AllowanceForDoubtfulAccountsReceivable,,0.000,,,,,,,,,
Assets,3256977.000,28550814.000,132873785.000,135792580.000,136622134.000,149056249.000,208005558.000,241530055.000,387844633.000,470345000.000,623933000.000
BelowMarketLeaseAccumulatedAmortization,,,37711.000,139331.000,248383.000,344905.000,467352.000,562876.000,709514.000,803000.000,1349000.000
BelowMarketLeaseGross,,,2810150.000,2863536.000,2901996.000,2815011.000,2930905.000,2866118.000,3403736.000,3224000.000,17038000.000
BelowMarketLeaseNet,,,2772439.000,2724205.000,2653613.000,2470106.000,2463553.000,2303242.000,2694222.000,2421000.000,15689000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,253500000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,207645.000,178703.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,146350.000,147760.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,1797.000,1172.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,205848.000,177531.000,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,61295.000,30943.000,,
CashAndCashEquivalentsAtCarryingValue,2200000.000,2726742.000,3707113.000,4355229.000,3206790.000,17224448.000,19523147.000,51484196.000,5764867.000,98137000.000,6917000.000
CommonStockParOrStatedValuePerShare,0.001,,,,,,,,,,
CommonStockSharesAuthorized,1500000000.000,,,,,,,,,,
CommonStockSharesIssued,0.000,,,,,,,,,,
CommonStockSharesOutstanding,0.000,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,60201120.000,96979600.000,95594080.000,202915766.000,198809000.000,319465000.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,688000.000
DebtWeightedAverageInterestRate,,,0.016,0.016,0.014,0.013,0.016,0.016,0.023,0.024,0.025
DeferredCostsLeasingNet,,,,,13154.000,60787.000,61650.000,58684.000,57631.000,314000.000,748000.000
DeferredFinanceCostsNet,,8925.000,581493.000,585318.000,566884.000,525250.000,741719.000,711817.000,1100000.000,1000000.000,1400000.000
DeferredOfferingCosts,1056977.000,364701.000,0.000,0.000,0.000,0.000,,,,,
DeferredRentReceivablesNet,,5895.000,112804.000,288377.000,467346.000,627875.000,823188.000,968930.000,1900000.000,2500000.000,2900000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,44000.000
DerivativeAssets,,,19887.000,32544.000,15317.000,6344.000,3577.000,2200.000,768.000,,122000.000
DividendsPayableCurrentAndNoncurrent,,18371.000,89602.000,231649.000,343684.000,479917.000,644062.000,796680.000,966047.000,1195000.000,2920000.000
DueToAffiliateCurrentAndNoncurrent,3273728.000,5213634.000,4817665.000,4236908.000,4287872.000,3186210.000,1705693.000,7433192.000,13714756.000,12141000.000,13542000.000
DueToRelatedPartiesCurrentAndNoncurrent,,5213634.000,4817665.000,,,,,,,,
FiniteLivedIntangibleAssetsNet,,3945291.000,54228595.000,54555574.000,54461873.000,52152477.000,54559205.000,51967404.000,83013970.000,76070000.000,101955000.000
ForeignCurrencyExchangeRateTranslation1,,,,,,,,,,,1.070
Liabilities,3340366.000,29691116.000,123733815.000,102133266.000,85351769.000,68617028.000,103123541.000,108938406.000,230083322.000,280162000.000,399010000.000
LiabilitiesAndStockholdersEquity,3256977.000,28550814.000,132873785.000,135792580.000,136622134.000,149056249.000,208005558.000,241530055.000,387844633.000,470345000.000,623933000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,0.000,59892000.000,61238880.000,62061360.000,60201120.000,62679600.000,61294080.000,161439433.000,126745000.000,151809000.000
