,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,,-3500000.000,-3600000.000,,-3200000.000,-2900000.000,-3300000.000,-3900000.000,-4100000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,800000.000,,,,800000.000,,,,600000.000,,,,600000.000,,,,900000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,1400000.000,,800000.000,,900000.000,1100000.000,400000.000,5300000.000,2700000.000,2500000.000,2700000.000,2900000.000,3000000.000
BenefitsLossesAndExpenses,263300000.000,250500000.000,262300000.000,271200000.000,287100000.000,314300000.000,260200000.000,270300000.000,275600000.000,254700000.000,252000000.000,294300000.000,296600000.000,381500000.000,280100000.000,311300000.000,284600000.000,285100000.000,272300000.000,286000000.000,274100000.000,265900000.000,255900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,30100000.000,,,,55500000.000,,,,-29500000.000,,,,900000.000,,,,13600000.000,,,,10000000.000
CashDividendsPaidToParentCompany,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,,,0.000,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,,,,0.000,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-2000000.000,,,,-40700000.000,,,,-14600000.000,,,,-100000.000,,,,0.000,,,,
CombinedRatio,,,,,,,,,0.961,,0.888,0.988,0.953,-1.812,0.952,0.951,0.988,-1.928,0.952,,,,
