,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2727000.000,2874000.000,3354000.000,2619000.000,2715000.000,2166000.000,3380000.000,4553000.000,2386000.000,2561000.000,3243000.000,3546000.000,3973000.000,2127000.000,4935000.000,2145000.000
AccountsReceivableNetCurrent,4779000.000,6792000.000,8331000.000,7429000.000,9074000.000,15266000.000,12436000.000,10465000.000,13217000.000,12903000.000,19725000.000,15528000.000,25238000.000,21041000.000,22193000.000,16728000.000
AccruedLiabilitiesCurrent,5689000.000,6419000.000,7088000.000,5437000.000,7038000.000,7755000.000,10403000.000,6598000.000,7287000.000,7348000.000,12181000.000,7629000.000,8738000.000,9917000.000,12344000.000,9117000.000
AccruedProfessionalFeesCurrent,,,272000.000,,,,297000.000,,,,427000.000,,,,567000.000,
AccruedRoyaltiesCurrent,,,,,,,632000.000,,,,828000.000,,,,896000.000,
AccruedSalariesCurrent,,,4701000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,8742000.000,,,,10281000.000,,,,12435000.000,,,,14816000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,5000.000,22000.000,9000.000,7000.000,-21000.000,-43000.000,-19000.000,-29000.000,-4000.000,-29000.000,5000.000,27000.000,-10000.000,-57000.000,-48000.000
AdditionalPaidInCapital,,157890000.000,158278000.000,216854000.000,218187000.000,220190000.000,221724000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,223720000.000,238159000.000,240823000.000,242693000.000,245655000.000,248162000.000,251399000.000,281900000.000,285381000.000
AdvanceRoyaltiesCurrent,,,163000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,,,,63000.000,,,,96600.000,,,,91300.000,
Assets,30490000.000,71293000.000,64372000.000,107793000.000,105057000.000,99533000.000,102748000.000,87137000.000,89790000.000,83004000.000,92869000.000,98732000.000,109874000.000,102257000.000,126373000.000,106533000.000
AssetsCurrent,23694000.000,67542000.000,60736000.000,104328000.000,99140000.000,92909000.000,95347000.000,79262000.000,81458000.000,74565000.000,82793000.000,87232000.000,98487000.000,90740000.000,113785000.000,92365000.000
AssetsFairValueDisclosure,,51656000.000,,,,66341000.000,68428000.000,53882000.000,50102000.000,44234000.000,32559000.000,53673000.000,50832000.000,52125000.000,70168000.000,55429000.000
AvailableForSaleSecurities,,,41169000.000,85404000.000,74803000.000,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,8000.000,2000.000,1000.000,0.000,5000.000,0.000,8000.000,29000.000,8000.000,5000.000,5000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,29000.000,45000.000,19000.000,29000.000,9000.000,29000.000,3000.000,1000.000,18000.000,62000.000,52000.000
AvailableForSaleSecuritiesAmortizedCost,,32917000.000,32693000.000,56828000.000,58396000.000,48695000.000,55045000.000,41178000.000,36813000.000,28730000.000,27217000.000,27146000.000,37818000.000,43126000.000,53510000.000,51771000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,1000.000,2000.000,1.000,4000.000,0.000,1000.000,,,0.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,19000.000,29000.000,9.000,29000.000,3000.000,1000.000,,,52000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,32757000.000,30884000.000,15275.000,27188000.000,11602000.000,1505000.000,,,35727000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,-45000.000,18000.000,27000.000,8.000,25000.000,3000.000,0.000,,,52000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,35627000.000,30758000.000,26489000.000,13275.000,24457000.000,11602000.000,0.000,,,35727000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,1999000.000,4395000.000,2000.000,2730000.000,0.000,1505000.000,,,0.000
AvailableForSaleSecuritiesCurrent,,,,,,48674000.000,55002000.000,41160000.000,36784000.000,28726000.000,27188000.000,27151000.000,37846000.000,43116000.000,53453000.000,51724000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,12829000.000,5990000.000,3551000.000,6321000.000,5802000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,20093000.000,26725000.000,53286000.000,52082000.000,42872000.000,51235000.000,38612000.000,32220000.000,28726000.000,27188000.000,25647000.000,34836000.000,33799000.000,46310000.000,44701000.000
AvailableForSaleSecuritiesDebtSecurities,,32922000.000,32715000.000,,,,,,,28726000.000,27188000.000,27151000.000,37846000.000,43116000.000,53453000.000,51724000.000
CapitalLeaseObligations,843000.000,410000.000,410000.000,,368000.000,569000.000,506000.000,487000.000,,,284000.000,,,,58000.000,26000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,226000.000,190000.000,149000.000,92000.000,58000.000,26000.000
CashAndCashEquivalentsAtCarryingValue,10755000.000,19292000.000,9941000.000,28973000.000,21186000.000,18826000.000,17223000.000,14348000.000,15737000.000,16635000.000,21856000.000,29587000.000,19294000.000,10468000.000,20583000.000,5416000.000
