,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,625538.000,651459.000,856542.000,1033626.000,932142.000,1835080.000,3360745.000,2254527.000,2144431.000,1514687.000,1391342.000,2377820.000,1442431.000,1949383.000,2582936.000,2867988.000,1679863.000,1795972.000,1516250.000,1327114.000,1426066.000,1444177.000,1644899.000,2882588.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,80000.000,79000.000,95000.000,89000.000,91000.000,276000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,221000.000,221000.000,,,,,,,,
AccountsPayableOtherCurrent,,,,,,,,,,,,,,,,,,,,,,,,1750000.000
AccountsPayableRelatedPartiesCurrent,,,38359.000,30850.000,56424.000,10778.000,0.000,,,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,,,,,,814427.000,393663.000,,,,,,
AccountsReceivableNetCurrent,9359.000,56791.000,46220.000,273228.000,487058.000,702861.000,1154855.000,1576979.000,1392837.000,1139332.000,791292.000,1074168.000,682127.000,578873.000,948014.000,1091435.000,,,301726.000,415032.000,375907.000,508893.000,506337.000,1700300.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,190000.000,190000.000,0.000,0.000,0.000,0.000,,,,,,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,106000.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,48600.000,356255.000,,0.000,,,,,,,,,,,,,,
AccruedIncomeTaxesPayable,,,,,,,,,0.000,,,,,,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,,,,145000.000,218000.000,291000.000,365000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,155822.000,159345.000,162868.000,67465.000,61687.000,65271.000,56949.000,60583.000,,-65644.000,-66712.000,-37033.000,-38548.000,-40252.000,-42186.000,-44262.000,-46339.000,-48415.000,50492.000,52363.000,54236.000,56129.000,58099.000,82904.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,-5417.000
AdditionalPaidInCapital,,,,,,,,,7226288.000,7290344.000,7676177.000,8183497.000,8535495.000,8880548.000,9340645.000,9625006.000,9854058.000,10007943.000,11130588.000,11251867.000,11334498.000,11389740.000,11546804.000,19773982.000
AdditionalPaidInCapitalCommonStock,5423271.000,5501660.000,5511877.000,6011098.000,6122827.000,6572620.000,6843267.000,6909245.000,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,119000.000,103000.000,140000.000,135000.000,123000.000,271000.000
AllowanceForDoubtfulAccountsReceivableCurrent,598.000,623.000,13317.000,104906.000,161630.000,260021.000,623061.000,717526.000,,334157.000,446307.000,482248.000,220000.000,206644.000,316643.000,342164.000,226689.000,114094.000,118563.000,102751.000,139603.000,135353.000,123109.000,270947.000
Assets,704645.000,949076.000,864282.000,1520804.000,1882029.000,2773796.000,4440228.000,4874940.000,5235378.000,4837182.000,4771986.000,5483782.000,5434421.000,5385130.000,5232634.000,5436982.000,4639623.000,4106501.000,4280327.000,5401174.000,4730306.000,4503191.000,4539414.000,20803923.000
