,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,1458248.000,913582.000,,
AccountsPayableCurrent,,,195796.000,175288.000
AccountsReceivableNetCurrent,94090.000,0.000,0.000,
AccruedLiabilitiesCurrent,,,171840.000,370232.000
AccruedRoyaltiesCurrent,,,126213.000,162558.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,826886.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,0.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1322.000,-5197.000,-4753.000,1360.000
AdditionalPaidInCapital,365524914.000,365894522.000,366132126.000,366235402.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,
Assets,20904529.000,12914513.000,11679972.000,9468690.000
AssetsCurrent,19890599.000,12173220.000,11024999.000,8865741.000
AssetsNoncurrent,1013930.000,741293.000,654973.000,602949.000
AvailableForSaleSecuritiesCurrent,12929798.000,8937968.000,3848408.000,1670113.000
AvailableForSaleSecuritiesNoncurrent,0.000,0.000,0.000,
CashAndCashEquivalentsAtCarryingValue,1360459.000,2140284.000,5413782.000,5581552.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,26682332.000,26682332.000,27517749.000,27517749.000
CommonStockSharesOutstanding,26682332.000,26682332.000,27517749.000,27517749.000
CommonStockValue,26682.000,26682.000,27517.000,27517.000
ConvertibleDebtCurrent,165633.000,186256.000,139703.000,156149.000
ConvertibleDebtNoncurrent,462616.000,462616.000,328400.000,328400.000
DerivativeLiabilities,,1754250.000,1105890.000,1520969.000
EmployeeRelatedLiabilitiesCurrent,741280.000,521311.000,146966.000,161561.000
InventoryNet,4829458.000,190018.000,0.000,
InventoryValuationReserves,1329334.000,0.000,0.000,
Liabilities,6062205.000,4661567.000,2601148.000,3552810.000
LiabilitiesAndStockholdersEquity,20904529.000,12914513.000,11679972.000,9468690.000
LiabilitiesCurrent,2365161.000,2434937.000,1155691.000,1693007.000
LiabilitiesOtherThanLongtermDebtNoncurrent,10958.000,9764.000,11167.000,10434.000
NontradeReceivablesCurrent,560139.000,802031.000,1606489.000,1483594.000
OtherAssetsNoncurrent,14756.000,14756.000,14756.000,14756.000
OtherLiabilitiesNoncurrent,3223470.000,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,,
PrepaidExpenseCurrent,116655.000,102919.000,156320.000,130482.000
PropertyPlantAndEquipmentNet,999174.000,726537.000,640217.000,588193.000
RestructuringReserve,,813788.000,375173.000,667219.000
RetainedEarningsAccumulatedDeficit,-350707950.000,-357663061.000,-357076066.000,-360348399.000
StockholdersEquity,14842324.000,8252946.000,9078824.000,5915880.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,14842324.000,8252946.000,9078824.000,5915880.000
