,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableCurrent,1685000.000,1246000.000,1811000.000,1593000.000,1654000.000,1972000.000,1815000.000
AccountsReceivableNetCurrent,2153000.000,1908000.000,3318000.000,2627000.000,2843000.000,1736000.000,4291000.000
AccruedBonusesCurrent,117000.000,888000.000,1229000.000,391000.000,783000.000,1091000.000,612000.000
AccruedLiabilitiesCurrent,1784000.000,2706000.000,3361000.000,1898000.000,2787000.000,2586000.000,3150000.000
AccruedProfessionalFeesCurrent,402000.000,709000.000,196000.000,293000.000,112000.000,87000.000,
AccruedRoyaltiesCurrent,324000.000,193000.000,584000.000,191000.000,348000.000,295000.000,721000.000
AccruedSalesCommissionCurrent,,115000.000,202000.000,112000.000,117000.000,99000.000,224000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4320000.000,4510000.000,4692000.000,4885000.000,5118000.000,5433000.000,5793000.000
AdditionalPaidInCapital,9865000.000,171167000.000,171907000.000,172733000.000,173622000.000,174421000.000,175433000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,29000.000,0.000,0.000,0.000,0.000,0.000
Assets,52588000.000,87163000.000,83395000.000,75287000.000,69395000.000,62701000.000,58830000.000
AssetsCurrent,40623000.000,75082000.000,70195000.000,61537000.000,55008000.000,47847000.000,44201000.000
CashAndCashEquivalentsAtCarryingValue,33539000.000,68575000.000,62029000.000,53700000.000,47435000.000,40969000.000,34408000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,135715623.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1734599.000,15749938.000,15757725.000,15761725.000,15762725.000,15762725.000,15814008.000
CommonStockSharesOutstanding,1734599.000,15749938.000,15757725.000,15761725.000,15762725.000,15762725.000,15814008.000
CommonStockValue,0.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
ConstructionInProgressGross,,254000.000,932000.000,995000.000,558000.000,117000.000,162000.000
DeferredRevenue,,,,2286000.000,3047000.000,3521000.000,3918000.000
DeferredRevenueCurrent,446000.000,525000.000,1439000.000,2286000.000,3047000.000,3521000.000,3918000.000
DeferredTaxAssetsGross,,,48997000.000,,,,60276000.000
DeferredTaxAssetsNet,,,0.000,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,41141000.000,,,,50387000.000
DeferredTaxAssetsOther,,,2327000.000,,,,3599000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,5529000.000,,,,6290000.000
DeferredTaxAssetsValuationAllowance,,,48997000.000,,,,60276000.000
EmployeeRelatedLiabilitiesCurrent,777000.000,571000.000,1024000.000,670000.000,1036000.000,771000.000,1173000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,1300000.000,6400000.000,6700000.000,10200000.000,9300000.000,7800000.000,7100000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,924000.000,1056000.000,1110000.000,1252000.000,1404000.000,1555000.000,1683000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,1992000.000,,,,1773000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,556000.000,,,,564000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,323000.000,,,,330000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,358000.000,,,,333000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,372000.000,,,,385000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,521000.000,,,,428000.000
FiniteLivedIntangibleAssetsGross,5102000.000,5198000.000,5232000.000,5372000.000,5508000.000,5508000.000,5496000.000
FiniteLivedIntangibleAssetsNet,4178000.000,4142000.000,4122000.000,4120000.000,4104000.000,3953000.000,3813000.000
FurnitureAndFixturesGross,,,,749000.000,1070000.000,1262000.000,1354000.000
Goodwill,6817000.000,6817000.000,6817000.000,6817000.000,6817000.000,6817000.000,6817000.000
IntangibleAssetsNetExcludingGoodwill,4178000.000,4142000.000,4122000.000,4120000.000,4104000.000,3953000.000,3813000.000
InventoryFinishedGoodsNetOfReserves,1165000.000,1688000.000,1679000.000,1814000.000,1770000.000,1681000.000,2422000.000
InventoryNet,2643000.000,3507000.000,3884000.000,4353000.000,4161000.000,3971000.000,4456000.000
InventoryRawMaterialsNetOfReserves,1071000.000,1198000.000,1658000.000,2094000.000,2064000.000,1775000.000,1598000.000
InventoryWorkInProcessNetOfReserves,407000.000,621000.000,547000.000,445000.000,327000.000,515000.000,436000.000
LeaseholdImprovementsGross,,,,737000.000,753000.000,798000.000,835000.000
LiabilitiesAndStockholdersEquity,52588000.000,87163000.000,83395000.000,75287000.000,69395000.000,62701000.000,58830000.000
LiabilitiesCurrent,3933000.000,4495000.000,6629000.000,6793000.000,9547000.000,11210000.000,13424000.000
LongTermDebt,11754000.000,11826000.000,11897000.000,11914000.000,11981000.000,12047000.000,12131000.000
LongTermDebtCurrent,18000.000,18000.000,18000.000,1016000.000,2059000.000,3131000.000,4541000.000
LongTermDebtNoncurrent,11736000.000,11808000.000,11879000.000,10898000.000,9922000.000,8916000.000,7590000.000
MachineryAndEquipmentGross,,,,5020000.000,6013000.000,7160000.000,7274000.000
OperatingLeasesFutureMinimumPaymentsDue,2647000.000,4035000.000,3797000.000,,,,3243000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,460000.000,853000.000,843000.000,,,,932000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,471000.000,766000.000,485000.000,,,,16000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,457000.000,850000.000,766000.000,,,,512000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,450000.000,843000.000,850000.000,,,,841000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,485000.000,485000.000,0.000,,,,0.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,324000.000,238000.000,853000.000,,,,942000.000
OtherAccruedLiabilitiesCurrent,88000.000,154000.000,50000.000,165000.000,216000.000,167000.000,420000.000
OtherAssetsNoncurrent,10000.000,10000.000,10000.000,10000.000,15000.000,17000.000,17000.000
PreferredStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,2288000.000,1092000.000,964000.000,857000.000,569000.000,1171000.000,1046000.000
PropertyPlantAndEquipmentGross,5058000.000,5411000.000,6744000.000,7501000.000,8394000.000,9337000.000,9625000.000
PropertyPlantAndEquipmentNet,738000.000,901000.000,2052000.000,2616000.000,3276000.000,3904000.000,3832000.000
RetainedEarningsAccumulatedDeficit,-92811000.000,-100309000.000,-107022000.000,-115139000.000,-123698000.000,-131848000.000,-137619000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,416589.000,120188.000,,204701.000,109451.000,169528.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,1614025.000,1609644.000,1627426.000,1649112.000,1677820.000,1823202.000,1779870.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,8.360,8.410,8.470,8.530,8.600,8.880,9.160
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,16300000.000,,,,70000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,1614025.000,2305863.000,2388394.000,2839469.000,2932708.000,2859827.000,2759770.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,8.360,9.490,9.700,10.630,10.690,10.610,10.720
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,1605299.000,2304787.000,2379773.000,2836035.000,2926647.000,2850394.000,2746571.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,8.340,9.490,9.690,10.630,10.680,10.600,10.710
StockholdersEquity,36658000.000,70860000.000,64887000.000,57596000.000,49926000.000,42575000.000,37816000.000
UnamortizedDebtIssuanceExpense,222000.000,211000.000,199000.000,187000.000,175000.000,163000.000,150000.000
WarrantsAndRightsOutstanding,261000.000,,,,,,
