,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AdvertisingExpense,,539900000.000,585200000.000,671300000.000,713700000.000,712600000.000,676400000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,12006000.000,17283000.000
AmortizationOfDebtDiscountPremium,,194000.000,,,,,
AmortizationOfIntangibleAssets,,41708000.000,47929000.000,45787000.000,42061000.000,28600000.000,28400000.000
AssetImpairmentCharges,,,,,,,3394000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,7.400,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,7.270,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,808867000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,10411978000.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,33500000.000,30800000.000,10700000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,33582000.000,,,,
CapitalLeaseObligationsIncurred,,,,4882000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-451011000.000,256233000.000,178942000.000,195492000.000,-26290000.000,282257000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,15400000.000,5300000.000,22600000.000,55600000.000,88600000.000,63100000.000
CommonStockDividendsPerShareCashPaid,,2.610,3.030,0.915,1.107,1.330,1.530
ComprehensiveIncomeNetOfTax,,735206000.000,1053581000.000,1452294000.000,556953000.000,890643000.000,1075865000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,2075000.000,139000.000,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,737281000.000,1053720000.000,1452294000.000,556953000.000,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,,22648000.000,,,,,
CooperativeAdvertisingExpense,,,,,,61900000.000,55800000.000
CostOfGoodsSold,,5128602000.000,5817880000.000,5931469000.000,6288190000.000,6393800000.000,6196335000.000
CostsAndExpenses,,8214441000.000,9414588000.000,9772501000.000,10844437000.000,10715748000.000,10519777000.000
CurrentFederalTaxExpenseBenefit,,193433000.000,231282000.000,238816000.000,205618000.000,194851000.000,150428000.000
CurrentForeignTaxExpenseBenefit,,57738000.000,100635000.000,103752000.000,138634000.000,112885000.000,124871000.000
CurrentIncomeTaxExpenseBenefit,,285217000.000,356534000.000,364741000.000,382925000.000,341708000.000,314689000.000
CurrentStateAndLocalTaxExpenseBenefit,,34046000.000,24617000.000,22173000.000,38673000.000,33972000.000,39390000.000
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,,21692000.000,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,-10867000.000,-13999000.000,-15265000.000,-78362000.000,,
DeferredFederalStateAndLocalTaxExpenseBenefit,,,,,,401000.000,-63610000.000
DeferredForeignIncomeTaxExpenseBenefit,,,-6798000.000,2895000.000,298000.000,6687000.000,-8015000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,14600000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,4029000.000,146079000.000,84882000.000,189824000.000,-56624000.000,
DefinedBenefitPlanActuarialNetGainsLosses,,110254000.000,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,-43088000.000,-69744000.000,-85356000.000,-37518000.000,-61966000.000,
DefinedBenefitPlanAmortizationOfNetGainsLosses,,70500000.000,85300000.000,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,3453000.000,3357000.000,1270000.000,5445000.000,3038000.000,
DefinedBenefitPlanAssetsTransferredToFromPlan,,,,0.000,0.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.057,0.051,0.039,0.046,0.039,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.077,0.075,0.057,0.047,0.060,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.040,,0.038,0.035,0.039,
DefinedBenefitPlanBenefitsPaid,,-82787000.000,76813000.000,73308000.000,88746000.000,87994000.000,
DefinedBenefitPlanContributionsByEmployer,,10232000.000,112892000.000,117591000.000,67808000.000,273520000.000,
DefinedBenefitPlanContributionsByPlanParticipants,,2455000.000,2677000.000,2975000.000,3429000.000,3483000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,89689000.000,80619000.000,94585000.000,90674000.000,111095000.000,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,-1712000.000,3909000.000,3551000.000,-16156000.000,-7367000.000,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,,-1339000.000,3198000.000,3175000.000,-11587000.000,-5265000.000,
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,37500000.000,62100000.000,-65200000.000,-45400000.000
DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,,,,5400000.000,3000000.000,2600000.000,2900000.000
DefinedBenefitPlanInterestCost,,78859000.000,77013000.000,72003000.000,81496000.000,77620000.000,
DefinedBenefitPlanNetPeriodicBenefitCost,,56578000.000,92693000.000,89489000.000,57948000.000,64814000.000,
DefinedBenefitPlanPlanAmendments,,,-5518000.000,21321000.000,263000.000,-1510000.000,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,-4062000.000,
DefinedBenefitPlanServiceCost,,20867000.000,23198000.000,25445000.000,24163000.000,29223000.000,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,,0.350,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,,0.250,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,,0.600,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,,0.460,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMaximum,,0.100,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMinimum,,0.000,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMaximum,,0.120,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMinimum,,0.080,,,,,
Depreciation,,127203000.000,148969000.000,157810000.000,172443000.000,,
DepreciationAndAmortization,,,,,,272075000.000,281577000.000
DepreciationDepletionAndAmortization,,198735000.000,237956000.000,253273000.000,274883000.000,272075000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,-7387000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,-0.240
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,-0.240
EarningsPerShareBasic,,8.130,9.890,2.760,2.420,2.900,2.580
EarningsPerShareDiluted,,7.980,9.700,2.710,2.380,2.850,2.540
EffectOfExchangeRateOnCashAndCashEquivalents,,15406000.000,4039000.000,7005000.000,-65461000.000,-66683000.000,-6369000.000
EmployeeBenefitsAndShareBasedCompensation,,46346000.000,,,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,300000.000,200000.000,119000.000,797000.000,1345000.000,1332000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,28200000.000,34200000.000,32059000.000,41725000.000,28090000.000,22870000.000
EntityWideRevenueMajorCustomerPercentage,,,0.210,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,33153000.000,47213000.000,48140000.000,64437000.000,56920000.000,
FiniteLivedIntangibleAssetsAmortizationExpense,,41700000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,27300000.000,,,,,
ForeignCurrencyTransactionGainLossRealized,,,18600000.000,9100000.000,6100000.000,-9000000.000,-9200000.000
FutureAmortizationExpenseYearFive,,41100000.000,,,,,
FutureAmortizationExpenseYearFour,,42800000.000,,,,,
FutureAmortizationExpenseYearOne,,48500000.000,,,,,
FutureAmortizationExpenseYearThree,,44600000.000,,,,,
FutureAmortizationExpenseYearTwo,,46300000.000,,,,,
GainLossOnSaleOfBusiness,,,44485000.000,,,,-104357000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,16600000.000,
GoodwillAcquiredDuringPeriod,,871884000.000,,,,,
GoodwillAndIntangibleAssetImpairment,,,,0.000,396362000.000,143562000.000,79644000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,-12104000.000
GoodwillImpairmentLoss,,,,0.000,142361000.000,0.000,39344000.000
GoodwillPeriodIncreaseDecrease,,,-20000000.000,,,,
GoodwillPurchaseAccountingAdjustments,,,-19991000.000,,,,
GoodwillTranslationAdjustments,,,,11993000.000,-54433000.000,-36549000.000,
GoodwillTranslationAndPurchaseAccountingAdjustments,,-16127000.000,5309000.000,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,0.000,,,
IncomeLossFromContinuingOperations,,,,,,,1172527000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,2304000.000,139000.000,,,,
