,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,0.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,81446.000,378806.000,424323.000,429795.000,513134.000,440719.000,466434.000,441823.000,419090.000,417816.000,428952.000,407120.000,435567.000,432818.000,482288.000,321867.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,6368.000,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,760156.000,647222.000,856830.000,970256.000,1098786.000,1213739.000,1298369.000,1372358.000,1455540.000,1647037.000,2324517.000,2677066.000,3043282.000,3482387.000,815091.000,572929.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,20.000,,,,,,,,
AccountsReceivableNetCurrent,,,,,,38512.000,27840.000,22575.000,53693.000,249.000,,,,,,,317250.000,111959.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,37500.000,52500.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,14551.000,,20721.000,23807.000,26892.000,29977.000,22879.000,24267.000,25924.000,27581.000,28514.000,28931.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-58500.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-31500.000,-138204.000,-61650.000,0.000,0.000,,,,,,,,,,,
AdditionalPaidInCapital,705162.000,810136.000,942627.000,953822.000,820162.000,820162.000,1947325.000,2051075.000,2131050.000,2183526.000,3580931.000,3650881.000,3657376.000,4013145.000,4013145.000,4520979.000,5339729.000,5882327.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,0.000,,,
Assets,294233.000,495891.000,522890.000,358220.000,77034.000,112158.000,188284.000,169757.000,104188.000,38562.000,48363.000,52509.000,27616.000,70661.000,31802.000,19196.000,426400.000,283675.000
AssetsCurrent,12465.000,216751.000,246405.000,84392.000,47982.000,84746.000,148270.000,128073.000,65590.000,3049.000,15936.000,23167.000,15798.000,60231.000,13989.000,3040.000,411177.000,265037.000
AssetsFairValueDisclosure,,,,74128.000,14400.000,0.000,0.000,,,,,,,,,,,
AssetsNoncurrent,,,,,,,,,,,32427.000,29342.000,11818.000,10430.000,17813.000,16156.000,15223.000,18638.000
AvailableForSaleSecurities,,,222000.000,74128.000,14400.000,0.000,0.000,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,,195000.000,,212332.000,76050.000,76050.000,0.000,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,74128.000,14400.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,138204.000,61650.000,,,,,,,,,,,,,
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,,,101864.000,84507.000
Cash,6111.000,14944.000,16466.000,4177.000,5831.000,41930.000,109172.000,104134.000,9254.000,1272.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,16466.000,4177.000,5831.000,41930.000,109172.000,104134.000,9254.000,1272.000,15118.000,22963.000,13677.000,52474.000,1281.000,215.000,59578.000,20332.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,,,,0.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,90280000.000,90540000.000,90630000.000,90680000.000,90280000.000,90280000.000,30281180.000,30281180.000,30531180.000,30781180.000,41107676.000,41607676.000,41657680.000,41107680.000,42107676.000,47107680.000,47107680.000,47361606.000
CommonStockSharesOutstanding,90280000.000,90540000.000,90280000.000,90680000.000,90280000.000,90280000.000,30281180.000,30281180.000,30531180.000,30781180.000,41107676.000,41607676.000,41657680.000,41107680.000,42107676.000,47107680.000,47107680.000,47361606.000
CommonStockValue,9028.000,9054.000,9063.000,9068.000,9028.000,9028.000,3028.000,3028.000,3053.000,3078.000,4112.000,4162.000,4167.000,4212.000,4212.000,4712.000,4712.000,4737.000
ContractReceivableRetainage,,,,,,,,,,,,,,,,,33250.000,49897.000
ConvertibleDebt,,,,120000.000,25000.000,,,,,,,7500.000,18083.000,27405.000,44394.000,,144710.000,172648.000
ConvertibleDebtCurrent,3571.000,33786.000,16667.000,120000.000,25000.000,25000.000,125000.000,250000.000,250000.000,250000.000,62500.000,3333.000,18083.000,57969.000,189366.000,164038.000,143031.000,143031.000
ConvertibleDebtNoncurrent,,,70000.000,,,,,,,,,,,,,,1679.000,29617.000
DebtInstrumentConvertibleConversionPrice1,,,,,0.050,0.050,,,,,,0.120,0.120,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,,,0.200
DebtInstrumentInterestRateStatedPercentage,,,,,,0.080,0.080,0.040,0.080,0.080,,0.080,,,,,0.080,0.080
DebtInstrumentUnamortizedDiscount,,,,120000.000,,,0.000,,,,,,,,5606.000,,23321.000,20349.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,20931.000,11503.000
DebtInstrumentUnamortizedDiscountNoncurrent,,,,,,,,,,,,,,,,,46293.000,88034.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,28993.000,23321.000,195383.000
DeferredCompensationArrangementWithIndividualSharesAuthorizedForIssuance,,,,,,,,,,,,,,,,,,253926.000
DeferredRentCredit,,,,4310.000,,,,,,,,,,,,,,
DeferredRevenue,,,,,19107.000,0.000,0.000,,,,,,,,,,,
DeferredRevenueCurrent,,,,,20000.000,0.000,0.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,921000.000,,,,1561000.000,,,,1904000.000,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,431000.000,,,,568000.000,,,,1152000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsSeverancePayments,,,,,,,490000.000,,,,624000.000,,,,752000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,921000.000,,,,1561000.000,,,,1904000.000,,,
DerivativeLiabilities,,,,,,,,,,,,,,62270.000,60356.000,26116.000,81739.000,353398.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,62269.000,60356.000,26116.000,81739.000,353398.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,969989.000,969949.000,-1354070.000,1666587.000,2415742.000,2650459.000,3587165.000,3876980.000,4132894.000,4331599.000,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,12000.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,1993582.000,2156082.000,377000.000,105000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,210000.000,120000.000,30000.000,210000.000,210000.000,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,,,,,62269.000,60356.000,26116.000,11046.000,15828.000
IntangibleAssetsCurrent,,,243288.000,242027.000,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,245795.000,244548.000,,,,,,,,,,,,,,,,
InterestPayableCurrent,,,,,3875.000,2136.000,,,,,,12375.000,14039.000,3434.000,4421.000,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,1439.000,2437.000,16401.000,15863.000,27343.000,32611.000,44106.000
InvestmentOwnedAtCost,,,,,,,,,,,0.000,,,,,,,
InvestmentOwnedBalanceShares,,,,,,,,,,,0.000,,,,,,,
InvestmentsFairValueDisclosure,,,,,,,,,,,0.000,,,,,,,
Liabilities,,,,,1725235.000,1933426.000,1825095.000,1992633.000,2102978.000,2183556.000,2143505.000,2332044.000,3057660.000,3364854.000,3905990.000,4404459.000,4314021.000,4085505.000
LiabilitiesAndStockholdersEquity,294233.000,495891.000,522890.000,358220.000,77034.000,112158.000,188284.000,169757.000,104188.000,38562.000,48363.000,52509.000,27616.000,70661.000,31802.000,19196.000,426400.000,283675.000
LiabilitiesCurrent,550031.000,705149.000,956769.000,1200120.000,1706128.000,1933426.000,1825095.000,1992633.000,2102978.000,2183556.000,2143505.000,2332044.000,3057660.000,3364854.000,3905990.000,4404459.000,2151994.000,1796702.000
LiabilitiesNoncurrent,,,,,19107.000,0.000,0.000,,,,,,,,,,2162027.000,2288803.000
LongTermNotesPayable,,,,,,,,,,,,,,,,,,193667.000
MachineryAndEquipmentGross,,,,,,,,,,,,,,27760.000,36800.000,36800.000,,
NotesAndLoansReceivableNetCurrent,,,,,,,,,,,,,,,,,,50000.000
NotesPayable,,,,,,,,,,,155000.000,217500.000,240000.000,132500.000,132500.000,,,
NotesPayableCurrent,,,,12000.000,89800.000,214800.000,88000.000,88000.000,88000.000,118000.000,155000.000,217500.000,240000.000,132500.000,132500.000,137500.000,137500.000,132500.000
NotesPayableRelatedPartiesClassifiedCurrent,,2500.000,28500.000,42092.000,40675.000,40675.000,175.000,175.000,175.000,1375.000,51375.000,43025.000,28025.000,525.000,525.000,525.000,195464.000,525.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,43025.000,28025.000,525.000,525.000,525.000,2249046.000,1923525.000
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,2053582.000,1923000.000
OperatingLossCarryforwards,,,,,,,1146208.000,,,,1510000.000,,,,3062000.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,1192000.000,,,,,,,
OtherAssets,,,254948.000,253687.000,29052.000,27412.000,40014.000,41683.000,38598.000,35513.000,,,,,,,,
OtherAssetsNoncurrent,257455.000,256208.000,,,,,,,,,,,,,,,,
OtherLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,44.000,5324.000
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
PreferredStockSharesIssued,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesOutstanding,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockValue,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,,,,1099.000,32849.000
PrepaidExpenseCurrent,6354.000,6807.000,7939.000,6087.000,27751.000,4304.000,11258.000,1364.000,2643.000,1528.000,818.000,204.000,2121.000,7757.000,12708.000,2825.000,,
PropertyPlantAndEquipmentGross,,,,,,,,,,48127.000,,,,,,,,
PropertyPlantAndEquipmentNet,24313.000,22932.000,21537.000,20141.000,17392.000,15752.000,28821.000,30490.000,27405.000,24320.000,21234.000,18149.000,4881.000,3493.000,10876.000,9219.000,8286.000,11701.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,-5680186.000,-5934579.000,-6691588.000,-7311551.000,-7891546.000,,-9232063.000,-9688895.000
SecurityDeposit,11660.000,11660.000,11660.000,11660.000,11660.000,11660.000,11193.000,11193.000,11193.000,11193.000,11193.000,11193.000,6937.000,6937.000,6937.000,6937.000,6937.000,6937.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,330625.000,52500.000,,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,,,,,,,,5500000.000,5500000.000,0.000,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,,0.070,0.070,0.000,,,,,,,,
SharesIssuedPricePerShare,,,,,,,,,,,,0.800,,,,,,
ShortTermBorrowings,,,,,,25000.000,,125000.000,125000.000,125000.000,,,,,,,,
ShortTermDebtPercentageBearingFixedInterestRate,,,,,,0.040,,,,,,,,,,,,
StockholdersEquity,-255798.000,-209258.000,-433879.000,-841900.000,-1648201.000,-1821268.000,-1636811.000,-1822876.000,-1998790.000,-2144994.000,-2095142.000,-2279535.000,-3030044.000,-3294193.000,-3874188.000,-4385263.000,-3887621.000,-3801830.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-1648201.000,-1821268.000,-1636811.000,-1822876.000,-1998790.000,-2144994.000,-2095142.000,-2279535.000,-3030044.000,-3294193.000,-3874188.000,-4385263.000,-3887621.000,-3801830.000
