,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1328000.000,,,,1383000.000,,,,2170000.000,,,,458000.000
AllocatedShareBasedCompensationExpense,379000.000,4096000.000,1328000.000,1313000.000,1586000.000,841000.000,1383000.000,804000.000,791000.000,808000.000,2170000.000,611000.000,576000.000,572000.000,458000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4256768.000,,,,4574983.000,,,,6639634.000,,,,4417289.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,-2964000.000,,,,-6011000.000
ComprehensiveIncomeNetOfTax,-12564000.000,-20544000.000,-18717000.000,-16780000.000,-14915000.000,-13397000.000,-12397000.000,-8926000.000,-5877000.000,3212000.000,-7234000.000,-5384000.000,-1597000.000,-5461000.000,-8336000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-37000.000,-27000.000,-29000.000,-20000.000,-24000.000,-20000.000,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-18680000.000,-16753000.000,-14886000.000,-13377000.000,-12373000.000,-8946000.000,-5877000.000,3164000.000,-7234000.000,-5384000.000,-1597000.000,-5461000.000,-8336000.000
DepreciationDepletionAndAmortization,,,141000.000,,,,72000.000,,,,24000.000,,,,23000.000
EarningsPerShareBasicAndDiluted,-5.210,-1.340,-0.870,-0.770,-0.690,-0.610,-0.570,-0.410,-0.260,0.190,-0.270,-1.960,-0.290,-1.920,-1.230
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,-1000.000,,,,-30000.000,,,,6000.000,,,,5000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,0.000,,,,0.000,,,,0.000
FairValueAdjustmentOfWarrants,2000.000,31000.000,-16000.000,-3000.000,-1000.000,0.000,,,,,-271000.000,-8000.000,-2706000.000,-1003000.000,1549000.000
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,0.000,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,0.798,,,,0.785
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,0.014,,,,0.017
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,-271000.000,,,,1549000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,,,,,,,566000.000,,,,
GeneralAndAdministrativeExpense,3117000.000,5927000.000,4932000.000,3985000.000,3116000.000,3086000.000,2965000.000,2568000.000,2217000.000,1783000.000,3172000.000,2083000.000,1975000.000,1948000.000,2116000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12562000.000,-20089000.000,,,-14907000.000,,,,,,,,,,
IncomeTaxExpenseBenefit,,432000.000,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-408000.000,,,,-170000.000,,,,-125000.000,,,,84000.000
IncreaseDecreaseInAccruedLiabilities,,,1975000.000,,,,675000.000,,,,162000.000,,,,
IncreaseDecreaseInDeferredRevenue,,,-447000.000,,,,-114000.000,,,,-114000.000,,,,-113000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-3000.000,,,,-1000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,14000.000,,,,-593000.000,,,,-679000.000,,,,-740000.000
IncreaseDecreaseInReceivables,,,,,,,,,,,-136000.000,,,,95000.000
IncreaseDecreaseInRestrictedCash,,,,,,,75000.000,,,,,,,,
InterestExpense,2000.000,1000.000,,,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,-5385000.000,,,,-9884000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,853000.000,,,,,,,,1609000.000,,,,40000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,853000.000,,,,,,,,1609000.000,,,,40000.000
NetCashProvidedByUsedInInvestingActivities,,,9928000.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,9928000.000,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-16165000.000,,,,-9854000.000,,,,-4579000.000,,,,-6056000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-16165000.000,,,,-9854000.000,,,,-4579000.000,,,,-6056000.000
NetIncomeLoss,-12562000.000,-20521000.000,-18679000.000,-16753000.000,-14878000.000,-13372000.000,-12343000.000,-8955000.000,-5873000.000,3192000.000,-7240000.000,-5381000.000,-1599000.000,-5447000.000,-8341000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,-37000.000,-27000.000,-29000.000,-20000.000,-24000.000,-20000.000,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,-13594000.000,-20790000.000,-18679000.000,-16753000.000,-14878000.000,-13372000.000,,,,,,,,,
OperatingExpenses,13164000.000,21220000.000,19180000.000,16889000.000,15002000.000,13473000.000,12463000.000,9080000.000,7499000.000,6386000.000,8994000.000,7647000.000,5966000.000,6642000.000,7002000.000
