,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,,,,,,-132000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,,,,,1316000.000,,
AllocatedShareBasedCompensationExpense,,,,,1441000.000,913000.000,1222000.000,1243000.000,1209000.000,105000.000,861000.000,1200000.000,1102000.000,1277000.000,940000.000,1171000.000,789000.000,1085000.000,1173000.000,1266000.000,1316000.000,1554000.000,1715000.000
AmortizationOfIntangibleAssets,143000.000,,,,143000.000,,,,103000.000,,,,91000.000,,,,1000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,3010000.000,3028000.000,4977000.000,-7035000.000,3090000.000,3002000.000,4199000.000,-5750000.000,2393000.000,4156000.000,3993000.000,-6425000.000,3805000.000,3850000.000,3419000.000,-7454000.000,247000.000,16000.000,23000.000
AssetImpairmentCharges,,,,,,,2557000.000,,,,0.000,,,,,,,432000.000,0.000,,,0.000,0.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,0.000,0.000,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,3963000.000,,,,2157000.000,,,,5594000.000,,,,4472000.000,,,,5226000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1698000.000,,,,13032000.000,,,,3589000.000,,,,46000.000,,,,-33217000.000,,,,31000000.000,,
ComprehensiveIncomeNetOfTax,,,,,7972000.000,3743000.000,-13221000.000,-4084000.000,361000.000,155000.000,-3325000.000,-423000.000,516000.000,-1395000.000,-4077000.000,-3107000.000,-2141000.000,-1600000.000,-1241000.000,1918000.000,3398000.000,1565000.000,4016000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,-898000.000,-2234000.000,-937000.000
