,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,279059.000,412574.000,110460.000,175453.000,215333.000,62338.000,176853.000,178211.000,171222.000,237365.000,248938.000,202379.000,245887.000,217580.000,223988.000
AdditionalPaidInCapitalCommonStock,162796000.000,162799228.000,162805110.000,162810339.000,162812724.000,162816510.000,162819884.000,162822463.000,163098488.000,163532304.000,163533686.000,163535039.000,163535536.000,163608174.000,163608174.000
Assets,2380197.000,1910568.000,1330282.000,947723.000,680883.000,471770.000,262273.000,69567.000,565868.000,462123.000,183234.000,43233.000,384.000,2782.000,9444.000
AssetsCurrent,2380197.000,1910568.000,1330282.000,947723.000,680883.000,471770.000,262273.000,69567.000,565868.000,462123.000,183234.000,43233.000,384.000,2782.000,9444.000
CashAndCashEquivalentsAtCarryingValue,2287804.000,1778175.000,1290282.000,907723.000,640883.000,431770.000,247684.000,59567.000,555868.000,462123.000,163234.000,23233.000,384.000,2782.000,9444.000
CashFDICInsuredAmount,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,52428203.000,52428203.000,52428203.000,52428203.000,52423403.000,52428203.000,52423403.000,52428203.000,87928203.000,87928203.000,87928203.000,87928203.000,87928203.000,87928203.000,87928203.000
CommonStockSharesOutstanding,52428203.000,48333128.000,48333128.000,48333128.000,52423403.000,52428203.000,52423403.000,52428203.000,87928203.000,87928203.000,52423403.000,83833128.000,73074242.000,73074242.000,73074242.000
CommonStockSharesSubscriptions,,,,,,,,,,,,,,30000.000,69000.000
CommonStockValue,5242.000,5242.000,5242.000,5242.000,5242.000,5242.000,5242.000,5242.000,8792.000,8792.000,8792.000,8792.000,8792.000,8792.000,8792.000
DebtInstrumentFaceAmount,,,,,508697.000,,,,,,,,,,508697.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.047,0.047,,,,,,,,,
DebtInstrumentUnamortizedDiscount,140800.000,129652.000,118167.000,118167.000,94142.000,81580.000,81580.000,55304.000,41566.000,27411.000,12828.000,0.000,0.000,0.000,0.000
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,0.120,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,133000.000,,,,133000.000,,,,0.000
DeferredTaxAssetsGross,,,,,,,2550000.000,,,,2991000.000,,,,2993161.000
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,0.000,,,,,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2404000.000,,,,2845000.000,,,,2983161.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,5693000.000,,,,,,,,
DeferredTaxAssetsOther,,,,,,,3000.000,,,,3000.000,,,,0.000
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,10000.000,,,,10000.000,,,,10000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,,,,,0.000
DeferredTaxAssetsValuationAllowance,,,,,,,2550000.000,,,,2991000.000,,,,2993161.000
DueToRelatedPartiesNoncurrent,367896.000,379044.000,390530.000,402363.000,414555.000,427117.000,440059.000,453393.000,467131.000,481286.000,495869.000,508697.000,508697.000,508697.000,508697.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,14500.000,6621.000,6180.000,3231.000,0.000,496.000,,,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,0.000,,,,
IncomeTaxesReceivable,92393.000,92393.000,,,0.000,0.000,,,,,,,,,
Liabilities,646955.000,791618.000,500990.000,577816.000,629888.000,489455.000,616912.000,631604.000,638353.000,718651.000,744807.000,711075.000,754584.000,726277.000,732685.000
