,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,728000.000,8000.000,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,-712000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,10697000.000,,5284000.000,5784000.000,5968000.000,2580000.000,1035000.000
AdvertisingExpense,,,44525000.000,51607000.000,47372000.000,48533000.000,41268000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,44700000.000,44700000.000,,,
AmortizationOfDebtDiscountPremium,,,,,16252000.000,,
AmortizationOfFinancingCosts,2058000.000,,9606000.000,9940000.000,5657000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,5030000.000,5021000.000
AmortizationOfIntangibleAssets,,,9805000.000,9342000.000,15944000.000,15559000.000,10540000.000
AssetImpairmentCharges,,,,,709985000.000,1381642000.000,7752000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,83253000.000,,-153453000.000,88250000.000,-45552000.000,-23285000.000,44414000.000
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,,,551000.000,,,,
ComprehensiveIncomeNetOfTax,,,94861000.000,93129000.000,-652642000.000,-1249414000.000,-18259000.000
CostOfGoodsSold,,,,,,1610256000.000,1550185000.000
CostOfRevenue,975230000.000,,1240989000.000,1422143000.000,1608777000.000,,
CurrentFederalTaxExpenseBenefit,,,57900000.000,51700000.000,9900000.000,-1200000.000,-3800000.000
CurrentForeignTaxExpenseBenefit,,,100000.000,,100000.000,,-200000.000
CurrentIncomeTaxExpenseBenefit,,,64800000.000,62900000.000,14500000.000,3900000.000,-2200000.000
CurrentStateAndLocalTaxExpenseBenefit,,,6800000.000,11200000.000,4500000.000,5100000.000,1800000.000
DeferredFederalIncomeTaxExpenseBenefit,,,-12000000.000,-4400000.000,-63600000.000,-127400000.000,-10500000.000
DeferredForeignIncomeTaxExpenseBenefit,,,-200000.000,200000.000,,,
DeferredIncomeTaxExpenseBenefit,-2001000.000,,-8945000.000,-5234000.000,-75015000.000,-151232000.000,-5140000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,3300000.000,-1100000.000,-11400000.000,-23800000.000,5400000.000
DefinedBenefitPlanContributionsByEmployer,,,4085000.000,4598000.000,,,
DefinedContributionPlanCostRecognized,,,,,5714000.000,5720000.000,5730000.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.250,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.250,0.250,0.250,0.250
Depreciation,,,72471000.000,79394000.000,93458000.000,103966000.000,109503000.000
DepreciationAndAmortization,49756000.000,,,,,,
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,22380000.000,,
DerivativeLossOnDerivative,,,,12131000.000,,119000.000,10470000.000
EarningsPerShareBasic,1.920,,,,,,
EarningsPerShareDiluted,1.840,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,-679000.000,-1487000.000,-1197000.000,-427000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.367,0.394,0.084,0.106,0.237
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,-0.267
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,0.005,0.006,0.195
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,,,,,0.274,0.256,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,-0.013,-0.008,0.006,0.004,0.033
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.043,0.046,0.006,0.009,-0.040
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,-0.013,0.006,-0.003,-0.003,-0.071
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,,,,0.037
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,,,213100000.000,213100000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,356000.000,,,728000.000,8000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,356000.000,,,728000.000,8000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,-2027000.000,1539000.000
ForeignCurrencyTransactionLossBeforeTax,,,,,5480000.000,2000000.000,
GoodwillImpairmentLoss,,,,,562200000.000,1016815000.000,
GrossProfit,746997000.000,,986728000.000,1006114000.000,970918000.000,895571000.000,875277000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,145000000.000,,
ImpairmentOfLongLivedAssetsHeldForUse,,,631000.000,1874000.000,2785000.000,4522000.000,7752000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-1390009000.000,-30815000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,210054000.000,,151974000.000,145674000.000,-718332000.000,,
IncomeTaxEffectsAllocatedDirectlyToEquity,,,,4600000.000,1900000.000,-4400000.000,4400000.000
IncomeTaxEffectsAllocatedDirectlyToEquityEmployeeStockOptions,,,,-700000.000,,,
IncomeTaxExpenseBenefit,88549000.000,,55887000.000,57550000.000,-60559000.000,-147333000.000,-7301000.000
IncomeTaxExpenseBenefitIntraperiodTaxAllocation,,,,61500000.000,-58600000.000,-151700000.000,-2900000.000
IncomeTaxesPaid,87157000.000,,74088000.000,53427000.000,3985000.000,1328000.000,1245000.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,29930000.000,108559000.000,4934000.000,16910000.000,-62965000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,3727000.000,,-8474000.000,12428000.000,11016000.000,11945000.000,21707000.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,24200000.000,,22969000.000,88816000.000,15071000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,832000.000,701000.000,-741000.000
IncreaseDecreaseInOtherOperatingAssets,171000.000,,-655000.000,2040000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,9582000.000,,3053000.000,5290000.000,4585000.000,4265000.000,-5989000.000
IncreaseDecreaseInRetailRelatedInventories,,,,,,5351000.000,-57798000.000
InterestIncomeExpenseNet,-3914000.000,,-101684000.000,-104221000.000,,,
InterestIncomeExpenseNonoperatingNet,,,,,-74352000.000,-69801000.000,-79359000.000
InterestIncomeOther,,,,256000.000,324000.000,180000.000,67000.000
InterestPaid,1105000.000,,99227000.000,92195000.000,92973000.000,73923000.000,72558000.000
InvestmentIncomeInterest,284000.000,,276000.000,,,,
ManagementFeeAmountPaid,,,35000000.000,,,,
MarketingAndAdvertisingExpense,,,39093000.000,51545000.000,63278000.000,71095000.000,63427000.000
NetCashProvidedByUsedInFinancingActivities,-46188000.000,,-215666000.000,-11984000.000,-69492000.000,-53984000.000,-12852000.000
