,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalOther,825.000,,,,6540.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,200.000,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,,-0.000,-0.000,0.000,-0.000,,
GeneralAndAdministrativeExpense,825.000,,48.000,,,,-1250.000,
NetCashProvidedByUsedInFinancingActivities,825.000,2825.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,825.000,2825.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,-825.000,-6548.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-825.000,-6548.000,,,,,,
NetIncomeLoss,-825.000,-6548.000,-48.000,,,,-1250.000,
OperatingExpenses,825.000,,48.000,,,,-1250.000,
ProceedsFromIssuanceOfCommonStock,,2000.000,,,,,,
ProceedsFromRelatedPartyDebt,825.000,825.000,,,,,,
Revenues,,,,,,,1250.000,
SalesRevenueNet,,,,,,,1250.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,5000000.000,5000000.000,5000000.000,-10000000.000
