,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,,1200.000,0.000,0.000,,3500.000,5371.000
AccountsReceivableNetCurrent,621.000,621.000,621.000,621.000,621.000,,
AccruedLiabilitiesCurrent,,,48.000,141.000,262.000,387.000,513.000
AdditionalPaidInCapitalCommonStock,8100.000,8100.000,8100.000,8100.000,8100.000,8100.000,8100.000
Assets,3100.000,2224.000,3010.000,3911.000,2010.000,1228.000,5155.000
AssetsCurrent,3100.000,2224.000,3010.000,3911.000,2010.000,1228.000,5155.000
CashAndCashEquivalentsAtCarryingValue,2479.000,1603.000,2389.000,3290.000,1389.000,1228.000,5155.000
CashFDICInsuredAmount,,,,,,250000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000
CommonStockSharesIssued,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000
CommonStockSharesOutstanding,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000
CommonStockSharesSubscriptions,,0.000,,,,,
CommonStockValue,900.000,900.000,900.000,900.000,900.000,900.000,900.000
DeferredTaxAssetsNet,,,4623.000,5868.000,6657.000,0.000,9183.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,11854.000,15046.000,17068.000,21475.000,23545.000
Liabilities,,1200.000,5864.000,9957.000,10078.000,13703.000,19700.000
LiabilitiesAndStockholdersEquity,3100.000,2224.000,3010.000,3911.000,2010.000,1228.000,5155.000
NotesPayableCurrent,,,5816.000,9816.000,9816.000,9816.000,13816.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,,0.000,0.000,0.000,,0.000
PreferredStockSharesOutstanding,0.000,,0.000,0.000,0.000,,0.000
RetainedEarningsAccumulatedDeficit,-5900.000,-7976.000,-11854.000,-15046.000,-17068.000,-21475.000,-23545.000
StockholdersEquity,3100.000,1024.000,-2854.000,-6046.000,-8068.000,-12475.000,-14545.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1024.000,-2854.000,-6046.000,-8068.000,-12475.000,-14545.000
