,2013-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,19350.000
AdditionalPaidInCapital,9000.000
Assets,700.000
AssetsCurrent,700.000
Cash,700.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,10000000.000
CommonStockSharesOutstanding,10000000.000
CommonStockValueOutstanding,1000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,40150.000
DueToRelatedPartiesCurrent,1500.000
Liabilities,30850.000
LiabilitiesAndStockholdersEquity,700.000
LiabilitiesCurrent,30850.000
NotesPayableRelatedPartiesClassifiedCurrent,10000.000
OperatingLossCarryforwards,40150.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,-30150.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-30150.000
