,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,1538000.000,1875000.000,1946000.000,2094000.000,621000.000,848000.000,1134000.000,771000.000,629000.000,529000.000,1096000.000,510000.000,510000.000,533000.000,560000.000,384000.000,582000.000,522000.000,479000.000,654000.000,424000.000,574000.000
AccountsReceivableNetCurrent,16000.000,193000.000,373000.000,64000.000,95000.000,29000.000,18000.000,31000.000,9000.000,34000.000,47000.000,47000.000,40000.000,86000.000,189000.000,93000.000,106000.000,68000.000,263000.000,146000.000,142000.000,185000.000
AccruedLiabilitiesCurrent,332000.000,409000.000,344000.000,405000.000,384000.000,411000.000,600000.000,227000.000,154000.000,105000.000,401000.000,154000.000,199000.000,160000.000,246000.000,177000.000,201000.000,174000.000,216000.000,193000.000,245000.000,194000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1295000.000,,,,1418000.000,,,,1115000.000,,,,521000.000,,,,421000.000,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,98979000.000,107593000.000,107870000.000,109174000.000,109471000.000
AdditionalPaidInCapitalCommonStock,60066000.000,61283000.000,63251000.000,67623000.000,68110000.000,68795000.000,69054000.000,73987000.000,77128000.000,79555000.000,80943000.000,88966000.000,89222000.000,89977000.000,90811000.000,91350000.000,92064000.000,,,,,
AllowanceForDoubtfulAccountsReceivable,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
Assets,4228000.000,4057000.000,4458000.000,5672000.000,4127000.000,3505000.000,2062000.000,3286000.000,2413000.000,2451000.000,1859000.000,7096000.000,5561000.000,4180000.000,3261000.000,7827000.000,8553000.000,7608000.000,7562000.000,6402000.000,6108000.000,4908000.000
AssetsCurrent,2013000.000,1815000.000,2251000.000,3458000.000,1936000.000,1330000.000,486000.000,1760000.000,895000.000,1031000.000,478000.000,5763000.000,4209000.000,2856000.000,1979000.000,6592000.000,7212000.000,6180000.000,6142000.000,4964000.000,4639000.000,3476000.000
BridgeLoan,,,962000.000,,,,0.000,,,,323000.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,389000.000,,,,239000.000,,,,203000.000,,,,120000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,150000.000,,,,168000.000,,,,83000.000,,,,84000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,0.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,0.000,,,,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,71000.000,,,,,,,,36000.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,168000.000,,,,71000.000,,,,84000.000,,,,36000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,626000.000,289000.000,877000.000,2450000.000,920000.000,410000.000,32000.000,1068000.000,236000.000,416000.000,86000.000,5331000.000,3908000.000,2530000.000,1321000.000,6055000.000,6706000.000,5405000.000,5194000.000,4064000.000,3893000.000,2714000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,250000.000,250000.000,,648053.000,250000.000,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,849012.000,,,,5035156.000,,,,7056426.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,44497074.000,48057074.000,6644555.000,10986170.000,10986170.000,12236170.000,12569503.000,23866615.000,25808128.000,28555500.000,29394940.000,39788465.000,40120965.000,41114715.000,41859297.000,55211380.000,60175975.000,62161956.000,64823917.000,64823917.000,62601037.000,62707037.000
CommonStockSharesOutstanding,44497074.000,48057074.000,57.800,10986170.000,10986170.000,12236170.000,12569503.000,23866615.000,25808128.000,28555500.000,29394940.000,39788465.000,40120965.000,41114715.000,41859297.000,55211380.000,60175975.000,62161956.000,64823917.000,64823917.000,62601037.000,62707037.000
CommonStockValue,445000.000,480000.000,67000.000,110000.000,110000.000,123000.000,126000.000,239000.000,259000.000,286000.000,295000.000,398000.000,402000.000,412000.000,420000.000,553000.000,602000.000,622000.000,649000.000,649000.000,627000.000,628000.000
DebtInstrumentConvertibleConversionPrice1,,,3.280,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,56000.000,,,,0.000,,,,,,,,,,,,,,,
DeferredRentCreditNoncurrent,11000.000,3000.000,3000.000,3000.000,2000.000,15000.000,13000.000,12000.000,10000.000,0.000,13000.000,12000.000,11000.000,10000.000,9000.000,8000.000,7000.000,5000.000,3000.000,3000.000,13000.000,12000.000
DeferredRevenueCurrent,,,66000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,22560000.000,,,,24649000.000,,,,27770000.000,,,,23970000.000,,,,33270000.000,,,
DeferredTaxAssetsNet,,,0.000,,,,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,20677000.000,,,,22482000.000,,,,25740000.000,,,,21330000.000,,,,30160000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,,,,,,,,95400000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,,,,,,79000000.000,,,
DeferredTaxAssetsOther,,,118000.000,,,,252000.000,,,,310000.000,,,,70000.000,,,,-140000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,,18600000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,22560000.000,,,,24649000.000,,,,27770000.000,,,,23970000.000,,,,33270000.000,,,
DerivativeLiabilitiesCurrent,,,319000.000,91000.000,79000.000,49000.000,51000.000,53000.000,54000.000,10000.000,9000.000,10000.000,5000.000,4000.000,4000.000,6969000.000,17618000.000,9802000.000,1802000.000,1961000.000,1494000.000,1641000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,,,,52000.000,,,,,
FairValueAssumptionsExercisePrice,,,,,,,,,,,,,,,,,,,0.450,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,,,,2495000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,183000.000,,,,170000.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,183000.000,,,,180000.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,183000.000,,,,180000.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,183000.000,,,,180000.000,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,183000.000,,,,180000.000,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,,,,980000.000,943000.000,901000.000,858000.000
FiniteLivedPatentsGross,,,,,,,,,,,,,,,,,,1021000.000,3475000.000,,,
FurnitureAndFixturesGross,,,21000.000,,,,21000.000,,,,21000.000,,,,21000.000,,,,21000.000,,,
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,,,,0.000,,,,,,,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,1305000.000,1262000.000,1227000.000,1192000.000,1152000.000,1110000.000,,,,,
InventoryAdjustments,,,,-207000.000,-207000.000,-207000.000,,,,,,,,,,,,,,,,
InventoryFinishedGoods,,,178000.000,392000.000,354000.000,358000.000,295000.000,285000.000,329000.000,319000.000,147000.000,136000.000,93000.000,108000.000,111000.000,95000.000,97000.000,171000.000,230000.000,250000.000,242000.000,250000.000
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,,,,46000.000,,,
InventoryNet,889000.000,901000.000,654000.000,864000.000,836000.000,781000.000,365000.000,430000.000,429000.000,387000.000,249000.000,231000.000,186000.000,207000.000,207000.000,219000.000,237000.000,320000.000,350000.000,348000.000,340000.000,348000.000
