,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-10-31,2017-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,11761.000,15650.000,8674.000,2169.000,15164.000,10400.000,30319.000,22089.000
AdditionalPaidInCapital,40639.000,40639.000,40639.000,40639.000,40639.000,40639.000,40639.000,40639.000
Assets,26956.000,13892.000,3244.000,4825.000,3026.000,3026.000,736.000,736.000
CashAndCashEquivalentsAtCarryingValue,23058.000,10321.000,40364.000,,0.000,0.000,736.000,736.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000
CommonStockSharesOutstanding,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000,46367670.000
CommonStockValue,464.000,464.000,464.000,464.000,464.000,464.000,464.000,464.000
DueToRelatedPartiesCurrent,,,,,,763.000,1531.000,1531.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,1531.000,
InterestPayableCurrentAndNoncurrent,,,,,,,2509.000,3515.000
InventoryNet,3026.000,3026.000,3026.000,3026.000,3026.000,3026.000,,
LiabilitiesAndStockholdersEquity,26956.000,13892.000,3244.000,4825.000,3026.000,3026.000,736.000,736.000
LiabilitiesCurrent,11761.000,15650.000,9924.000,16944.000,29939.000,34288.000,70670.000,81277.000
LoansPayable,,,,,14775.000,23125.000,,56157.000
LoansPayableCurrent,,,1250.000,14775.000,,23125.000,38820.000,57657.000
LongTermNotesPayable,,,,,14775.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockValue,,,,,0.000,0.000,,
PrepaidExpenseCurrent,872.000,545.000,218.000,1799.000,,,,
RetainedEarningsAccumulatedDeficit,-25908.000,-42861.000,-47783.000,-53222.000,-68016.000,-72365.000,-111037.000,-121644.000
StockholdersEquity,15195.000,-1758.000,-6680.000,-12119.000,-26913.000,-31262.000,-69934.000,-80541.000
