,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,725620.000,872843.000,666416.000,518315.000,1150283.000,1515471.000,1162917.000,1196097.000,1062941.000,1161164.000
AccountsReceivableNetCurrent,839715.000,1096137.000,553725.000,754271.000,547585.000,576156.000,538314.000,941614.000,905577.000,823942.000
AccruedLiabilitiesCurrent,730423.000,860321.000,781104.000,612935.000,769982.000,852050.000,713646.000,611994.000,542462.000,429765.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,1622230.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4369.000,4369.000,4369.000,4369.000,4369.000,4369.000,4369.000,4369.000,4369.000,4369.000
AdditionalPaidInCapital,,,,,57515976.000,58190647.000,59484297.000,59702641.000,61049302.000,61166737.000
AdditionalPaidInCapitalCommonStock,56688845.000,56897601.000,57143953.000,57349020.000,,,,,,
AdvancesOnInventoryPurchases,,,,,98508.000,30262.000,184117.000,224886.000,191216.000,171918.000
AllowanceForDoubtfulAccountsReceivable,47626.000,47626.000,47450.000,38450.000,38450.000,38450.000,111800.000,51800.000,50310.000,50310.000
Assets,9219232.000,8103776.000,5021900.000,3378449.000,2859266.000,2817815.000,3754757.000,3079658.000,2979756.000,2505593.000
AssetsCurrent,7877822.000,6823130.000,4712926.000,3121719.000,2656052.000,2657580.000,3680126.000,3030285.000,2941410.000,2476620.000
CashAndCashEquivalentsAtCarryingValue,5255347.000,3754316.000,2184939.000,530581.000,230112.000,102167.000,1293136.000,104034.000,309979.000,35228.000
CashCashEquivalentsAndShortTermInvestments,,,,,240112.000,112167.000,,,,
CashFDICInsuredAmount,,,,,,,,250000.000,250000.000,250000.000
CashUninsuredAmount,,,,,,,0.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,0.600,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,250000000.000
CommonStockSharesIssued,12881027.000,12881027.000,12881027.000,12881027.000,12906027.000,12906027.000,,15323277.000,21600777.000,22100777.000
CommonStockSharesOutstanding,12881027.000,12881027.000,12881027.000,12881027.000,12906027.000,12906027.000,15296777.000,15323277.000,21600777.000,22100777.000
CommonStockSharesSubscribedButUnissued,,,,,,,,2212500.000,250000.000,
CommonStockSharesSubscriptions,,,,,,,647625.000,705125.000,20000.000,20000.000
CommonStockValue,12881.000,12881.000,12881.000,12881.000,12906.000,12906.000,15297.000,15324.000,21602.000,22102.000
DebtInstrumentConvertibleConversionPrice1,,,,,,1.310,0.100,,,0.100
DebtInstrumentFaceAmount,,,,,,1000000.000,4352250.000,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,3099146.000,1972058.000,1236267.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,6440778.000,,,
DeferredTaxAssetsGross,,,,,,,27308064.000,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,19548057.000,,,
