,2011-11-30,2012-05-31,2012-08-31
AccountsPayable,,,88316.000
AccountsPayableAndAccruedLiabilities,0.000,,
AccountsPayableCurrent,,56020.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1000.000,
AdditionalPaidInCapital,54000.000,439999.000,439999.000
Assets,8306.000,394905.000,556322.000
AssetsCurrent,,75018.000,33157.000
AssetsNoncurrent,,275190.000,
CapitalizedComputerSoftwareGross,,144678.000,64810.000
Cash,8306.000,,30297.000
CashAndCashEquivalentsAtCarryingValue,,72158.000,
CommonStockParOrStatedValuePerShare,,0.001,0.001
CommonStockSharesAuthorized,,750000000.000,750000000.000
CommonStockSharesIssued,,60001000.000,60001000.000
CommonStockSharesOutstanding,,60001000.000,60001000.000
CommonStockValue,6000.000,60001.000,60001.000
DeferredTaxAssetsOperatingLossCarryforwards,,,592000.000
DeferredTaxAssetsOther,,,228400.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-51694.000,-398615.000,-591994.000
DueToRelatedPartiesNoncurrent,,237500.000,
FurnitureAndFixturesGross,,2000.000,2000.000
IntangibleAssetsNetExcludingGoodwill,,120000.000,
LeaseholdImprovementsGross,,1681.000,1681.000
Liabilities,,293520.000,648316.000
LiabilitiesAndStockholdersEquity,8306.000,394905.000,556322.000
LiabilitiesCurrent,0.000,,238316.000
NotesPayable,,,150000.000
NotesPayableRelatedPartiesCurrent,,,410000.000
OperatingLossCarryforwards,,,228400.000
OperatingLossCarryforwardsValuationAllowance,,,-228400.000
OtherAssets,,,458500.000
OtherIntangibleAssetsNet,,,113792.000
PrepaidExpense,,,2860.000
PrepaidExpenseCurrent,,2860.000,
PropertyPlantAndEquipmentGross,,45697.000,68491.000
PropertyPlantAndEquipmentNet,,44697.000,64665.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,3826.000
SecurityDeposit,,10512.000,10512.000
SharesOutstanding,,,60000000.000
StockholdersEquity,8306.000,101385.000,-91994.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,101385.000,-91994.000
ValuationAllowancesAndReservesBalance,,,228400.000
