,2011-06-30,2011-09-30,2011-12-31,2012-06-26,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,587530.000,600987.000,630500.000,,568892.000,500102.000,430026.000,423484.000,432859.000,440303.000,436697.000,436974.000,411839.000
AccountsReceivableNetCurrent,9424.000,9881.000,10772.000,,,0.000,0.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1158187.000,8427.000,-403643.000,,386577.000,426544.000,480219.000,571064.000,511359.000,404549.000,310621.000,213080.000,92700.000
AdditionalPaidInCapital,83288291.000,83288291.000,83288291.000,,83288291.000,83288291.000,83288291.000,83288291.000,83288291.000,83288291.000,83288291.000,83288291.000,83288291.000
AdvancesToAffiliate,,,,,,,0.000,,,,,,
Assets,15243732.000,14053461.000,14464353.000,,2871160.000,2699943.000,2734622.000,2803799.000,2737807.000,2624647.000,2535277.000,2443488.000,2321170.000
AssetsCurrent,24418.000,24259.000,14460.000,,819.000,111117.000,64114.000,32374.000,26245.000,2974.000,794.000,762.000,724.000
AssetsNoncurrent,315494.000,315494.000,315494.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,800000.000,800000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,0.000,0.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,0.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,800000.000,,,,,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,800000.000,800000.000,800000.000,,,,,,
Cash,4185.000,3569.000,2879.000,,,0.000,0.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,4185.000,3569.000,2879.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ClassOfWarrantOrRightOutstanding,,,,,,,6501264.000,6501264.000,6501264.000,6501264.000,,,
CommitmentsAndContingencies,,,,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,750000000.000,750000000.000,750000000.000,,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,92582524.000,92582524.000,92582524.000,,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000
CommonStockSharesOutstanding,92582524.000,92582524.000,92582524.000,,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000,92582524.000
CommonStockSharesSubscriptions,330074.000,330075.000,330075.000,,,0.000,0.000,,,,92583.000,92583.000,
CommonStockValue,92583.000,92583.000,92583.000,,92583.000,92583.000,92583.000,92583.000,92583.000,92583.000,,,92583.000
CustomerDepositsCurrent,,,,,60251.000,0.000,0.000,,,,,,
