,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-64000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1155000.000,1781000.000
AllocatedShareBasedCompensationExpense,,1781000.000
AmortizationOfDeferredHedgeGains,,2694000.000
AssetImpairmentCharges,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2862000.000,1512000.000
CommonStockDividendsPerShareDeclared,0.920,1.130
ComprehensiveIncomeNetOfTax,47282000.000,57822000.000
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,,11986000.000
ConcentrationRiskPercentage1,,0.420
CurrentStateAndLocalTaxExpenseBenefit,,3000.000
DeferredFederalIncomeTaxExpenseBenefit,,-509000.000
DeferredIncomeTaxExpenseBenefit,-686000.000,-558000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-49000.000
DefinedBenefitPlanContributionsByEmployer,,381000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,1.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.060
Depreciation,45800000.000,53545000.000
DepreciationAndAmortization,48407000.000,57971000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,1840000.000,2144000.000
DirectOperatingCosts,5987000.000,5928000.000
Dividends,18550000.000,22926000.000
EarningsPerShareBasic,,2.290
EarningsPerShareBasicAndDiluted,1.960,2.290
EarningsPerShareDiluted,,2.290
EffectOfExchangeRateOnCashAndCashEquivalents,-136000.000,-93000.000
EffectiveIncomeTaxRateContinuingOperations,,-0.011
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.001
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.001
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,-0.356
FederalIncomeTaxExpenseBenefitContinuingOperations,,-509000.000
FinancialServicesRevenue,54337000.000,64762000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,51000.000
GainLossOnSaleOfPropertyPlantEquipment,687000.000,3135000.000
GoodwillImpairmentLoss,,0.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,1289000.000,2158000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,38745000.000,45932000.000
IncomeTaxExpenseBenefit,-691000.000,-504000.000
IncomeTaxesPaid,191000.000,73000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,17033000.000,71000.000
IncreaseDecreaseInAccountsReceivable,13382000.000,738000.000
IncreaseDecreaseInDeferredRevenue,-326000.000,-974000.000
IncreaseDecreaseInOtherOperatingAssets,1156000.000,681000.000
IncreaseDecreaseInRestrictedCash,12517000.000,7077000.000
InterestExpense,54638000.000,68702000.000
InterestPaid,46051000.000,61830000.000
InvestmentIncomeInterest,309000.000,265000.000
LongTermPurchaseCommitmentAmount,,2256000.000
NetCashProvidedByUsedInFinancingActivities,370931000.000,139011000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,370931000.000,139011000.000
NetCashProvidedByUsedInInvestingActivities,-467119000.000,-241387000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-467119000.000,-241387000.000
NetCashProvidedByUsedInOperatingActivities,93462000.000,103981000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,93462000.000,103981000.000
NetIncomeLoss,39436000.000,46436000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,45860000.000
OperatingLeasesIncomeStatementLeaseRevenue,104869000.000,122888000.000
OperatingLeasesRentExpenseNet,,809000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-136000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-93000.000
OtherComprehensiveIncomeLossNetOfTax,,11386000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,2694000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-3831000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,4151000.000,8785000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,80000.000,391000.000
OtherNonoperatingIncomeExpense,500000.000,2277000.000
OtherSalesRevenueNet,10273000.000,11265000.000
PaymentsForDerivativeInstrumentFinancingActivities,676000.000,
PaymentsForHedgeFinancingActivities,,16899000.000
PaymentsOfDividends,22554000.000,22926000.000
PaymentsOfFinancingCosts,10751000.000,6095000.000
PaymentsToAcquireOtherProductiveAssets,236683000.000,95825000.000
PaymentsToAcquireProductiveAssets,337503000.000,291478000.000
