,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,39800000.000,28900000.000,39400000.000,60900000.000,66300000.000,63200000.000,61700000.000,70000000.000
AccountsReceivableNetCurrent,,5300000.000,6200000.000,4800000.000,6100000.000,7400000.000,10800000.000,8000000.000,8400000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,4300000.000,,,,6800000.000,
AccruedLiabilitiesCurrent,,133900000.000,142800000.000,127000000.000,126100000.000,129000000.000,124600000.000,143000000.000,132200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,236000000.000,,,,278000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,900000.000,3200000.000,1400000.000,2900000.000,2700000.000,2700000.000,700000.000
AdditionalPaidInCapital,,383700000.000,395000000.000,454600000.000,477900000.000,489700000.000,548000000.000,608300000.000,645800000.000
Assets,,3440000000.000,3470100000.000,3498800000.000,3596800000.000,3670700000.000,3741200000.000,3786900000.000,3889900000.000
AssetsCurrent,,645000000.000,683700000.000,693900000.000,811800000.000,860700000.000,940600000.000,932800000.000,1046200000.000
CapitalLeaseObligationsCurrent,,,,12000000.000,,,,6900000.000,
CashAndCashEquivalentsAtCarryingValue,,289400000.000,327700000.000,348000000.000,431700000.000,472100000.000,556200000.000,566100000.000,658200000.000
CommonStockSharesOutstanding,,155351000.000,155661000.000,157481000.000,158170000.000,161300000.000,165334000.000,167112000.000,169043000.000
CreditAndDebitCardReceivablesAtCarryingValue,,,,12200000.000,,,,15500000.000,
DebtInstrumentCarryingAmount,,1089000000.000,1086300000.000,1083500000.000,1080700000.000,1078000000.000,1075300000.000,1072500000.000,1072500000.000
DebtInstrumentUnamortizedDiscount,,39900000.000,38300000.000,36800000.000,35200000.000,33700000.000,32100000.000,30500000.000,33000000.000
DeferredFinanceCostsNet,,,,2700000.000,,,,2300000.000,2100000.000
DeferredIncomeTaxLiabilities,,,,8400000.000,,,,8700000.000,
DeferredRevenueCurrent,,914200000.000,934000000.000,937700000.000,994200000.000,1026800000.000,1043300000.000,1043500000.000,1111800000.000
DeferredRevenueNoncurrent,,468500000.000,478500000.000,478500000.000,504300000.000,518200000.000,528400000.000,532700000.000,559100000.000
DeferredTaxAssetsInvestmentInSubsidiaries,,,,4700000.000,,,,188300000.000,
DeferredTaxAssetsLiabilitiesNet,,,,5400000.000,,,,5000000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,5400000.000,6200000.000,7000000.000,7800000.000,5000000.000,5400000.000
DeferredTaxAssetsNet,,,,13800000.000,,,,13700000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,131900000.000,,,,167400000.000,
DeferredTaxAssetsOther,,,,700000.000,,,,2300000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,300000.000,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,2600000.000,,,,2700000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,500000.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,126900000.000,,,,358200000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,8400000.000,,,,8700000.000,
DepositsAssetsCurrent,,20200000.000,21200000.000,18700000.000,25400000.000,21000000.000,21600000.000,20600000.000,18700000.000
DueToRelatedPartiesCurrent,,2500000.000,3000000.000,5300000.000,3600000.000,6900000.000,,10000000.000,3000000.000
DueToRelatedPartiesNoncurrent,,167900000.000,167900000.000,151600000.000,152600000.000,193900000.000,199500000.000,202600000.000,197600000.000
EmployeeRelatedLiabilitiesCurrent,,,,64700000.000,,,,74000000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,53300000.000,56200000.000,53800000.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,300500000.000,324800000.000,350800000.000,372700000.000,394500000.000,420200000.000,439900000.000,312900000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,20500000.000,20400000.000,0.000,0.000,0.000,700000.000,0.000,2800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,89100000.000,,,,58300000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,46700000.000,26100000.000,,67200000.000,45600000.000,20400000.000,,43500000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,24000000.000,25900000.000,20400000.000,20400000.000,20400000.000,21500000.000,2600000.000,2600000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,39500000.000,44400000.000,25900000.000,25900000.000,26100000.000,27400000.000,23500000.000,23400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,47500000.000,52500000.000,44600000.000,44600000.000,44900000.000,46400000.000,30900000.000,30000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,82200000.000,88800000.000,52800000.000,52800000.000,53100000.000,54600000.000,50100000.000,49200000.000
FiniteLivedIntangibleAssetsNet,,260400000.000,258100000.000,232800000.000,210900000.000,190100000.000,171000000.000,165400000.000,151500000.000
