,2011-06-30,2011-09-30,2011-12-31
AdditionalPaidInCapital,1500.000,,1500.000
AssetsCurrent,200.000,,200.000
CashAndCashEquivalentsAtCarryingValue,200.000,200.000,200.000
CommonStockParOrStatedValuePerShare,0.000,,0.000
CommonStockSharesAuthorized,100000000.000,,100000000.000
CommonStockSharesIssued,5000000.000,,5000000.000
CommonStockSharesOutstanding,5000000.000,,5000000.000
CommonStockValue,500.000,,500.000
DueToOfficersOrStockholdersCurrent,1800.000,,3585.000
Liabilities,1800.000,,3585.000
LiabilitiesAndStockholdersEquity,200.000,,200.000
PreferredStockParOrStatedValuePerShare,0.000,,0.000
PreferredStockSharesAuthorized,10000000.000,,10000000.000
PreferredStockSharesIssued,0.000,,0.000
PreferredStockSharesOutstanding,0.000,,0.000
PreferredStockValue,0.000,,
RetainedEarningsAccumulatedDeficit,-3600.000,,-5385.000
StockholdersEquity,-1600.000,,-3385.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1600.000,,-3385.000
