,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000,,,,,,,,,,,,,,
DepreciationExpense,6625.000,6625.000,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,,,0.000,-0.000,-0.000
ForeignCurrencyTransactionGainLossRealized,,2047.000,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,10149.000,15327.000,2379.000,2380.000,2380.000,2379.000,1877.000,1877.000,1877.000,1877.000,1877.000,1867.000,,,1195.000,105.000,8270.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-2839.000,-2840.000,-2839.000,-8839.000,-2337.000,-2337.000,-2337.000,-2336.000,-2337.000,-2327.000,,,-91930.000,-11145.000,-18770.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-119770.000,-135819.000,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,2839.000,,,,2337.000,,,,2337.000,,,,91930.000,,
InterestPaid,,,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,,,,,,,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,,,,,0.000,,,,,,
NetIncomeLoss,-119770.000,-133772.000,-2839.000,-2840.000,-2839.000,-8839.000,-2337.000,-2337.000,-2337.000,-2336.000,-2337.000,-2327.000,,,-91930.000,-11145.000,-18770.000
OperatingExpenses,119770.000,135819.000,2839.000,2840.000,2839.000,8839.000,2337.000,2337.000,2337.000,2336.000,2337.000,2327.000,,,91930.000,11145.000,18770.000
OperatingIncomeLoss,,,-2839.000,-2840.000,-2839.000,-8839.000,-2337.000,-2337.000,-2337.000,-2336.000,-2337.000,-2327.000,,,-91930.000,-11145.000,-18770.000
OtherIncome,,2047.000,,,,,,,,,,,,,,,
ProfessionalFees,102996.000,113867.000,460.000,460.000,459.000,6460.000,460.000,460.000,460.000,459.000,460.000,460.000,,,90735.000,11040.000,10500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,20677000.000,20677000.000,20677000.000,-41324000.000,20707000.000,20677000.000,20677000.000,-41354000.000,20707000.000,20677000.000,20677000.000,-41354000.000,20707000.000,40707000.000,40707000.000
WeightedAverageNumberOfSharesOutstandingBasic,20647000.000,20647000.000,,,,,,,,,,,,,,,
