,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,33037000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,6574000.000,5926000.000,5344000.000,-1252000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,-1663000.000,-1557000.000,-1111000.000,-981000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,1674000.000,1482000.000,1502000.000,741000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1557000.000,1226000.000,-768000.000,-436000.000,1824000.000,1531000.000,1382000.000,-2974000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,,1413000.000,1356000.000,1349000.000,0.000
AdditionalPaidInCapital,31935000.000,31917000.000,31895000.000,31892000.000,32350000.000,32469000.000,32497000.000,32515000.000
Assets,1623090000.000,1586867000.000,1568651000.000,1607142000.000,1553177000.000,1601683000.000,1550520000.000,1527805000.000
AvailableForSaleSecurities,293133000.000,307167000.000,320774000.000,365970000.000,354188000.000,348562000.000,377051000.000,273553000.000
AvailableForSaleSecuritiesAmortizedCost,288304000.000,301274000.000,315890000.000,361199000.000,345957000.000,341273000.000,370679000.000,275550000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,19846000.000,32185000.000,51979000.000,122753000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,16538000.000,30359000.000,50699000.000,122444000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,3308000.000,1826000.000,1280000.000,309000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,345957000.000,341273000.000,370679000.000,275550000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,354188000.000,348562000.000,377051000.000,273553000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,2420000.000,2417000.000,2769000.000,4457000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,210327000.000,207088000.000,248844000.000,230278000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,2264000.000,2163000.000,2158000.000,18000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,2420000.000,2417000.000,2769000.000,4457000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,156000.000,254000.000,611000.000,4439000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,10651000.000,9706000.000,9141000.000,2460000.000
BankOwnedLifeInsurance,22174000.000,22350000.000,22477000.000,22674000.000,23032000.000,23222000.000,23395000.000,23586000.000
Capital,,,,,149994000.000,155088000.000,158512000.000,154687000.000
CapitalRequiredForCapitalAdequacy,,,,,94239000.000,93319000.000,93457000.000,85730000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,,,,,0.000,0.000,0.000,0.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,0.000,0.000,0.000,0.000
CapitalToRiskWeightedAssets,,,,,0.128,0.133,0.136,0.144
CashAndCashEquivalentsAtCarryingValue,41146000.000,,,,,,,
CashAndDueFromBanks,41146000.000,42545000.000,39976000.000,38688000.000,41605000.000,54811000.000,32543000.000,51293000.000
CommonStockParOrStatedValuePerShare,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,9131387.000,9142717.000,9154936.000,9162721.000,9215092.000,9230799.000,9233917.000,9236479.000
CommonStockSharesOutstanding,9131387.000,9142717.000,9154936.000,9162721.000,9215092.000,9230799.000,9233917.000,9236479.000
CommonStockValue,45657000.000,45714000.000,45775000.000,45814000.000,46075000.000,46154000.000,46170000.000,46182000.000
DeferredCompensationArrangementWithIndividualDistributionsPaid,,,,,12000.000,20000.000,0.000,0.000
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,615000.000,,661000.000,722000.000
DeferredIncomeTaxLiabilities,,,,,,5453000.000,,
DeferredTaxAssetsGross,,,,,,15986000.000,,
DeferredTaxAssetsHedgingTransactions,,,,,,926000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,11011000.000,10533000.000,9685000.000,12555000.000
DeferredTaxAssetsNet,,,,,,10533000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,715000.000,,
DeferredTaxAssetsOther,,,,,,399000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,1758000.000,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,738000.000,739000.000,739000.000,739000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,869000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,235000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,120000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,99000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,6525000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,1139000.000,,
DeferredTaxLiabilitiesOther,,,,,,17000.000,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,,405000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,1026000.000,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,,2330000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,,11057000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,,,,,,2364000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,1674000.000,,1111000.000,741000.000
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,2670000.000,-2364000.000,1773000.000,1182000.000
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,,0.000,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,,,,,,0.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,0.035,,
DefinedBenefitPlanBenefitObligation,,,,,,11057000.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,236000.000,,294000.000,196000.000
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,3355000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,667000.000,,
