,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilities,,,,15162.000,25286.000,9089.000,12478.000,,165472.000,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,77935.000,,146413.000,145535.000,165504.000,193127.000,240089.000
AccountsPayableCurrent,6232.000,2943.000,9040.000,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,42514.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,402.000,521.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,-1055.000,,-1965.000,-2573.000,-4842.000,-4945.000,-5008.000
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,0.000,0.000,0.000,0.000,,,,,,
AdditionalPaidInCapital,,,,,,,,,,7540678.000,7540678.000,7540678.000,8288258.000,8288258.000
AdditionalPaidInCapitalCommonStock,594555.000,6349461.000,6852061.000,12832061.000,7539661.000,7539661.000,7539661.000,7539661.000,7539661.000,,,,,
Assets,444827.000,7217709.000,7454838.000,10625045.000,3855017.000,2143852.000,1906629.000,1790905.000,1758762.000,1731249.000,1747158.000,1672731.000,1645050.000,1616633.000
AssetsCurrent,444827.000,299731.000,652997.000,3741765.000,2087623.000,305601.000,96309.000,8516.000,4304.000,2423.000,31387.000,0.000,368.000,0.000
AssetsNoncurrent,,6917978.000,6801841.000,6685704.000,1767394.000,,,,,,,,,
BankOverdrafts,,,,,,,,,,,,2357.000,1320.000,7191.000
Cash,441081.000,297233.000,651748.000,741765.000,587623.000,305601.000,96309.000,,4304.000,2423.000,31387.000,0.000,368.000,0.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,8516.000,,2423.000,31387.000,0.000,368.000,0.000
CommonStockNoParValue,,,,,,,,,0.001,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,70000000.000,70000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,9400000.000,34400000.000,35800000.000,55800000.000,55800000.000,55800000.000,55800000.000,55800000.000,55800000.000,54783500.000,54783500.000,54783500.000,62334810.000,62334810.000
CommonStockSharesOutstanding,9400000.000,34400000.000,35800000.000,55800000.000,55800000.000,55800000.000,55800000.000,55800000.000,55800000.000,54783500.000,54783500.000,54783500.000,62334810.000,62334810.000
CommonStockValue,9400.000,34400.000,35800.000,55800.000,55800.000,55800.000,55800.000,55800.000,55800.000,54783.000,54783.000,54783.000,62334.000,62334.000
ContractualObligation,,,,,,,,,,,,,395152.000,395152.000
DebtInstrumentCarryingAmount,,,,,10000000.000,,,38111.000,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,0.035,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,16121.000,16121.000,22064.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,106020.000,131526.000,161882.000,189813.000,,-245675.000,273605.000,301537.000,329468.000,357399.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,1094991.000,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,55862.000,111724.000,,55862.000,,111724.000,83793.000,55862.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,111724.000,,,1094991.000,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,111724.000,111724.000,,111724.000,,1094991.000,1094991.000,1094991.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,111724.000,111724.000,,111724.000,,111724.000,111724.000,111724.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,111724.000,111724.000,,111724.000,,111724.000,111724.000,111724.000,,
FiniteLivedIntangibleAssetsGross,,,,,1675838.000,1675838.000,1675838.000,1675838.000,,,1675838.000,1675838.000,1675838.000,1675838.000
FiniteLivedIntangibleAssetsNet,,,,,1569818.000,1541887.000,1513956.000,1486025.000,,1430163.000,1402232.000,1374301.000,1346370.000,1318439.000
FiniteLivedPatentsGross,,,,,,,,,,,14992.000,,,
IntangibleAssetsNetExcludingGoodwill,,6917978.000,6801841.000,6685704.000,1569818.000,1541887.000,1513956.000,1486025.000,1458094.000,,,,,
InventoryRealEstateConstructionInProcess,,,,197576.000,197576.000,296364.000,,,,,,,,
Liabilities,,1141601.000,1049919.000,1405798.000,1313476.000,1189395.000,1044697.000,1034245.000,654170.000,788972.000,978577.000,1103008.000,411645.000,466212.000
