,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,43000.000,
AccountsPayableTradeCurrent,2000.000,7000.000,27000.000,,276000.000,195000.000,227000.000,238000.000,144000.000,124000.000,170000.000,684000.000,1067000.000,1016000.000,5238000.000
AccountsReceivableNetCurrent,32000.000,3841000.000,4909000.000,61000.000,78000.000,67000.000,27000.000,82000.000,84000.000,48000.000,39000.000,40000.000,47000.000,40000.000,68000.000
AccruedIncomeTaxesCurrent,,,,124000.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,1453000.000,3345000.000,1266000.000,1334000.000,1185000.000,1195000.000,1120000.000,828000.000,596000.000,469000.000,436000.000,1042000.000,522000.000,368000.000,916000.000
AccruedProfessionalFeesCurrent,,,,566000.000,,,,641000.000,,,,542000.000,,,
AdditionalPaidInCapital,14267000.000,14609000.000,14739000.000,14886000.000,15274000.000,16139000.000,16454000.000,17316000.000,19408000.000,20397000.000,21002000.000,21589000.000,24100000.000,26073000.000,36235000.000
AllowanceForDoubtfulAccountsReceivable,4000.000,4000.000,4000.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,7000.000,7000.000
Assets,15600000.000,20407000.000,26415000.000,30439000.000,29131000.000,27149000.000,24682000.000,20238000.000,18220000.000,16898000.000,15621000.000,13497000.000,11712000.000,9915000.000,20947000.000
AssetsCurrent,15030000.000,19211000.000,24393000.000,28776000.000,28227000.000,26256000.000,23780000.000,19758000.000,16745000.000,15670000.000,13505000.000,13028000.000,11242000.000,9439000.000,16508000.000
CashAndCashEquivalentsAtCarryingValue,14908000.000,14295000.000,15555000.000,21232000.000,21680000.000,21115000.000,18962000.000,18620000.000,16307000.000,15350000.000,13172000.000,11361000.000,9561000.000,7837000.000,14555000.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,104479.000
CommonStockSharesIssued,,,,,,,,60000000.000,,,,,,,
CommonStockValue,,,,,,,,1495000.000,,,,,,,
DebtInstrumentFeeAmount,,,,,,,,,,,,,,,85000000.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,2119000.000
DeferredRevenueCurrent,150000.000,2224000.000,8208000.000,10254000.000,9528000.000,6904000.000,4267000.000,1646000.000,44000.000,107000.000,76000.000,73000.000,174000.000,197000.000,132000.000
DeferredRevenueNoncurrent,227000.000,1589000.000,3414000.000,1676000.000,124000.000,117000.000,109000.000,105000.000,104000.000,98000.000,98000.000,92000.000,86000.000,80000.000,75000.000
DeferredTaxAssetsDeferredIncome,,,,2079000.000,,,,313000.000,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,2392000.000,1637000.000,1537000.000,2392000.000,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,417000.000,417000.000,417000.000,417000.000,,,,,,,,
DeferredTaxAssetsNet,,,,2392000.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,50120000.000,,,,53383000.000,,,,57098000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,51000.000,,,,-329000.000,,,,-464000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,333000.000,,,,314000.000,,,,338000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,313000.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,50191000.000,,,,53681000.000,,,,56972000.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,71000.000,,,,298000.000,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,50120000.000,,,,53383000.000,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,,4772004.000,,,,,,,,
DueFromAffiliates,,,,,,,90819.000,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,91000.000,,,,,,,,
DueToRelatedPartiesCurrent,159000.000,159000.000,125000.000,6000.000,,43000.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,577000.000,,,,174000.000,,,,362000.000,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,3300000.000,,,,2300000.000,,,
