,2017-01-31
AccruedLiabilitiesCurrent,1500.000
AdditionalPaidInCapital,0.000
Assets,0.000
AssetsCurrent,0.000
Cash,0.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,75000000.000
CommonStockSharesIssued,3000000.000
CommonStockSharesOutstanding,3000000.000
CommonStockValue,3000.000
DeferredTaxAssetsNet,0.000
DeferredTaxAssetsOperatingLossCarryforwards,4178.000
DeferredTaxAssetsValuationAllowance,4178.000
DueToRelatedPartiesCurrent,7789.000
Liabilities,9289.000
LiabilitiesAndStockholdersEquity,0.000
LiabilitiesCurrent,9289.000
OperatingLossCarryforwards,12289.000
RetainedEarningsAccumulatedDeficit,-12289.000
StockholdersEquity,-9289.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-9289.000
StockholdersEquityNoteSubscriptionsReceivable,0.000
