,2011-09-30,2011-12-31
AccountsPayableCurrent,113265.000,24882.000
AccountsReceivableNetCurrent,380138.000,154994.000
AccruedLiabilitiesCurrent,54299.000,23293.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,144170.000,149214.000
AdditionalPaidInCapital,6117246.000,6117246.000
Assets,478595.000,272425.000
AssetsCurrent,454530.000,253404.000
CashAndCashEquivalentsAtCarryingValue,8354.000,32451.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000
CommonStockSharesIssued,82623836.000,82623836.000
CommonStockSharesOutstanding,82623836.000,82623836.000
CommonStockValue,82624.000,82624.000
InventoryNet,66038.000,64121.000
Liabilities,979564.000,824175.000
LiabilitiesAndStockholdersEquity,478595.000,272425.000
LongTermDebtCurrent,12000.000,0.000
NotesPayableCurrent,150000.000,150000.000
OtherAssetsNoncurrent,0.000,0.000
OtherLiabilitiesCurrent,0.000,0.000
OtherReceivablesNetCurrent,0.000,1838.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,2500000.000,2500000.000
PreferredStockValue,0.000,0.000
PropertyPlantAndEquipmentNet,24065.000,19021.000
RetainedEarningsAccumulatedDeficit,-6700839.000,-6751620.000
StockholdersEquity,-500969.000,-551750.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-500969.000,-551750.000
SubordinatedDebtCurrent,650000.000,626000.000
