,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,42409000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4961000.000,13592000.000,14391000.000,17074000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,5116000.000,5013000.000,13339000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,29740000.000,,
AllocatedShareBasedCompensationExpense,11612000.000,13592000.000,14391000.000,17074000.000
AmortizationOfFinancingCosts,333000.000,,,
AmortizationOfFinancingCostsAndDiscounts,,7566000.000,9482000.000,13087000.000
AmortizationOfIntangibleAssets,,28300000.000,31500000.000,86200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1454829.000,915.000,174000.000,5118000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,400000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,0.940,0.540,0.180,-0.330
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.910,0.530,0.170,-0.330
BusinessAcquisitionsProFormaNetIncomeLoss,38850000.000,23124000.000,7817000.000,-17742000.000
BusinessAcquisitionsProFormaRevenue,357781000.000,406365000.000,502547000.000,902959000.000
BusinessCombinationAcquisitionRelatedCosts,2400000.000,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,-500000.000,800000.000
CapitalExpendituresIncurredButNotYetPaid,,7316000.000,3412000.000,7262000.000
CapitalizedComputerSoftwareAmortization,,13900000.000,19100000.000,30400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-113336000.000,64633000.000,-19860000.000,213095000.000
ComprehensiveIncomeNetOfTax,,21718000.000,1303000.000,-23804000.000
CostOfRevenue,198446000.000,220695000.000,277580000.000,469940000.000
CostsAndExpenses,,,,866592000.000
CurrentFederalTaxExpenseBenefit,-1108000.000,6859000.000,4993000.000,11066000.000
CurrentForeignTaxExpenseBenefit,1621000.000,2872000.000,3864000.000,4669000.000
CurrentIncomeTaxExpenseBenefit,967000.000,11498000.000,10012000.000,19732000.000
CurrentStateAndLocalTaxExpenseBenefit,454000.000,1767000.000,1155000.000,3997000.000
DebtInstrumentConvertibleEffectiveInterestRate,,0.068,,
DeferredCompensationArrangementWithIndividualSharesIssued,,,,1026.000
DeferredFederalIncomeTaxExpenseBenefit,-1412000.000,1131000.000,-8892000.000,-26871000.000
DeferredForeignIncomeTaxExpenseBenefit,274000.000,349000.000,-378000.000,-1268000.000
DeferredIncomeTaxExpenseBenefit,-3370000.000,751000.000,-11339000.000,-31121000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-2232000.000,-729000.000,-2069000.000,-2982000.000
Depreciation,,9400000.000,11900000.000,19900000.000
DepreciationAmortizationAndAccretionNet,8654000.000,,,
DepreciationDepletionAndAmortization,50688000.000,51678000.000,62527000.000,136530000.000
EarningsPerShareBasic,,,,-0.330
EarningsPerShareDiluted,,,,-0.330
EffectOfExchangeRateOnCashAndCashEquivalents,-518000.000,469000.000,-1578000.000,-3158000.000
EffectiveIncomeTaxRateContinuingOperations,-0.038,0.375,-0.291,0.397
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.369,-0.005,-0.190,0.066
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,,,-0.339,
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,0.037,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.011,-0.026,-0.253,0.056
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,0.073,-0.021
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.010,0.015,-0.012,0.001
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,-0.006,-0.022,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.015,0.025,-0.075,0.005
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,0.058
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,4200000.000,5000000.000,5200000.000,6400000.000
EquityMethodInvestmentDividendsOrDistributions,,-5099000.000,-9241000.000,10250000.000
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,,33853000.000,36081000.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,16951000.000,20298000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,47900000.000,48771000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,6716000.000,6140000.000,13801000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,6716000.000,6140000.000,13801000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,6310000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,190000.000,,
FiniteLivedIntangibleAssetsAmortizationExpense,29727000.000,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,96441000.000,,,
FiniteLivedIntangibleAssetsPurchaseAccountingAdjustments,,,,1200000.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,-1900000.000
FutureAmortizationExpenseAfterYearFive,3392000.000,,,
FutureAmortizationExpenseYearFive,7833000.000,,,
FutureAmortizationExpenseYearFour,15944000.000,,,
FutureAmortizationExpenseYearOne,26545000.000,,,
FutureAmortizationExpenseYearThree,19403000.000,,,
FutureAmortizationExpenseYearTwo,23324000.000,,,
GainLossOnInvestments,409000.000,,,
GainOrLossOnSaleOfStockInSubsidiary,47321000.000,,,
GoodwillTranslationAdjustments,-575000.000,561000.000,-1850000.000,-2227000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,10700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,55376000.000,21091000.000,-8694000.000,-42925000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,32703000.000,4567000.000,-28658000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,7356000.000,11612000.000,13261000.000,14267000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,62732000.000,32703000.000,4567000.000,-28658000.000
IncomeLossFromContinuingOperationsPerBasicShare,1.580,0.480,0.140,
IncomeLossFromContinuingOperationsPerDilutedShare,1.530,0.460,0.130,
IncomeLossFromEquityMethodInvestments,,1167000.000,5651000.000,7959000.000
IncomeTaxExpenseBenefit,-2403000.000,12249000.000,-1327000.000,-11389000.000
IncomeTaxesPaid,6100000.000,3275000.000,5029000.000,12773000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-609000.000,1075000.000,-1274000.000,-27104000.000
IncreaseDecreaseInAccountsReceivable,17157000.000,13321000.000,10882000.000,27758000.000
IncreaseDecreaseInDeferredCompensation,,150000.000,184000.000,171000.000
IncreaseDecreaseInDeferredRevenue,2850000.000,-188000.000,1889000.000,314000.000
IncreaseDecreaseInOtherOperatingAssets,-922000.000,-6202000.000,-10314000.000,-9693000.000
