,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,66157.000,29272.000,31772.000,34272.000,36772.000,43120.000,27580.000,52589.000,55089.000,58089.000,74823.000
AdditionalPaidInCapital,3776935.000,3806874.000,3806874.000,3806874.000,3806874.000,3806874.000,3806874.000,3791874.000,3791874.000,3791874.000,3791874.000
Assets,3738367.000,3736484.000,3736484.000,3736484.000,3736484.000,3736484.000,2828984.000,0.000,0.000,3000.000,0.000
AssetsCurrent,7184.000,5301.000,5301.000,5301.000,5301.000,5301.000,5301.000,,,3000.000,0.000
AssetsNoncurrent,3731183.000,3731183.000,3731183.000,3731183.000,3731183.000,3731183.000,2823683.000,,,,
CashAndCashEquivalentsAtCarryingValue,1795.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000
CommonStockSharesIssued,15385157.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000
CommonStockSharesOutstanding,15385157.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000,15445484.000
CommonStockSharesSubscriptions,20000.000,,,,,,,,,,
CommonStockValue,15385.000,15445.000,15445.000,15445.000,15445.000,15445.000,15445.000,15445.000,15445.000,15445.000,15445.000
DebtInstrumentCarryingAmount,,,40000.000,40000.000,40000.000,,40000.000,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,0.050,,
DeferredTaxAssetsGross,,,,,,,,,1568451.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,1568451.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,1568451.000,,
DepositLiabilitiesAccruedInterest,,,,,,,,,9073.000,,
DerivativeLiabilitiesCurrent,0.000,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,159335.000,162835.000,166335.000,169835.000,177183.000,1107303.000,3947260.000,3950760.000,3954765.000,3977642.000
DueFromRelatedPartiesCurrent,5389.000,5301.000,5301.000,5301.000,5301.000,5301.000,5301.000,,,,
DueToOfficersOrStockholdersCurrent,,,,,,3155.000,3155.000,3119.000,3119.000,3119.000,3119.000
DueToRelatedPartiesCurrent,,3155.000,3155.000,3155.000,3155.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,907500.000,,,,
FiniteLivedIntangibleAssetsGross,,101183.000,101183.000,101183.000,101183.000,101183.000,101183.000,,,,
FiniteLivedIntangibleAssetsNet,,,3731183.000,3731183.000,3731183.000,3731183.000,2823683.000,,,,
InterestPayableCurrent,,,,,,,,8073.000,9073.000,10078.000,11191.000
InterestPayableCurrentAndNoncurrent,,,2073.000,3073.000,3073.000,,7073.000,8073.000,,10078.000,11191.000
Liabilities,70031.000,73500.000,77000.000,80500.000,84000.000,91348.000,113968.000,139941.000,143441.000,150446.000,170323.000
LiabilitiesAndStockholdersEquity,3738367.000,3736484.000,3736484.000,3736484.000,3736484.000,3736484.000,2828984.000,0.000,0.000,3000.000,0.000
LiabilitiesCurrent,,32427.000,34927.000,37427.000,39927.000,46275.000,66895.000,,,,
LongTermNotesPayable,,41073.000,42073.000,43073.000,44073.000,45073.000,47073.000,,,,
NotesPayable,,,,,,,,40000.000,40000.000,43000.000,45030.000
NotesPayableCurrent,,,,,,,,40000.000,40000.000,43000.000,45030.000
OperatingLossCarryforwards,,,,,,,,,3950760.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,,,,,,,,,,
PreferredStockValue,0.000,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,3000.000,
RetainedEarningsAccumulatedDeficit,-143983.000,,,,,,,,,,
StockholdersEquity,3668337.000,3662984.000,3659484.000,3655984.000,3652484.000,3645136.000,2715016.000,-139941.000,-143441.000,-147446.000,-170323.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3668336.000,3662984.000,3659484.000,3655984.000,3652484.000,3645136.000,2715016.000,-139941.000,-143441.000,-147446.000,-170323.000
