,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,67562000.000,109725000.000,100050000.000,51266000.000,76988000.000,78655000.000,80155000.000,94483000.000,101018000.000,124183000.000,86811000.000,76181000.000,99446000.000
AccountsReceivableGross,,,,283453000.000,,,,288846000.000,,,,238553000.000,
AccountsReceivableNet,,,,255669000.000,,,,256099000.000,,,,216006000.000,
AccountsReceivableNetCurrent,260247000.000,568371000.000,528400000.000,255669000.000,196803000.000,424676000.000,478733000.000,256099000.000,183390000.000,347173000.000,438596000.000,216006000.000,167194000.000
AccruedRoyaltiesCurrent,50403000.000,79483000.000,85842000.000,80089000.000,55935000.000,92027000.000,96289000.000,85766000.000,60472000.000,85006000.000,83517000.000,72233000.000,53243000.000
AccruedSalariesCurrent,,,,,17057000.000,36801000.000,65936000.000,45340000.000,27625000.000,33537000.000,39796000.000,41289000.000,19085000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,273742000.000,,,,331590000.000,,,,387926000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,-89000.000,,,,-147000.000,,,,-90000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,-3641000.000,,,,-6108000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,24198000.000,,,,31298000.000,,,,41235000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-2502000.000,,,,-4642000.000,,,,-5862000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-13079000.000,-10601000.000,-11086000.000,-26789000.000,-27798000.000,-27980000.000,-33033000.000,-39728000.000,-45649000.000,-48757000.000,-49088000.000,-53295000.000,-51996000.000
AdditionalPaidInCapital,4752620000.000,4760283000.000,4774089000.000,4784962000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,4796427000.000,4809926000.000,4822524000.000,4833388000.000,4843616000.000,4850537000.000,4865615000.000,4868230000.000,4870966000.000
AdvanceRoyaltiesNoncurrent,51489000.000,51607000.000,49713000.000,46777000.000,47498000.000,47261000.000,45779000.000,44736000.000,44958000.000,47398000.000,46630000.000,43977000.000,46791000.000
AllowanceForDoubtfulAccountsReceivableCurrent,36200000.000,40800000.000,46100000.000,27800000.000,29400000.000,30700000.000,33100000.000,32700000.000,29100000.000,28600000.000,31900000.000,22500000.000,19900000.000
Assets,2682636000.000,2901071000.000,3177705000.000,3011107000.000,2742529000.000,3312682000.000,3505835000.000,3137056000.000,2894501000.000,2922047000.000,3052072000.000,2731471000.000,2568067000.000
AssetsCurrent,783959000.000,1029920000.000,1341415000.000,1222099000.000,993416000.000,1018000000.000,1234184000.000,882825000.000,667249000.000,694300000.000,850348000.000,705720000.000,563638000.000
AssetsFairValueDisclosure,254839000.000,155037000.000,565688000.000,725939000.000,540410000.000,295402000.000,402867000.000,373611000.000,173262000.000,45916000.000,165887000.000,265809000.000,127797000.000
BuildingsAndImprovementsGross,,,,9723000.000,,,,9823000.000,,,,9867000.000,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,5200000.000,5200000.000,5200000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,9100000.000,9100000.000,9100000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,400000.000,400000.000,400000.000,,,,,,,,,
