,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,1494.000,2640.000,3640.000,6785.000,1095.000,2450.000,2967.000,3450.000,1970.000,1000.000,1730.000,33018.000,0.000,1000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,9500.000,9500.000
AccruedBonusesCurrent,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,12500.000,,12500.000
AdditionalPaidInCapital,996587.000,1020524.000,1044460.000,1068396.000,1092332.000,1116269.000,1140205.000,1164141.000,1188077.000,1212013.000,1206291.000,1206291.000,731561.000,3357188.000
Assets,0.000,79.000,17.000,25.000,64.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,9851.000,11054.000
AssetsCurrent,0.000,79.000,17.000,25.000,64.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,9851.000,11054.000
Cash,0.000,79.000,17.000,25.000,64.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,351.000,304.000
CashAndCashEquivalentsAtCarryingValue,0.000,79.000,17.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,15225000.000,15225020.000,165750000.000,165750000.000
CommonStockSharesOutstanding,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,1522500.000,15225000.000,15225020.000,165750000.000,165750000.000
CommonStockValue,1523.000,1523.000,1523.000,1523.000,1523.000,1523.000,1523.000,1523.000,1523.000,1523.000,15225.000,15225.000,165750.000,165750.000
DeferredCompensationArrangementWithIndividualCommonStockReservedForFutureIssuance,,,,,10000.000,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,397281.000,,,,439006.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,167162.000,,,,172941.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,491652.000,,,,508649.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,230119.000,,,,266065.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,676820.000,,,,782544.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-397281.000,,,,-439006.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-2122267.000,-2175286.000,-2226103.000,2280710.000,2332540.000,2389113.000,2432690.000,2486516.000,2538449.000,2597267.000,2635198.000,2715823.000,2441435.000,5100813.000
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,,,1541475.000,
DueToOfficersOrStockholdersNoncurrent,,,,,,,,,,,,,0.000,
DueToRelatedPartiesCurrent,,,,1191531.000,1225154.000,1256372.000,,1304902.000,1334379.000,1370231.000,1399452.000,1448789.000,,1575429.000
DueToRelatedPartiesNoncurrent,1110163.000,1138178.000,1163997.000,,,,1275495.000,0.000,0.000,0.000,0.000,0.000,,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,,,,0.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,127660.000,103724.000,79788.000,,,,,,,
Liabilities,1124157.000,1153318.000,1180137.000,1210816.000,1238749.000,1271322.000,1290962.000,1320852.000,1348849.000,1383731.000,1413682.000,1494307.000,1553975.000,1588929.000
LiabilitiesAndStockholdersEquity,0.000,79.000,17.000,25.000,64.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,9851.000,11054.000
LiabilitiesCurrent,13994.000,15140.000,16140.000,1210816.000,1238749.000,1271322.000,15467.000,1320852.000,1348849.000,1383731.000,1413682.000,1494307.000,1553975.000,1588929.000
LiabilitiesNoncurrent,1110163.000,1138178.000,1163997.000,,,,1275495.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherAssetsCurrent,,,,,,,,,,,,,,1250.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,100000.000,100000.000,150000.000,150000.000,150000.000,100000.000,1500000.000,1500000.000,7500000.000,7500000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,2.000,2.000,2.000,2.000,2.000,2.000,0.200,0.200,0.200,0.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,,,,,,1425000.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,1500000.000,1500000.000,7500000.000,7500000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,2.000,2.000,2.000,2.000,2.000,2.000,0.200,0.200,0.200,0.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,100000.000,100000.000,50000.000,50000.000,50000.000,100000.000,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,2.000,2.000,2.000,2.000,2.000,2.000,0.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,,,,,,,1425000.000,
StockholdersEquity,-1124157.000,-1153239.000,-1180120.000,-1210791.000,-1238685.000,-1271321.000,-1290962.000,-1320852.000,-1348849.000,-1383731.000,-1413682.000,-1494307.000,-1544124.000,-1577875.000
