,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1317.000,1317.000,1317.000,,
AccountsPayableCurrent,,,,,61085.000
AccountsPayableRelatedPartiesCurrent,,,,,41544.000
AccountsReceivableNetCurrent,,,,,1602.000
AccruedLiabilitiesCurrent,,,,,5580.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,67983.000
AdditionalPaidInCapital,1000.000,1000.000,1000.000,2317.000,-36133.000
Assets,,0.000,0.000,0.000,441859.000
AssetsCurrent,,,,,24606.000
BankOverdrafts,,,,,990.000
Cash,,0.000,0.000,0.000,
CashAndCashEquivalentsAtCarryingValue,,,0.000,0.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesOutstanding,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,12767.000,
DeferredTaxAssetsValuationAllowance,,,,12767.000,
DueToRelatedPartiesCurrent,,2299.000,27483.000,35233.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,896.000
IntangibleAssetsNetExcludingGoodwill,,,,,9854.000
InventoryNet,,,,,832.000
Liabilities,,,,,436946.000
LiabilitiesAndStockholdersEquity,,0.000,0.000,0.000,441859.000
LiabilitiesCurrent,1317.000,3616.000,28800.000,35233.000,223410.000
LoansPayableCurrent,,,,,33373.000
LongTermLoansPayable,,,,,102363.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,80838.000
NotesPayableRelatedPartiesNoncurrent,,,,,111173.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,237552.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,53956.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,26228.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,78684.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,78684.000
OperatingLossCarryforwards,,,,37550.000,
OtherAssetsCurrent,,,,,22172.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,
PreferredStockValue,,0.000,0.000,0.000,
PropertyPlantAndEquipmentNet,,,,,407399.000
RetainedEarningsAccumulatedDeficit,-3117.000,-5616.000,-30800.000,-38550.000,40046.000
SharesOutstanding,,,,-38550.000,
StockholdersEquity,-1317.000,-3616.000,-28800.000,-35233.000,4913.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,4913.000
