,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,,95745.000,95745.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,5140.000,9500.000,1929642.000,1722400.000,1708906.000
AccountsPayableCurrent,,,,,,8864.000,15714.000,,11807.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,24500.000,,,,
AccruedInsuranceCurrent,,,,250000.000,,,,,,,,
AccruedInvestmentIncomeReceivable,,,,,,,,,165.000,,,
AccruedLiabilitiesCurrent,,,,,,,,,,33821.000,92379.000,106090.000
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,2218.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,-1742.000,-2204.000
AdditionalPaidInCapital,44880.000,44880.000,44880.000,44880.000,44880.000,45851.000,82801.000,212945.000,612564.000,344580.000,345195.000,392553.000
Assets,40949.000,57489.000,17545.000,110.000,128.000,129.000,40995.000,101939.000,436494.000,1116357.000,301023.000,206489.000
AssetsCurrent,,,,,,129.000,40995.000,58051.000,392606.000,1099234.000,284529.000,192675.000
CapitalizedComputerSoftwareNet,,,,,,,,43888.000,43888.000,,,
Cash,,,,,,,,,315077.000,,,
CashAndCashEquivalentsAtCarryingValue,40949.000,57489.000,17545.000,90.000,128.000,129.000,40995.000,49307.000,,297146.000,18832.000,18044.000
CashEquivalentsAtCarryingValue,,,,,128.000,129.000,,,,,18832.000,18044.000
CommonStockOtherSharesOutstanding,,,,,12328000.000,12328000.000,16428000.000,16428000.000,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,132800.000,,,,
CommonStockSharesAuthorized,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,500000000.000,5000000000.000,490000000.000,490000000.000
CommonStockSharesHeldInEmployeeTrustShares,,,,,,,,,,,,33000000.000
CommonStockSharesIssued,11220000.000,11320000.000,11328000.000,12328000.000,12328000.000,12328000.000,16428000.000,16428000.000,21734000.000,105542.735,105542735.000,105542735.000
CommonStockSharesOutstanding,11220000.000,11320000.000,11328000.000,12328000.000,,,,,12328000.000,105542.735,105542735.000,105542735.000
CommonStockSharesSubscribedButUnissued,,,,,,,,2656000.000,,,,
CommonStockSharesSubscriptions,,,,,,,,2656.000,,,,
CommonStockValue,11220.000,11320.000,11328.000,12328.000,12328.000,12328.000,16428.000,16428.000,21734.000,105543.000,105543.000,105543.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,803000.000,380000.000
ConvertibleNotesPayable,,,,,,,,,,799988.000,803000.000,603000.000
DeferredTaxAssetsGross,,,,,,9401.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,9401.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,9401.000,,,,,,
DepositAssets,,,,20.000,,,,,,,,
Deposits,,,,,,,,,,,4935.000,-4935.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,15151.000,1289.000,38663.000,57098.000,57080.000,67043.000,73948.000,,,-2112217.000,,
DueToRelatedPartiesCurrent,,,,,,,,24500.000,,,,
EquityFairValueDisclosure,,,,110.000,,,,,,,,
FreshStartAdjustmentIncreaseDecreaseAccumulatedDepreciationAndAmortization,,,,,,,,,,,1742.000,2204.000
InventoryFinishedGoods,,,,,,,,,,,89378.000,44624.000
InventoryNet,,,,,,,,,,131854.000,89378.000,44624.000
Liabilities,,,,,,8993.000,15714.000,29640.000,21307.000,,2805779.000,2807996.000
LiabilitiesAndStockholdersEquity,40949.000,57489.000,17545.000,110.000,128.000,129.000,40995.000,101939.000,436494.000,1116357.000,301023.000,206489.000
LiabilitiesCurrent,,,,,,8993.000,15714.000,29640.000,21307.000,1978463.000,2002779.000,2807996.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,,,,,799988.000,,
LongTermDebt,,,,,,,,,,,803000.000,
MarketableSecurities,,,,,,,,,,3724.000,,
NotesPayable,,,,,,,,,,,20000.000,
NotesPayableCurrent,,,,,,,,,,,158000.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,129.000,,,,,20000.000,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,129.000,,,,,158000.000,
NotesReceivableGross,,,,,,,,,,,95745.000,
NotesReceivableNet,,,,,,,,,70000.000,76420.000,,
NotesReceivableRelatedParties,,,,,,,,,,230365.000,95745.000,95745.000
OperatingLossCarryforwards,,,,,,26860.000,,,,,,
OtherAssets,,,,,,,,,,12585.000,12585.000,10367.000
OtherAssetsCurrent,,,,,,,,,,7650.000,7650.000,5432.000
PrepaidExpense,,,,,,,,,7200.000,,,
PrepaidExpenseCurrent,,,,,,,,8744.000,,163400.000,7300.000,
