,2011-06-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AmortizationOfDebtDiscountPremium,,99537.000,,72592.000,,,,,,,,51216.000,27640.000,37123.000,23857.000,25938.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5222.000,,,,,,-2090.000,,,,-44300.000,,,,-74.000,,
CostOfRevenue,,,,,,,,,,,,,,,,6922.000,13547.000,34087.000
DebtConversionConvertedInstrumentAmount1,,,,10000.000,,,,,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,115000.000,,,,,,,,,,,,,,
DebtConversionOriginalDebtAmount1,,,,,,,,,,,,,,,,16978.000,,
DebtInstrumentConvertibleBeneficialConversionFeature,,58000.000,,,,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,151953.000,-70157.000,-244416.000,-140660.000,16406.000,163525.000,1591.000,-85437.000,-44629.000,21841.000,10285.000,-115576.000,90745.000,-142063.000,-54475.000
DerivativeLossOnDerivative,,,,,,,,-16406.000,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,0.020,0.000,,-0.000,-0.010,-0.030,-0.580,0.000,-0.000,-0.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.010,0.000,-0.010,-0.020,-0.010,-0.010,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,0.020,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.340,,,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,-49195.000,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,-18000.000,,,1360227.000,,,,,45000.000,,,,
GeneralAndAdministrativeExpense,23310.000,2431.000,7067.000,992.000,1321.000,2317.000,91305.000,167991.000,20915.000,19718.000,14161.000,9766.000,5054.000,13067.000,19019.000,77882.000,168159.000,193713.000
GrossProfit,,,,,,,,,,,,,,,,5371.000,17081.000,24319.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,,,,-20285.000,,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-174621.000,-104854.000,,,,,,,,,,,,,,,
IncomeTaxesPaid,,0.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-5148.000,,-544.000,,,,46352.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,5154.000,,,,4145.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,0.000,,,,,,-720.000,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,-458.000,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,14334.000,,87784.000,,,,134912.000,,,,6125.000,,,,22788.000,,
